po_id,rfq_id,vendor_id,vendor_name,po_date,po_value_usd,promised_delivery,payment_terms,status
PO-RFQ-0096-V021,RFQ-0096,V021,Helios Micro Systems,2025-10-11,51766.79,2025-11-08,Net45,pending
PO-RFQ-0097-V006,RFQ-0097,V006,Bright Spark Electronics Ltd,2026-04-27,140158.44,2026-05-17,Net30,cancelled
PO-RFQ-0097-V018,RFQ-0097,V018,Guangzhou Mech & Elec Co.,2025-10-03,114057.0,2025-11-11,Net45,delivered
PO-RFQ-0097-V013,RFQ-0097,V013,Vantage Sensors GmbH,2026-04-06,127554.6,2026-05-12,Net45,in_transit
PO-RFQ-0097-V021,RFQ-0097,V021,Helios Micro Systems,2026-03-02,124216.68,2026-04-10,Net60,pending
PO-RFQ-0098-V005,RFQ-0098,V005,Cerro Negro Metals SA,2025-09-06,53893.76,2025-09-28,Net30,cancelled
PO-RFQ-0098-V008,RFQ-0098,V008,Delta Composites Inc.,2025-08-23,53155.46,2025-10-07,Net60,in_transit
PO-RFQ-0098-V003,RFQ-0098,V003,Patel Alloys Pvt Ltd,2026-03-10,56887.62,2026-04-12,Net45,cancelled
PO-RFQ-0098-V014,RFQ-0098,V014,Coastal Alloys Pty Ltd,2025-11-03,57572.42,2025-12-11,Net45,in_transit
PO-RFQ-0098-V015,RFQ-0098,V015,Nordic Steel AS,2026-02-23,60050.54,2026-04-02,Net60,cancelled
PO-RFQ-0099-V016,RFQ-0099,V016,Precision Arc Systems,2026-01-10,42547.77,2026-02-04,Net30,cancelled
PO-RFQ-0099-V006,RFQ-0099,V006,Bright Spark Electronics Ltd,2025-07-27,43241.88,2025-08-27,Net60,in_transit
PO-RFQ-0099-V018,RFQ-0099,V018,Guangzhou Mech & Elec Co.,2026-04-20,44416.41,2026-05-26,Net30,delivered
PO-RFQ-0099-V002,RFQ-0099,V002,Tanaka Electrical KK,2025-11-21,47857.38,2025-12-26,Net60,pending
PO-RFQ-0099-V011,RFQ-0099,V011,Solaris Power Components,2025-12-05,53443.41,2026-01-16,Net60,in_transit
PO-RFQ-0100-V018,RFQ-0100,V018,Guangzhou Mech & Elec Co.,2026-01-13,32908.64,2026-01-27,Net30,in_transit
PO-RFQ-0100-V002,RFQ-0100,V002,Tanaka Electrical KK,2025-12-07,37857.04,2025-12-23,Net30,cancelled
PO-RFQ-0100-V011,RFQ-0100,V011,Solaris Power Components,2025-10-31,35689.0,2025-12-25,Net30,pending
PO-RFQ-0100-V021,RFQ-0100,V021,Helios Micro Systems,2025-12-30,38063.52,2026-02-16,Net60,in_transit
PO-RFQ-0101-V013,RFQ-0101,V013,Vantage Sensors GmbH,2025-09-30,10726.65,2025-10-20,Net45,delivered
PO-RFQ-0101-V018,RFQ-0101,V018,Guangzhou Mech & Elec Co.,2025-09-13,8923.86,2025-10-26,Net30,pending
PO-RFQ-0101-V016,RFQ-0101,V016,Precision Arc Systems,2025-12-11,11142.45,2026-01-21,Net45,cancelled
PO-RFQ-0101-V002,RFQ-0101,V002,Tanaka Electrical KK,2025-12-30,10562.31,2026-02-18,Net45,in_transit
PO-RFQ-0101-V021,RFQ-0101,V021,Helios Micro Systems,2026-03-08,10686.06,2026-04-27,Net45,pending
PO-RFQ-0102-V009,RFQ-0102,V009,Fischer & Söhne KG,2025-08-04,14712.6,2025-08-29,Net45,delivered
PO-RFQ-0102-V019,RFQ-0102,V019,Emerald Isle Castings Ltd,2025-09-02,14524.2,2025-09-28,Net45,delivered
PO-RFQ-0102-V001,RFQ-0102,V001,Kovacs Precision GmbH,2025-10-04,15110.4,2025-11-11,Net30,cancelled
PO-RFQ-0102-V017,RFQ-0102,V017,Türk Makina A.Ş.,2026-05-08,13219.8,2026-06-21,Net45,delivered
PO-RFQ-0102-V022,RFQ-0102,V022,Andean Precision SRL,2026-02-16,12756.0,2026-03-14,Net30,delivered
PO-RFQ-0103-V017,RFQ-0103,V017,Türk Makina A.Ş.,2025-08-20,45692.24,2025-09-03,Net60,delivered
PO-RFQ-0103-V010,RFQ-0103,V010,Adriatic Fastenings d.o.o.,2025-10-14,45097.21,2025-11-01,Net60,delivered
PO-RFQ-0103-V009,RFQ-0103,V009,Fischer & Söhne KG,2025-12-14,52495.29,2026-01-04,Net30,in_transit
PO-RFQ-0103-V019,RFQ-0103,V019,Emerald Isle Castings Ltd,2025-12-07,52650.68,2026-01-05,Net45,cancelled
PO-RFQ-0103-V004,RFQ-0103,V004,Strömberg Hydraulics AB,2025-10-24,49395.07,2025-12-15,Net60,delivered
PO-RFQ-0104-V013,RFQ-0104,V013,Vantage Sensors GmbH,2025-12-30,113603.3,2026-01-19,Net60,in_transit
PO-RFQ-0104-V006,RFQ-0104,V006,Bright Spark Electronics Ltd,2025-09-02,112239.9,2025-09-27,Net45,pending
PO-RFQ-0104-V018,RFQ-0104,V018,Guangzhou Mech & Elec Co.,2026-04-26,102535.7,2026-06-17,Net60,in_transit
PO-RFQ-0104-V021,RFQ-0104,V021,Helios Micro Systems,2026-03-06,108422.38,2026-03-28,Net60,cancelled
PO-RFQ-0105-V012,RFQ-0105,V012,Indra Copper Works,2025-12-13,12682.72,2025-12-30,Net60,in_transit
PO-RFQ-0105-V008,RFQ-0105,V008,Delta Composites Inc.,2026-01-26,12226.4,2026-02-23,Net30,in_transit
PO-RFQ-0105-V020,RFQ-0105,V020,Rajasthan Rare Earths Ltd,2025-10-04,12600.88,2025-10-25,Net60,pending
PO-RFQ-0105-V003,RFQ-0105,V003,Patel Alloys Pvt Ltd,2026-04-24,12846.4,2026-05-21,Net60,cancelled
PO-RFQ-0105-V014,RFQ-0105,V014,Coastal Alloys Pty Ltd,2026-02-03,12583.52,2026-03-08,Net30,in_transit
PO-RFQ-0106-V016,RFQ-0106,V016,Precision Arc Systems,2025-10-09,35252.8,2025-11-04,Net45,cancelled
PO-RFQ-0106-V018,RFQ-0106,V018,Guangzhou Mech & Elec Co.,2025-09-16,27962.88,2025-10-31,Net30,cancelled
PO-RFQ-0106-V002,RFQ-0106,V002,Tanaka Electrical KK,2025-10-09,32567.04,2025-12-03,Net45,cancelled
PO-RFQ-0107-V011,RFQ-0107,V011,Solaris Power Components,2026-03-31,33053.13,2026-04-23,Net30,in_transit
PO-RFQ-0107-V016,RFQ-0107,V016,Precision Arc Systems,2025-11-30,32688.26,2025-12-29,Net60,cancelled
PO-RFQ-0107-V018,RFQ-0107,V018,Guangzhou Mech & Elec Co.,2026-01-06,31972.16,2026-02-07,Net45,in_transit
PO-RFQ-0107-V021,RFQ-0107,V021,Helios Micro Systems,2026-04-23,38352.27,2026-05-17,Net30,in_transit
PO-RFQ-0108-V015,RFQ-0108,V015,Nordic Steel AS,2026-03-02,2458.56,2026-03-13,Net60,in_transit
PO-RFQ-0108-V005,RFQ-0108,V005,Cerro Negro Metals SA,2025-12-23,2302.56,2026-01-10,Net60,delivered
PO-RFQ-0108-V020,RFQ-0108,V020,Rajasthan Rare Earths Ltd,2026-04-02,2477.28,2026-04-16,Net30,cancelled
PO-RFQ-0108-V008,RFQ-0108,V008,Delta Composites Inc.,2025-10-05,2190.24,2025-11-06,Net60,in_transit
PO-RFQ-0108-V003,RFQ-0108,V003,Patel Alloys Pvt Ltd,2025-10-06,2418.0,2025-11-18,Net45,pending
PO-RFQ-0109-V011,RFQ-0109,V011,Solaris Power Components,2026-05-01,31323.6,2026-05-11,Net30,cancelled
PO-RFQ-0109-V016,RFQ-0109,V016,Precision Arc Systems,2025-09-20,26751.2,2025-10-09,Net60,delivered
PO-RFQ-0109-V018,RFQ-0109,V018,Guangzhou Mech & Elec Co.,2025-11-23,28246.4,2025-12-26,Net30,pending
PO-RFQ-0109-V013,RFQ-0109,V013,Vantage Sensors GmbH,2025-12-19,31343.2,2026-02-10,Net45,delivered
PO-RFQ-0109-V021,RFQ-0109,V021,Helios Micro Systems,2025-12-20,30993.2,2026-01-01,Net45,delivered
PO-RFQ-0110-V013,RFQ-0110,V013,Vantage Sensors GmbH,2026-02-14,47662.56,2026-03-10,Net30,in_transit
PO-RFQ-0110-V018,RFQ-0110,V018,Guangzhou Mech & Elec Co.,2025-11-11,39169.68,2025-12-25,Net30,cancelled
PO-RFQ-0110-V016,RFQ-0110,V016,Precision Arc Systems,2025-12-05,37897.2,2026-01-27,Net45,pending
PO-RFQ-0110-V006,RFQ-0110,V006,Bright Spark Electronics Ltd,2025-09-29,39874.56,2025-11-23,Net45,in_transit
PO-RFQ-0110-V021,RFQ-0110,V021,Helios Micro Systems,2025-10-29,47044.8,2025-11-19,Net30,delivered
PO-RFQ-0111-V010,RFQ-0111,V010,Adriatic Fastenings d.o.o.,2025-08-01,31207.44,2025-08-13,Net45,in_transit
PO-RFQ-0111-V009,RFQ-0111,V009,Fischer & Söhne KG,2025-09-01,31548.0,2025-09-17,Net30,cancelled
PO-RFQ-0111-V007,RFQ-0111,V007,Nakamura Tooling Co.,2026-01-18,35354.88,2026-02-06,Net30,pending
PO-RFQ-0111-V019,RFQ-0111,V019,Emerald Isle Castings Ltd,2025-10-26,35508.0,2025-11-23,Net60,pending
PO-RFQ-0111-V004,RFQ-0111,V004,Strömberg Hydraulics AB,2025-11-08,33501.6,2025-12-08,Net60,in_transit
PO-RFQ-0112-V003,RFQ-0112,V003,Patel Alloys Pvt Ltd,2026-02-05,57319.2,2026-02-25,Net45,cancelled
PO-RFQ-0112-V014,RFQ-0112,V014,Coastal Alloys Pty Ltd,2025-10-29,59549.04,2025-12-06,Net45,delivered
PO-RFQ-0112-V015,RFQ-0112,V015,Nordic Steel AS,2025-12-08,58601.7,2026-01-20,Net60,delivered
PO-RFQ-0112-V020,RFQ-0112,V020,Rajasthan Rare Earths Ltd,2026-04-26,58916.34,2026-06-02,Net30,pending
PO-RFQ-0112-V005,RFQ-0112,V005,Cerro Negro Metals SA,2026-05-08,56433.42,2026-06-30,Net30,pending
PO-RFQ-0113-V016,RFQ-0113,V016,Precision Arc Systems,2025-11-15,116470.57,2025-12-01,Net30,in_transit
PO-RFQ-0113-V006,RFQ-0113,V006,Bright Spark Electronics Ltd,2025-12-22,113919.48,2026-01-27,Net45,pending
PO-RFQ-0113-V018,RFQ-0113,V018,Guangzhou Mech & Elec Co.,2025-08-01,98778.07,2025-09-22,Net45,cancelled
PO-RFQ-0113-V013,RFQ-0113,V013,Vantage Sensors GmbH,2026-02-26,105332.72,2026-04-15,Net30,in_transit
PO-RFQ-0113-V021,RFQ-0113,V021,Helios Micro Systems,2026-05-09,108237.66,2026-06-23,Net45,cancelled
PO-RFQ-0114-V009,RFQ-0114,V009,Fischer & Söhne KG,2026-01-06,227451.3,2026-01-19,Net30,delivered
PO-RFQ-0114-V017,RFQ-0114,V017,Türk Makina A.Ş.,2025-12-31,222563.43,2026-01-14,Net45,pending
PO-RFQ-0114-V004,RFQ-0114,V004,Strömberg Hydraulics AB,2025-10-28,225299.55,2025-11-15,Net60,delivered
PO-RFQ-0114-V001,RFQ-0114,V001,Kovacs Precision GmbH,2025-10-30,227899.77,2025-12-07,Net60,cancelled
PO-RFQ-0114-V019,RFQ-0114,V019,Emerald Isle Castings Ltd,2025-12-11,248411.61,2026-01-14,Net60,in_transit
PO-RFQ-0115-V019,RFQ-0115,V019,Emerald Isle Castings Ltd,2026-02-22,76933.22,2026-03-10,Net45,delivered
PO-RFQ-0115-V004,RFQ-0115,V004,Strömberg Hydraulics AB,2026-03-12,78216.11,2026-03-27,Net45,cancelled
PO-RFQ-0115-V009,RFQ-0115,V009,Fischer & Söhne KG,2025-08-13,71968.12,2025-09-05,Net60,cancelled
PO-RFQ-0115-V001,RFQ-0115,V001,Kovacs Precision GmbH,2025-11-28,78620.78,2026-01-11,Net30,delivered
PO-RFQ-0115-V022,RFQ-0115,V022,Andean Precision SRL,2026-03-02,68521.25,2026-04-12,Net60,delivered
PO-RFQ-0116-V014,RFQ-0116,V014,Coastal Alloys Pty Ltd,2025-12-12,63297.47,2025-12-22,Net30,pending
PO-RFQ-0116-V012,RFQ-0116,V012,Indra Copper Works,2025-12-14,64037.3,2025-12-31,Net30,cancelled
PO-RFQ-0116-V008,RFQ-0116,V008,Delta Composites Inc.,2025-08-29,60508.88,2025-10-16,Net60,cancelled
PO-RFQ-0116-V003,RFQ-0116,V003,Patel Alloys Pvt Ltd,2025-10-04,62129.46,2025-11-21,Net30,in_transit
PO-RFQ-0116-V020,RFQ-0116,V020,Rajasthan Rare Earths Ltd,2026-04-13,64061.69,2026-05-16,Net60,pending
PO-RFQ-0117-V018,RFQ-0117,V018,Guangzhou Mech & Elec Co.,2025-08-25,4709.25,2025-09-04,Net30,delivered
PO-RFQ-0117-V013,RFQ-0117,V013,Vantage Sensors GmbH,2026-03-19,5264.01,2026-03-31,Net60,cancelled
PO-RFQ-0117-V006,RFQ-0117,V006,Bright Spark Electronics Ltd,2026-01-05,4912.11,2026-02-09,Net30,pending
PO-RFQ-0117-V016,RFQ-0117,V016,Precision Arc Systems,2026-01-24,5038.38,2026-03-17,Net60,delivered
PO-RFQ-0117-V002,RFQ-0117,V002,Tanaka Electrical KK,2025-11-24,5377.86,2026-01-07,Net30,delivered
PO-RFQ-0118-V018,RFQ-0118,V018,Guangzhou Mech & Elec Co.,2026-01-01,64528.31,2026-02-01,Net30,cancelled
PO-RFQ-0118-V013,RFQ-0118,V013,Vantage Sensors GmbH,2025-09-05,75703.32,2025-10-17,Net60,cancelled
PO-RFQ-0119-V007,RFQ-0119,V007,Nakamura Tooling Co.,2026-02-11,86567.16,2026-02-26,Net60,delivered
PO-RFQ-0119-V009,RFQ-0119,V009,Fischer & Söhne KG,2026-05-02,81851.88,2026-05-30,Net45,delivered
PO-RFQ-0119-V001,RFQ-0119,V001,Kovacs Precision GmbH,2025-08-02,88195.56,2025-09-04,Net45,delivered
PO-RFQ-0119-V004,RFQ-0119,V004,Strömberg Hydraulics AB,2026-04-16,86977.8,2026-05-24,Net60,cancelled
PO-RFQ-0119-V022,RFQ-0119,V022,Andean Precision SRL,2025-08-14,75111.72,2025-09-29,Net45,cancelled
PO-RFQ-0120-V012,RFQ-0120,V012,Indra Copper Works,2025-12-06,87079.59,2025-12-18,Net30,pending
PO-RFQ-0120-V020,RFQ-0120,V020,Rajasthan Rare Earths Ltd,2025-09-19,91937.43,2025-10-07,Net30,cancelled
PO-RFQ-0120-V005,RFQ-0120,V005,Cerro Negro Metals SA,2025-08-02,79915.68,2025-09-04,Net60,delivered
PO-RFQ-0120-V008,RFQ-0120,V008,Delta Composites Inc.,2026-02-25,85289.49,2026-04-15,Net45,in_transit
PO-RFQ-0120-V003,RFQ-0120,V003,Patel Alloys Pvt Ltd,2026-01-04,88631.01,2026-02-14,Net60,delivered
PO-RFQ-0121-V002,RFQ-0121,V002,Tanaka Electrical KK,2025-10-31,36366.52,2025-11-12,Net45,in_transit
PO-RFQ-0121-V013,RFQ-0121,V013,Vantage Sensors GmbH,2026-01-29,38118.6,2026-02-19,Net30,cancelled
PO-RFQ-0121-V018,RFQ-0121,V018,Guangzhou Mech & Elec Co.,2026-04-22,34361.04,2026-06-07,Net30,in_transit
PO-RFQ-0122-V016,RFQ-0122,V016,Precision Arc Systems,2026-01-30,28295.81,2026-02-12,Net30,in_transit
PO-RFQ-0122-V011,RFQ-0122,V011,Solaris Power Components,2025-08-25,37656.77,2025-09-11,Net45,pending
PO-RFQ-0122-V018,RFQ-0122,V018,Guangzhou Mech & Elec Co.,2025-11-19,29501.75,2025-12-28,Net60,delivered
PO-RFQ-0122-V013,RFQ-0122,V013,Vantage Sensors GmbH,2025-11-23,32924.55,2026-01-09,Net30,in_transit
PO-RFQ-0122-V006,RFQ-0122,V006,Bright Spark Electronics Ltd,2025-12-13,37085.64,2026-01-23,Net60,delivered
PO-RFQ-0123-V011,RFQ-0123,V011,Solaris Power Components,2026-03-21,77886.9,2026-04-09,Net45,in_transit
PO-RFQ-0123-V006,RFQ-0123,V006,Bright Spark Electronics Ltd,2026-04-26,76682.97,2026-06-14,Net45,cancelled
PO-RFQ-0123-V016,RFQ-0123,V016,Precision Arc Systems,2025-09-06,82078.92,2025-10-23,Net30,delivered
PO-RFQ-0123-V018,RFQ-0123,V018,Guangzhou Mech & Elec Co.,2025-11-29,83681.64,2026-01-22,Net30,pending
PO-RFQ-0123-V013,RFQ-0123,V013,Vantage Sensors GmbH,2025-11-27,92050.56,2026-01-18,Net60,in_transit
PO-RFQ-0124-V014,RFQ-0124,V014,Coastal Alloys Pty Ltd,2026-04-30,46438.7,2026-05-11,Net30,cancelled
PO-RFQ-0124-V008,RFQ-0124,V008,Delta Composites Inc.,2025-10-04,46074.25,2025-10-30,Net30,in_transit
PO-RFQ-0124-V005,RFQ-0124,V005,Cerro Negro Metals SA,2025-08-17,46359.15,2025-09-19,Net30,in_transit
PO-RFQ-0124-V020,RFQ-0124,V020,Rajasthan Rare Earths Ltd,2026-03-01,45994.7,2026-03-29,Net30,pending
PO-RFQ-0124-V015,RFQ-0124,V015,Nordic Steel AS,2026-04-20,48392.3,2026-05-28,Net30,pending
PO-RFQ-0125-V006,RFQ-0125,V006,Bright Spark Electronics Ltd,2026-01-11,37155.84,2026-02-05,Net60,in_transit
PO-RFQ-0125-V018,RFQ-0125,V018,Guangzhou Mech & Elec Co.,2026-02-04,39179.6,2026-03-17,Net60,in_transit
PO-RFQ-0125-V011,RFQ-0125,V011,Solaris Power Components,2026-04-15,37943.04,2026-06-06,Net45,cancelled
PO-RFQ-0125-V021,RFQ-0125,V021,Helios Micro Systems,2026-02-27,42974.56,2026-03-20,Net60,delivered
PO-RFQ-0126-V018,RFQ-0126,V018,Guangzhou Mech & Elec Co.,2026-03-22,14806.25,2026-04-04,Net60,delivered
PO-RFQ-0126-V002,RFQ-0126,V002,Tanaka Electrical KK,2026-04-01,17959.08,2026-04-18,Net30,in_transit
PO-RFQ-0126-V006,RFQ-0126,V006,Bright Spark Electronics Ltd,2025-12-29,14094.52,2026-02-14,Net60,pending
PO-RFQ-0126-V016,RFQ-0126,V016,Precision Arc Systems,2026-01-22,16865.22,2026-03-09,Net30,delivered
PO-RFQ-0126-V013,RFQ-0126,V013,Vantage Sensors GmbH,2026-01-31,17996.16,2026-03-11,Net30,in_transit
PO-RFQ-0127-V015,RFQ-0127,V015,Nordic Steel AS,2025-11-04,849.68,2025-11-30,Net30,cancelled
PO-RFQ-0127-V005,RFQ-0127,V005,Cerro Negro Metals SA,2026-03-11,765.44,2026-04-17,Net30,in_transit
PO-RFQ-0127-V012,RFQ-0127,V012,Indra Copper Works,2026-01-05,838.24,2026-02-06,Net60,pending
PO-RFQ-0127-V008,RFQ-0127,V008,Delta Composites Inc.,2025-11-19,791.44,2026-01-05,Net45,pending
PO-RFQ-0127-V014,RFQ-0127,V014,Coastal Alloys Pty Ltd,2025-11-20,838.24,2026-01-01,Net30,in_transit
PO-RFQ-0128-V010,RFQ-0128,V010,Adriatic Fastenings d.o.o.,2025-12-05,14103.6,2025-12-19,Net30,cancelled
PO-RFQ-0128-V017,RFQ-0128,V017,Türk Makina A.Ş.,2025-12-08,13344.6,2026-01-07,Net45,cancelled
PO-RFQ-0128-V001,RFQ-0128,V001,Kovacs Precision GmbH,2025-10-02,15316.85,2025-11-16,Net30,in_transit
PO-RFQ-0128-V009,RFQ-0128,V009,Fischer & Söhne KG,2025-12-25,14713.1,2026-02-12,Net60,cancelled
PO-RFQ-0128-V007,RFQ-0128,V007,Nakamura Tooling Co.,2025-10-02,15775.7,2025-11-07,Net30,pending
PO-RFQ-0129-V018,RFQ-0129,V018,Guangzhou Mech & Elec Co.,2026-02-09,98004.61,2026-03-23,Net60,delivered
PO-RFQ-0129-V002,RFQ-0129,V002,Tanaka Electrical KK,2025-11-08,111975.27,2025-12-12,Net30,cancelled
PO-RFQ-0129-V021,RFQ-0129,V021,Helios Micro Systems,2025-09-19,117622.23,2025-10-27,Net60,cancelled
PO-RFQ-0130-V003,RFQ-0130,V003,Patel Alloys Pvt Ltd,2026-01-05,72668.4,2026-01-31,Net45,pending
PO-RFQ-0130-V008,RFQ-0130,V008,Delta Composites Inc.,2026-02-08,65781.36,2026-03-23,Net60,cancelled
PO-RFQ-0130-V014,RFQ-0130,V014,Coastal Alloys Pty Ltd,2026-01-11,74516.76,2026-02-12,Net45,cancelled
PO-RFQ-0130-V015,RFQ-0130,V015,Nordic Steel AS,2026-03-23,73567.26,2026-04-29,Net45,in_transit
PO-RFQ-0130-V012,RFQ-0130,V012,Indra Copper Works,2025-10-25,76394.66,2025-12-08,Net45,pending
PO-RFQ-0131-V011,RFQ-0131,V011,Solaris Power Components,2025-11-20,11681.28,2025-12-02,Net60,delivered
PO-RFQ-0131-V016,RFQ-0131,V016,Precision Arc Systems,2025-12-24,12880.08,2026-01-09,Net45,cancelled
PO-RFQ-0131-V006,RFQ-0131,V006,Bright Spark Electronics Ltd,2026-02-18,11024.64,2026-03-23,Net45,in_transit
PO-RFQ-0131-V013,RFQ-0131,V013,Vantage Sensors GmbH,2025-08-21,12381.12,2025-09-15,Net30,cancelled
PO-RFQ-0131-V018,RFQ-0131,V018,Guangzhou Mech & Elec Co.,2025-10-08,11676.96,2025-11-18,Net45,delivered
PO-RFQ-0132-V019,RFQ-0132,V019,Emerald Isle Castings Ltd,2025-12-24,64663.05,2026-01-13,Net45,pending
PO-RFQ-0132-V007,RFQ-0132,V007,Nakamura Tooling Co.,2026-01-17,69227.07,2026-02-02,Net30,cancelled
PO-RFQ-0132-V017,RFQ-0132,V017,Türk Makina A.Ş.,2025-11-01,56316.42,2025-12-05,Net30,pending
PO-RFQ-0132-V004,RFQ-0132,V004,Strömberg Hydraulics AB,2025-09-25,66390.57,2025-10-29,Net45,cancelled
PO-RFQ-0132-V022,RFQ-0132,V022,Andean Precision SRL,2025-09-29,61299.51,2025-10-20,Net60,pending
PO-RFQ-0133-V001,RFQ-0133,V001,Kovacs Precision GmbH,2026-01-10,175973.25,2026-01-24,Net45,in_transit
PO-RFQ-0133-V007,RFQ-0133,V007,Nakamura Tooling Co.,2025-07-26,189088.1,2025-08-05,Net60,cancelled
PO-RFQ-0133-V009,RFQ-0133,V009,Fischer & Söhne KG,2026-03-05,184018.65,2026-04-08,Net60,pending
PO-RFQ-0133-V010,RFQ-0133,V010,Adriatic Fastenings d.o.o.,2026-01-02,164101.25,2026-02-23,Net30,pending
PO-RFQ-0133-V024,RFQ-0133,V024,BalticTech UAB,2026-01-26,176235.6,2026-02-06,Net60,cancelled
PO-RFQ-0134-V011,RFQ-0134,V011,Solaris Power Components,2025-08-30,1544.4,2025-09-13,Net60,in_transit
PO-RFQ-0134-V013,RFQ-0134,V013,Vantage Sensors GmbH,2025-12-08,1489.8,2026-01-23,Net30,pending
PO-RFQ-0134-V021,RFQ-0134,V021,Helios Micro Systems,2025-09-08,1501.5,2025-09-24,Net30,in_transit
PO-RFQ-0135-V017,RFQ-0135,V017,Türk Makina A.Ş.,2025-09-17,63684.0,2025-10-03,Net60,cancelled
PO-RFQ-0135-V009,RFQ-0135,V009,Fischer & Söhne KG,2026-01-29,68564.7,2026-03-16,Net60,in_transit
PO-RFQ-0135-V024,RFQ-0135,V024,BalticTech UAB,2025-11-25,74876.55,2025-12-08,Net45,in_transit
PO-RFQ-0135-V004,RFQ-0135,V004,Strömberg Hydraulics AB,2025-12-14,74550.3,2026-01-25,Net45,pending
PO-RFQ-0135-V007,RFQ-0135,V007,Nakamura Tooling Co.,2025-08-26,75137.55,2025-10-13,Net60,cancelled
PO-RFQ-0136-V003,RFQ-0136,V003,Patel Alloys Pvt Ltd,2026-01-03,69494.88,2026-01-23,Net60,delivered
PO-RFQ-0136-V012,RFQ-0136,V012,Indra Copper Works,2025-10-10,65164.32,2025-11-01,Net30,cancelled
PO-RFQ-0136-V008,RFQ-0136,V008,Delta Composites Inc.,2025-08-07,60162.96,2025-09-09,Net30,pending
PO-RFQ-0136-V020,RFQ-0136,V020,Rajasthan Rare Earths Ltd,2025-07-24,67276.56,2025-08-17,Net45,in_transit
PO-RFQ-0136-V005,RFQ-0136,V005,Cerro Negro Metals SA,2025-08-03,62162.88,2025-09-22,Net60,delivered
PO-RFQ-0137-V006,RFQ-0137,V006,Bright Spark Electronics Ltd,2025-10-09,6736.32,2025-10-22,Net30,pending
PO-RFQ-0137-V018,RFQ-0137,V018,Guangzhou Mech & Elec Co.,2026-01-15,6757.92,2026-02-07,Net60,delivered
PO-RFQ-0137-V002,RFQ-0137,V002,Tanaka Electrical KK,2026-03-19,7544.16,2026-04-20,Net45,in_transit
PO-RFQ-0137-V013,RFQ-0137,V013,Vantage Sensors GmbH,2025-09-15,7902.72,2025-11-04,Net30,delivered
PO-RFQ-0138-V018,RFQ-0138,V018,Guangzhou Mech & Elec Co.,2026-01-04,7229.72,2026-01-14,Net30,cancelled
PO-RFQ-0138-V002,RFQ-0138,V002,Tanaka Electrical KK,2026-01-23,8060.54,2026-02-04,Net45,in_transit
PO-RFQ-0138-V011,RFQ-0138,V011,Solaris Power Components,2025-10-27,7268.76,2025-12-19,Net30,cancelled
PO-RFQ-0138-V013,RFQ-0138,V013,Vantage Sensors GmbH,2026-02-13,8554.64,2026-03-13,Net30,delivered
PO-RFQ-0138-V021,RFQ-0138,V021,Helios Micro Systems,2025-12-20,8235.0,2026-01-19,Net60,cancelled
PO-RFQ-0139-V013,RFQ-0139,V013,Vantage Sensors GmbH,2025-09-05,49584.2,2025-09-15,Net60,delivered
PO-RFQ-0139-V018,RFQ-0139,V018,Guangzhou Mech & Elec Co.,2025-07-29,40656.72,2025-09-08,Net30,cancelled
PO-RFQ-0139-V016,RFQ-0139,V016,Precision Arc Systems,2025-12-20,47024.48,2026-02-04,Net60,in_transit
PO-RFQ-0139-V006,RFQ-0139,V006,Bright Spark Electronics Ltd,2026-03-10,53329.16,2026-04-25,Net30,delivered
PO-RFQ-0139-V021,RFQ-0139,V021,Helios Micro Systems,2025-12-14,46480.0,2026-01-03,Net45,in_transit
PO-RFQ-0140-V016,RFQ-0140,V016,Precision Arc Systems,2025-12-08,32441.15,2026-01-10,Net45,cancelled
PO-RFQ-0140-V018,RFQ-0140,V018,Guangzhou Mech & Elec Co.,2026-02-04,27819.68,2026-03-18,Net45,pending
PO-RFQ-0140-V011,RFQ-0140,V011,Solaris Power Components,2026-02-25,31210.41,2026-04-18,Net60,in_transit
PO-RFQ-0141-V013,RFQ-0141,V013,Vantage Sensors GmbH,2025-10-23,19438.6,2025-11-11,Net60,pending
PO-RFQ-0141-V016,RFQ-0141,V016,Precision Arc Systems,2025-11-14,15823.12,2025-12-20,Net45,in_transit
PO-RFQ-0141-V011,RFQ-0141,V011,Solaris Power Components,2026-02-01,17176.02,2026-03-08,Net60,delivered
PO-RFQ-0141-V006,RFQ-0141,V006,Bright Spark Electronics Ltd,2025-09-16,20114.22,2025-10-17,Net30,pending
PO-RFQ-0141-V002,RFQ-0141,V002,Tanaka Electrical KK,2026-05-04,18970.48,2026-06-22,Net30,cancelled
PO-RFQ-0142-V015,RFQ-0142,V015,Nordic Steel AS,2025-12-26,63099.52,2026-01-22,Net60,delivered
PO-RFQ-0142-V012,RFQ-0142,V012,Indra Copper Works,2026-03-14,62865.44,2026-04-14,Net30,cancelled
PO-RFQ-0142-V014,RFQ-0142,V014,Coastal Alloys Pty Ltd,2025-10-25,61788.32,2025-11-30,Net60,pending
PO-RFQ-0142-V020,RFQ-0142,V020,Rajasthan Rare Earths Ltd,2025-07-23,63060.8,2025-09-04,Net45,delivered
PO-RFQ-0142-V023,RFQ-0142,V023,Sahara Industrial FZE,2025-10-12,59246.88,2025-11-06,Net45,delivered
PO-RFQ-0143-V013,RFQ-0143,V013,Vantage Sensors GmbH,2025-10-11,42317.85,2025-10-21,Net60,in_transit
