wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0105-I04,WO-2024-0105,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,72,pcs,16.66,2024-10-14,Electrical Components
WO-2024-0105-I05,WO-2024-0105,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,47,pcs,416.91,2024-10-20,Electrical Components
WO-2024-0105-I06,WO-2024-0105,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,4.45,2024-10-20,Mechanical Parts
WO-2024-0106-I01,WO-2024-0106,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,379.29,2025-05-08,Mechanical Parts
WO-2024-0106-I02,WO-2024-0106,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,23,pcs,38.78,2025-05-11,Mechanical Parts
WO-2024-0107-I01,WO-2024-0107,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,22,pcs,115.52,2024-02-11,Electrical Components
WO-2024-0107-I02,WO-2024-0107,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,98,pcs,176.69,2024-02-17,Mechanical Parts
WO-2024-0107-I03,WO-2024-0107,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,106,pcs,1764.17,2024-02-21,Electrical Components
WO-2024-0107-I04,WO-2024-0107,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,67,kg,4.2,2024-02-14,Mechanical Parts
WO-2024-0107-I05,WO-2024-0107,RAW-4403,Copper Busbar 40×4mm,Raw Materials,27,m,22.35,2024-02-13,Raw Materials
WO-2024-0108-I01,WO-2024-0108,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,53,MT,729.34,2025-05-14,Raw Materials
WO-2024-0108-I02,WO-2024-0108,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,93,pcs,93.65,2025-05-17,Electrical Components
WO-2024-0108-I03,WO-2024-0108,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,27,pcs,37.97,2025-05-11,Mechanical Parts
WO-2024-0109-I01,WO-2024-0109,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,83,pcs,98.23,2024-07-26,Electrical Components
WO-2024-0109-I02,WO-2024-0109,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,77,pcs,1520.22,2024-07-19,Electrical Components
WO-2024-0109-I03,WO-2024-0109,RAW-4403,Copper Busbar 40×4mm,Raw Materials,68,m,17.04,2024-07-18,Raw Materials
WO-2024-0110-I01,WO-2024-0110,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,90,MT,706.26,2024-08-15,Raw Materials
WO-2024-0110-I02,WO-2024-0110,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,118,pcs,140.08,2024-08-16,Mechanical Parts
WO-2024-0110-I03,WO-2024-0110,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,6,kg,2.84,2024-08-17,Raw Materials
WO-2024-0113-I01,WO-2024-0113,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,26,pcs,171.22,2024-08-07,Mechanical Parts
WO-2024-0113-I02,WO-2024-0113,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,25,pcs,1702.21,2024-08-06,Electrical Components
WO-2024-0114-I01,WO-2024-0114,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,122.67,2024-02-26,Electrical Components
WO-2024-0114-I02,WO-2024-0114,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,25,pcs,13.77,2024-02-27,Electrical Components
WO-2024-0114-I03,WO-2024-0114,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,47,kg,2.98,2024-02-26,Raw Materials
WO-2024-0114-I04,WO-2024-0114,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,29,pcs,359.66,2024-02-23,Mechanical Parts
WO-2024-0114-I05,WO-2024-0114,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,75,pcs,107.81,2024-02-29,Electrical Components
WO-2024-0114-I06,WO-2024-0114,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,98,pcs,34.13,2024-02-23,Mechanical Parts
WO-2024-0115-I01,WO-2024-0115,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,75,pcs,106.43,2024-06-15,Electrical Components
WO-2024-0115-I02,WO-2024-0115,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,24,pcs,98.66,2024-06-18,Electrical Components
WO-2024-0116-I01,WO-2024-0116,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,26,pcs,160.12,2024-07-31,Mechanical Parts
WO-2024-0116-I02,WO-2024-0116,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,15,pcs,351.11,2024-07-23,Mechanical Parts
WO-2024-0116-I03,WO-2024-0116,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,19,pcs,224.27,2024-07-26,Mechanical Parts
WO-2024-0118-I01,WO-2024-0118,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,24,kg,4.24,2024-07-05,Mechanical Parts
WO-2024-0118-I02,WO-2024-0118,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,90,pcs,198.63,2024-07-09,Mechanical Parts
WO-2024-0118-I03,WO-2024-0118,RAW-4405,HDPE Rod 50mm dia,Raw Materials,90,m,13.17,2024-07-09,Raw Materials
WO-2024-0118-I04,WO-2024-0118,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,74,pcs,104.71,2024-07-05,Electrical Components
WO-2024-0118-I05,WO-2024-0118,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,101,pcs,364.96,2024-07-13,Mechanical Parts
WO-2024-0119-I01,WO-2024-0119,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,65,pcs,328.1,2024-09-08,Electrical Components
WO-2024-0119-I02,WO-2024-0119,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,55,MT,692.26,2024-09-18,Raw Materials
WO-2024-0119-I03,WO-2024-0119,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,96,pcs,12.71,2024-09-18,Electrical Components
WO-2024-0119-I04,WO-2024-0119,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,78,pcs,113.89,2024-09-11,Electrical Components
WO-2024-0119-I05,WO-2024-0119,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,107,pcs,231.92,2024-09-16,Mechanical Parts
WO-2024-0121-I01,WO-2024-0121,RAW-4405,HDPE Rod 50mm dia,Raw Materials,16,m,14.01,2024-12-21,Raw Materials
WO-2024-0121-I02,WO-2024-0121,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,55,kg,3.29,2024-12-20,Raw Materials
WO-2024-0121-I03,WO-2024-0121,RAW-4403,Copper Busbar 40×4mm,Raw Materials,114,m,19.23,2024-12-19,Raw Materials
WO-2024-0121-I04,WO-2024-0121,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,63,pcs,176.18,2024-12-21,Mechanical Parts
WO-2024-0122-I01,WO-2024-0122,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,158.93,2024-12-09,Mechanical Parts
WO-2024-0122-I02,WO-2024-0122,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,17,pcs,103.16,2024-12-12,Electrical Components
WO-2024-0122-I03,WO-2024-0122,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,77,pcs,35.71,2024-12-12,Mechanical Parts
WO-2024-0122-I04,WO-2024-0122,RAW-4403,Copper Busbar 40×4mm,Raw Materials,105,m,19.49,2024-12-20,Raw Materials
WO-2024-0122-I05,WO-2024-0122,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,73,pcs,127.93,2024-12-11,Electrical Components
WO-2024-0123-I01,WO-2024-0123,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,23,pcs,118.35,2025-01-29,Electrical Components
WO-2024-0123-I02,WO-2024-0123,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,92,pcs,17.59,2025-01-19,Electrical Components
WO-2024-0123-I03,WO-2024-0123,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,9,pcs,377.5,2025-01-26,Mechanical Parts
WO-2024-0123-I04,WO-2024-0123,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,117,pcs,30.85,2025-01-29,Mechanical Parts
WO-2024-0123-I05,WO-2024-0123,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,35,kg,3.13,2025-01-21,Mechanical Parts
WO-2024-0123-I06,WO-2024-0123,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,65,pcs,100.71,2025-01-23,Electrical Components
WO-2024-0124-I01,WO-2024-0124,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,92,kg,3.21,2025-04-12,Mechanical Parts
WO-2024-0124-I02,WO-2024-0124,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,3.74,2025-04-21,Raw Materials
WO-2024-0124-I03,WO-2024-0124,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,43,pcs,21.93,2025-04-13,Electrical Components
WO-2024-0124-I04,WO-2024-0124,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,61,kg,3.56,2025-04-14,Raw Materials
WO-2024-0125-I01,WO-2024-0125,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,99,pcs,16.79,2024-09-20,Electrical Components
WO-2024-0125-I02,WO-2024-0125,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,71,pcs,233.22,2024-09-24,Mechanical Parts
WO-2024-0125-I03,WO-2024-0125,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,110,pcs,87.49,2024-09-15,Electrical Components
WO-2024-0126-I01,WO-2024-0126,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,27,pcs,29.72,2025-02-19,Mechanical Parts
WO-2024-0126-I02,WO-2024-0126,RAW-4403,Copper Busbar 40×4mm,Raw Materials,111,m,17.72,2025-02-28,Raw Materials
WO-2024-0126-I03,WO-2024-0126,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,12,pcs,349.84,2025-02-24,Electrical Components
WO-2024-0126-I04,WO-2024-0126,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,63,pcs,96.12,2025-02-19,Electrical Components
WO-2024-0126-I05,WO-2024-0126,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,51,pcs,360.77,2025-02-21,Mechanical Parts
WO-2024-0128-I01,WO-2024-0128,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,114,pcs,370.39,2025-01-09,Mechanical Parts
WO-2024-0128-I02,WO-2024-0128,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,32,pcs,98.02,2025-01-12,Electrical Components
WO-2024-0128-I03,WO-2024-0128,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,12.88,2025-01-04,Raw Materials
WO-2024-0128-I04,WO-2024-0128,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,31,pcs,31.24,2025-01-03,Mechanical Parts
WO-2024-0129-I01,WO-2024-0129,RAW-4405,HDPE Rod 50mm dia,Raw Materials,107,m,11.0,2025-05-06,Raw Materials
WO-2024-0129-I02,WO-2024-0129,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,37,pcs,36.22,2025-05-08,Mechanical Parts
WO-2024-0129-I03,WO-2024-0129,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,44,MT,699.85,2025-05-07,Raw Materials
WO-2024-0129-I04,WO-2024-0129,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,95,kg,4.58,2025-04-29,Raw Materials
WO-2024-0129-I05,WO-2024-0129,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,59,pcs,127.7,2025-05-06,Electrical Components
WO-2024-0130-I01,WO-2024-0130,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,79,MT,658.39,2024-06-10,Raw Materials
WO-2024-0130-I02,WO-2024-0130,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,70,pcs,379.39,2024-06-11,Electrical Components
WO-2024-0130-I03,WO-2024-0130,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,112,pcs,122.24,2024-06-15,Electrical Components
WO-2024-0130-I04,WO-2024-0130,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,76,pcs,93.62,2024-06-16,Electrical Components
WO-2024-0131-I01,WO-2024-0131,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,115,pcs,144.76,2025-02-02,Mechanical Parts
WO-2024-0131-I02,WO-2024-0131,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,88,pcs,1763.97,2025-01-29,Electrical Components
WO-2024-0131-I03,WO-2024-0131,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,119,kg,3.87,2025-01-27,Mechanical Parts
WO-2024-0131-I04,WO-2024-0131,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,29,MT,688.57,2025-01-30,Raw Materials
WO-2024-0131-I05,WO-2024-0131,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,102,kg,3.72,2025-01-29,Raw Materials
WO-2024-0132-I01,WO-2024-0132,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,88,MT,692.76,2025-03-09,Raw Materials
WO-2024-0132-I02,WO-2024-0132,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,42,pcs,29.23,2025-03-11,Mechanical Parts
WO-2024-0132-I03,WO-2024-0132,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,58,kg,3.18,2025-03-19,Raw Materials
WO-2024-0132-I04,WO-2024-0132,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,99,pcs,340.84,2025-03-11,Mechanical Parts
WO-2024-0133-I01,WO-2024-0133,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,73,kg,3.47,2025-03-01,Raw Materials
WO-2024-0133-I02,WO-2024-0133,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,16.01,2025-03-05,Raw Materials
WO-2024-0133-I03,WO-2024-0133,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,90,pcs,208.72,2025-02-25,Mechanical Parts
WO-2024-0133-I04,WO-2024-0133,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,43,MT,716.11,2025-02-24,Raw Materials
WO-2024-0134-I01,WO-2024-0134,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,99,pcs,15.31,2024-04-06,Electrical Components
WO-2024-0134-I02,WO-2024-0134,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,108,pcs,34.99,2024-04-14,Mechanical Parts
WO-2024-0135-I01,WO-2024-0135,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,33,pcs,217.96,2025-04-20,Mechanical Parts
WO-2024-0135-I02,WO-2024-0135,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,44,pcs,1693.62,2025-04-11,Electrical Components
WO-2024-0136-I01,WO-2024-0136,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,79,kg,3.93,2024-12-14,Raw Materials
WO-2024-0136-I02,WO-2024-0136,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,84,pcs,131.69,2024-12-14,Mechanical Parts
WO-2024-0136-I03,WO-2024-0136,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,118,pcs,15.12,2024-12-20,Electrical Components
WO-2024-0136-I04,WO-2024-0136,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,20,pcs,420.12,2024-12-13,Mechanical Parts
WO-2024-0136-I05,WO-2024-0136,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,53,MT,661.75,2024-12-22,Raw Materials
WO-2024-0138-I01,WO-2024-0138,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,40,MT,642.12,2025-01-12,Raw Materials
WO-2024-0138-I02,WO-2024-0138,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,104,pcs,378.0,2025-01-09,Mechanical Parts
WO-2024-0138-I03,WO-2024-0138,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,102,kg,3.66,2025-01-03,Raw Materials
WO-2024-0138-I04,WO-2024-0138,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,105,pcs,20.33,2025-01-03,Electrical Components
WO-2024-0139-I01,WO-2024-0139,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,73,pcs,90.9,2024-10-04,Electrical Components
WO-2024-0139-I02,WO-2024-0139,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,52,pcs,19.79,2024-10-08,Electrical Components
WO-2024-0139-I03,WO-2024-0139,RAW-4405,HDPE Rod 50mm dia,Raw Materials,119,m,12.8,2024-10-09,Raw Materials
WO-2024-0139-I04,WO-2024-0139,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,111,pcs,374.59,2024-10-04,Mechanical Parts
WO-2024-0139-I05,WO-2024-0139,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,7,kg,3.58,2024-10-05,Raw Materials
WO-2024-0140-I01,WO-2024-0140,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,80,pcs,30.64,2024-05-24,Mechanical Parts
WO-2024-0140-I02,WO-2024-0140,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,13,pcs,167.82,2024-05-25,Mechanical Parts
WO-2024-0140-I03,WO-2024-0140,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,43,pcs,110.24,2024-05-26,Electrical Components
WO-2024-0140-I04,WO-2024-0140,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,63,pcs,358.46,2024-05-21,Electrical Components
WO-2024-0141-I01,WO-2024-0141,RAW-4405,HDPE Rod 50mm dia,Raw Materials,26,m,17.34,2024-10-02,Raw Materials
WO-2024-0141-I02,WO-2024-0141,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,108,pcs,15.25,2024-10-02,Electrical Components
WO-2024-0141-I03,WO-2024-0141,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,34,pcs,1648.59,2024-09-29,Electrical Components
WO-2024-0141-I04,WO-2024-0141,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,21,pcs,218.09,2024-10-03,Mechanical Parts
WO-2024-0142-I01,WO-2024-0142,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,53,kg,3.59,2024-04-18,Raw Materials
WO-2024-0142-I02,WO-2024-0142,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,37,MT,684.4,2024-04-17,Raw Materials
WO-2024-0142-I03,WO-2024-0142,RAW-4403,Copper Busbar 40×4mm,Raw Materials,84,m,18.51,2024-04-13,Raw Materials
WO-2024-0142-I04,WO-2024-0142,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,11,pcs,357.91,2024-04-11,Mechanical Parts
WO-2024-0143-I01,WO-2024-0143,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,65,pcs,19.57,2024-02-19,Electrical Components
WO-2024-0143-I02,WO-2024-0143,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,31,pcs,102.03,2024-02-20,Electrical Components
WO-2024-0143-I03,WO-2024-0143,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,85,pcs,135.71,2024-02-09,Mechanical Parts
WO-2024-0143-I04,WO-2024-0143,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,58,pcs,390.78,2024-02-13,Electrical Components
WO-2024-0143-I05,WO-2024-0143,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,89,kg,3.61,2024-02-12,Mechanical Parts
WO-2024-0144-I01,WO-2024-0144,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,84,pcs,327.09,2024-04-01,Electrical Components
WO-2024-0144-I02,WO-2024-0144,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,19,kg,3.68,2024-04-01,Raw Materials
WO-2024-0146-I01,WO-2024-0146,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,17,kg,3.66,2024-04-15,Raw Materials
WO-2024-0146-I02,WO-2024-0146,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,13.0,2024-04-17,Raw Materials
WO-2024-0147-I01,WO-2024-0147,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,51,kg,4.37,2024-03-19,Raw Materials
WO-2024-0147-I02,WO-2024-0147,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,45,pcs,384.45,2024-03-15,Mechanical Parts
WO-2024-0147-I03,WO-2024-0147,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,19,kg,3.18,2024-03-10,Mechanical Parts
WO-2024-0148-I01,WO-2024-0148,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,117,pcs,1652.17,2024-04-24,Electrical Components
WO-2024-0148-I02,WO-2024-0148,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,52,pcs,18.74,2024-04-27,Electrical Components
WO-2024-0148-I03,WO-2024-0148,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,28,pcs,87.98,2024-04-25,Electrical Components
WO-2024-0148-I04,WO-2024-0148,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,56,kg,4.6,2024-04-26,Mechanical Parts
WO-2024-0149-I01,WO-2024-0149,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,94,MT,670.66,2025-01-11,Raw Materials
WO-2024-0149-I02,WO-2024-0149,RAW-4403,Copper Busbar 40×4mm,Raw Materials,113,m,17.08,2025-01-21,Raw Materials
WO-2024-0149-I03,WO-2024-0149,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,58,pcs,37.08,2025-01-12,Mechanical Parts
WO-2024-0149-I04,WO-2024-0149,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,66,pcs,168.48,2025-01-15,Mechanical Parts
WO-2024-0149-I05,WO-2024-0149,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,91,kg,4.33,2025-01-14,Raw Materials
WO-2024-0150-I01,WO-2024-0150,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,118,pcs,15.3,2024-08-20,Electrical Components
WO-2024-0150-I02,WO-2024-0150,RAW-4405,HDPE Rod 50mm dia,Raw Materials,10,m,11.74,2024-08-22,Raw Materials
WO-2024-0150-I03,WO-2024-0150,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,88,pcs,147.57,2024-08-13,Mechanical Parts
WO-2024-0152-I01,WO-2024-0152,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,69,MT,679.79,2024-11-01,Raw Materials
WO-2024-0152-I02,WO-2024-0152,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,114,pcs,34.76,2024-11-04,Mechanical Parts
WO-2024-0153-I01,WO-2024-0153,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,69,pcs,1707.27,2024-11-04,Electrical Components
WO-2024-0153-I02,WO-2024-0153,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,87,kg,3.62,2024-10-27,Mechanical Parts
WO-2024-0153-I03,WO-2024-0153,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,354.7,2024-11-02,Mechanical Parts
WO-2024-0154-I01,WO-2024-0154,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,62,kg,4.22,2024-12-10,Raw Materials
WO-2024-0154-I02,WO-2024-0154,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,68,pcs,19.09,2024-12-14,Electrical Components
WO-2024-0155-I01,WO-2024-0155,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,118,pcs,352.87,2024-09-18,Electrical Components
WO-2024-0155-I02,WO-2024-0155,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,31,pcs,373.01,2024-09-13,Mechanical Parts
WO-2024-0155-I03,WO-2024-0155,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,63,pcs,161.06,2024-09-14,Mechanical Parts
WO-2024-0155-I04,WO-2024-0155,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,51,pcs,118.62,2024-09-12,Electrical Components
WO-2024-0155-I05,WO-2024-0155,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,109,kg,2.83,2024-09-10,Raw Materials
WO-2024-0155-I06,WO-2024-0155,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,63,kg,3.3,2024-09-18,Mechanical Parts
WO-2024-0156-I01,WO-2024-0156,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,5,pcs,141.58,2025-01-24,Mechanical Parts
WO-2024-0156-I02,WO-2024-0156,RAW-4405,HDPE Rod 50mm dia,Raw Materials,111,m,14.08,2025-01-31,Raw Materials
WO-2024-0156-I03,WO-2024-0156,RAW-4403,Copper Busbar 40×4mm,Raw Materials,107,m,18.41,2025-01-30,Raw Materials
WO-2024-0156-I04,WO-2024-0156,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,71,MT,708.41,2025-01-22,Raw Materials
WO-2024-0156-I05,WO-2024-0156,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,18,pcs,213.17,2025-01-25,Mechanical Parts
WO-2024-0157-I01,WO-2024-0157,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,3.39,2025-04-16,Mechanical Parts
WO-2024-0157-I02,WO-2024-0157,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,114,pcs,102.56,2025-04-21,Electrical Components
WO-2024-0158-I01,WO-2024-0158,RAW-4403,Copper Busbar 40×4mm,Raw Materials,10,m,24.91,2024-04-28,Raw Materials
WO-2024-0158-I02,WO-2024-0158,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,112,pcs,107.53,2024-04-27,Electrical Components
WO-2024-0159-I01,WO-2024-0159,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,75,pcs,397.43,2024-09-16,Electrical Components
WO-2024-0159-I02,WO-2024-0159,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,112,pcs,32.44,2024-09-11,Mechanical Parts
WO-2024-0159-I03,WO-2024-0159,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,70,pcs,20.59,2024-09-10,Electrical Components
WO-2024-0159-I04,WO-2024-0159,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,27,pcs,379.4,2024-09-11,Mechanical Parts
WO-2024-0159-I05,WO-2024-0159,RAW-4405,HDPE Rod 50mm dia,Raw Materials,27,m,15.58,2024-09-12,Raw Materials
WO-2024-0159-I06,WO-2024-0159,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,21,kg,2.95,2024-09-09,Raw Materials
WO-2024-0160-I01,WO-2024-0160,RAW-4405,HDPE Rod 50mm dia,Raw Materials,55,m,16.02,2025-04-21,Raw Materials
WO-2024-0160-I02,WO-2024-0160,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,95.18,2025-04-26,Electrical Components
WO-2024-0160-I03,WO-2024-0160,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,22,kg,3.85,2025-04-28,Raw Materials
WO-2024-0160-I04,WO-2024-0160,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,106.06,2025-04-23,Electrical Components
WO-2024-0160-I05,WO-2024-0160,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,100,pcs,216.74,2025-04-22,Mechanical Parts
WO-2024-0160-I06,WO-2024-0160,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,112,kg,3.95,2025-04-19,Mechanical Parts
