bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype
BID-RFQ-0079-V003,RFQ-0079,V003,Patel Alloys Pvt Ltd,2024-08-07,358.37,51246.91,54,30,-1.93,relationship_focused
BID-RFQ-0079-V020,RFQ-0079,V020,Rajasthan Rare Earths Ltd,2024-08-06,355.98,50905.14,41,30,-2.59,relationship_focused
BID-RFQ-0080-V010,RFQ-0080,V010,Adriatic Fastenings d.o.o.,2025-02-20,127.45,49068.25,53,30,-5.3,aggressive_bidder
BID-RFQ-0080-V022,RFQ-0080,V022,Andean Precision SRL,2025-02-17,127.24,48987.4,23,30,-5.45,aggressive_bidder
BID-RFQ-0080-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,2025-02-19,133.14,51258.9,31,30,-1.07,conservative
BID-RFQ-0080-V024,RFQ-0080,V024,BalticTech UAB,2025-02-18,130.78,50350.3,36,30,-2.82,reliable
BID-RFQ-0080-V009,RFQ-0080,V009,Fischer & Söhne KG,2025-02-17,134.45,51763.25,18,30,-0.1,relationship_focused
BID-RFQ-0080-V017,RFQ-0080,V017,Türk Makina A.Ş.,2025-02-18,117.76,45337.6,28,30,-12.49,aggressive_bidder
BID-RFQ-0081-V004,RFQ-0081,V004,Strömberg Hydraulics AB,2024-05-17,109.22,36916.36,38,30,-3.07,reliable
BID-RFQ-0081-V024,RFQ-0081,V024,BalticTech UAB,2024-05-18,114.79,38799.02,21,30,1.88,reliable
BID-RFQ-0081-V009,RFQ-0081,V009,Fischer & Söhne KG,2024-05-20,105.04,35503.52,38,30,-6.77,relationship_focused
BID-RFQ-0081-V022,RFQ-0081,V022,Andean Precision SRL,2024-05-18,97.47,32944.86,20,30,-13.49,aggressive_bidder
BID-RFQ-0081-V001,RFQ-0081,V001,Kovacs Precision GmbH,2024-05-20,109.06,36862.28,46,30,-3.2,reliable
BID-RFQ-0081-V019,RFQ-0081,V019,Emerald Isle Castings Ltd,2024-05-17,115.97,39197.86,49,30,2.93,conservative
BID-RFQ-0081-V007,RFQ-0081,V007,Nakamura Tooling Co.,2024-05-18,111.99,37852.62,33,30,-0.61,conservative
BID-RFQ-0082-V002,RFQ-0082,V002,Tanaka Electrical KK,2024-12-06,59.34,1958.22,23,30,0.61,conservative
BID-RFQ-0082-V013,RFQ-0082,V013,Vantage Sensors GmbH,2024-12-06,59.25,1955.25,38,30,0.46,conservative
BID-RFQ-0082-V006,RFQ-0082,V006,Bright Spark Electronics Ltd,2024-12-06,61.87,2041.71,27,30,4.9,volatile
BID-RFQ-0082-V016,RFQ-0082,V016,Precision Arc Systems,2024-12-07,50.9,1679.7,49,30,-13.69,volatile
BID-RFQ-0082-V021,RFQ-0082,V021,Helios Micro Systems,2024-12-09,61.9,2042.7,32,30,4.96,conservative
BID-RFQ-0082-V011,RFQ-0082,V011,Solaris Power Components,2024-12-07,57.61,1901.13,16,30,-2.32,volatile
BID-RFQ-0083-V002,RFQ-0083,V002,Tanaka Electrical KK,2025-05-05,494.33,65745.89,11,30,-0.92,conservative
BID-RFQ-0083-V018,RFQ-0083,V018,Guangzhou Mech & Elec Co.,2025-05-03,468.81,62351.73,29,30,-6.03,aggressive_bidder
BID-RFQ-0083-V006,RFQ-0083,V006,Bright Spark Electronics Ltd,2025-05-03,538.59,71632.47,41,30,7.96,volatile
BID-RFQ-0084-V010,RFQ-0084,V010,Adriatic Fastenings d.o.o.,2024-03-19,55.78,16845.56,39,30,-9.96,aggressive_bidder
BID-RFQ-0084-V009,RFQ-0084,V009,Fischer & Söhne KG,2024-03-21,59.73,18038.46,12,30,-3.58,relationship_focused
BID-RFQ-0084-V024,RFQ-0084,V024,BalticTech UAB,2024-03-18,62.42,18850.84,41,30,0.75,reliable
BID-RFQ-0084-V007,RFQ-0084,V007,Nakamura Tooling Co.,2024-03-21,65.24,19702.48,18,30,5.31,conservative
BID-RFQ-0084-V019,RFQ-0084,V019,Emerald Isle Castings Ltd,2024-03-21,60.78,18355.56,19,30,-1.89,conservative
BID-RFQ-0084-V004,RFQ-0084,V004,Strömberg Hydraulics AB,2024-03-21,63.4,19146.8,21,30,2.34,reliable
BID-RFQ-0085-V009,RFQ-0085,V009,Fischer & Söhne KG,2025-03-21,124.34,12309.66,44,30,-4.63,relationship_focused
BID-RFQ-0085-V001,RFQ-0085,V001,Kovacs Precision GmbH,2025-03-18,129.15,12785.85,37,30,-0.95,reliable
BID-RFQ-0085-V017,RFQ-0085,V017,Türk Makina A.Ş.,2025-03-20,112.89,11176.11,37,30,-13.42,aggressive_bidder
BID-RFQ-0085-V022,RFQ-0085,V022,Andean Precision SRL,2025-03-19,120.32,11911.68,30,30,-7.72,aggressive_bidder
BID-RFQ-0085-V024,RFQ-0085,V024,BalticTech UAB,2025-03-20,128.13,12684.87,30,30,-1.72,reliable
BID-RFQ-0085-V010,RFQ-0085,V010,Adriatic Fastenings d.o.o.,2025-03-18,117.05,11587.95,50,30,-10.22,aggressive_bidder
BID-RFQ-0085-V019,RFQ-0085,V019,Emerald Isle Castings Ltd,2025-03-20,137.64,13626.36,27,30,5.57,conservative
BID-RFQ-0086-V013,RFQ-0086,V013,Vantage Sensors GmbH,2024-08-14,125.24,59238.52,55,30,3.33,conservative
BID-RFQ-0086-V006,RFQ-0086,V006,Bright Spark Electronics Ltd,2024-08-12,105.73,50010.29,37,30,-12.77,volatile
BID-RFQ-0086-V011,RFQ-0086,V011,Solaris Power Components,2024-08-12,116.07,54901.11,24,30,-4.24,volatile
BID-RFQ-0086-V021,RFQ-0086,V021,Helios Micro Systems,2024-08-14,124.69,58978.37,11,30,2.88,conservative
BID-RFQ-0087-V004,RFQ-0087,V004,Strömberg Hydraulics AB,2024-11-12,282.03,25664.73,49,30,0.06,reliable
BID-RFQ-0087-V022,RFQ-0087,V022,Andean Precision SRL,2024-11-11,267.38,24331.58,48,30,-5.13,aggressive_bidder
BID-RFQ-0087-V009,RFQ-0087,V009,Fischer & Söhne KG,2024-11-13,279.89,25469.99,10,30,-0.69,relationship_focused
BID-RFQ-0087-V010,RFQ-0087,V010,Adriatic Fastenings d.o.o.,2024-11-11,262.07,23848.37,38,30,-7.02,aggressive_bidder
BID-RFQ-0087-V001,RFQ-0087,V001,Kovacs Precision GmbH,2024-11-14,270.95,24656.45,34,30,-3.87,reliable
BID-RFQ-0087-V024,RFQ-0087,V024,BalticTech UAB,2024-11-14,268.65,24447.15,55,30,-4.68,reliable
BID-RFQ-0087-V017,RFQ-0087,V017,Türk Makina A.Ş.,2024-11-13,244.72,22269.52,14,30,-13.17,aggressive_bidder
BID-RFQ-0088-V013,RFQ-0088,V013,Vantage Sensors GmbH,2025-03-20,192.93,17170.77,18,30,-1.66,conservative
BID-RFQ-0088-V006,RFQ-0088,V006,Bright Spark Electronics Ltd,2025-03-18,199.06,17716.34,10,30,1.46,volatile
BID-RFQ-0088-V002,RFQ-0088,V002,Tanaka Electrical KK,2025-03-20,206.64,18390.96,42,30,5.32,conservative
BID-RFQ-0088-V016,RFQ-0088,V016,Precision Arc Systems,2025-03-18,162.75,14484.75,42,30,-17.05,volatile
BID-RFQ-0088-V011,RFQ-0088,V011,Solaris Power Components,2025-03-19,218.29,19427.81,13,30,11.26,volatile
BID-RFQ-0089-V013,RFQ-0089,V013,Vantage Sensors GmbH,2024-06-10,354.52,92529.72,10,30,-1.14,conservative
BID-RFQ-0089-V021,RFQ-0089,V021,Helios Micro Systems,2024-06-09,356.92,93156.12,36,30,-0.47,conservative
BID-RFQ-0090-V011,RFQ-0090,V011,Solaris Power Components,2025-02-17,391.65,103787.25,12,30,-10.89,volatile
BID-RFQ-0090-V006,RFQ-0090,V006,Bright Spark Electronics Ltd,2025-02-18,389.79,103294.35,22,30,-11.31,volatile
BID-RFQ-0090-V002,RFQ-0090,V002,Tanaka Electrical KK,2025-02-20,460.09,121923.85,24,30,4.68,conservative
BID-RFQ-0090-V021,RFQ-0090,V021,Helios Micro Systems,2025-02-18,443.77,117599.05,32,30,0.97,conservative
BID-RFQ-0090-V018,RFQ-0090,V018,Guangzhou Mech & Elec Co.,2025-02-17,404.7,107245.5,18,30,-7.92,aggressive_bidder
BID-RFQ-0090-V016,RFQ-0090,V016,Precision Arc Systems,2025-02-19,481.07,127483.55,18,30,9.46,volatile
BID-RFQ-0091-V019,RFQ-0091,V019,Emerald Isle Castings Ltd,2025-02-10,348.66,84724.38,43,30,0.6,conservative
BID-RFQ-0091-V004,RFQ-0091,V004,Strömberg Hydraulics AB,2025-02-09,349.09,84828.87,42,30,0.73,reliable
BID-RFQ-0091-V010,RFQ-0091,V010,Adriatic Fastenings d.o.o.,2025-02-09,307.49,74720.07,11,30,-11.27,aggressive_bidder
BID-RFQ-0091-V024,RFQ-0091,V024,BalticTech UAB,2025-02-12,355.43,86369.49,10,30,2.56,reliable
BID-RFQ-0091-V001,RFQ-0091,V001,Kovacs Precision GmbH,2025-02-09,356.32,86585.76,32,30,2.82,reliable
BID-RFQ-0091-V017,RFQ-0091,V017,Türk Makina A.Ş.,2025-02-12,311.23,75628.89,11,30,-10.2,aggressive_bidder
BID-RFQ-0091-V009,RFQ-0091,V009,Fischer & Söhne KG,2025-02-10,346.54,84209.22,38,30,-0.01,relationship_focused
BID-RFQ-0092-V003,RFQ-0092,V003,Patel Alloys Pvt Ltd,2025-02-27,20.14,4048.14,20,30,-2.93,relationship_focused
BID-RFQ-0092-V015,RFQ-0092,V015,Nordic Steel AS,2025-02-24,21.05,4231.05,34,30,1.45,reliable
BID-RFQ-0092-V005,RFQ-0092,V005,Cerro Negro Metals SA,2025-02-24,18.27,3672.27,18,30,-11.94,aggressive_bidder
BID-RFQ-0092-V023,RFQ-0092,V023,Sahara Industrial FZE,2025-02-24,21.77,4375.77,40,30,4.9,volatile
BID-RFQ-0092-V008,RFQ-0092,V008,Delta Composites Inc.,2025-02-25,18.73,3764.73,11,30,-9.73,aggressive_bidder
BID-RFQ-0092-V020,RFQ-0092,V020,Rajasthan Rare Earths Ltd,2025-02-24,20.35,4090.35,24,30,-1.96,relationship_focused
BID-RFQ-0092-V012,RFQ-0092,V012,Indra Copper Works,2025-02-27,19.73,3965.73,18,30,-4.93,reliable
BID-RFQ-0093-V021,RFQ-0093,V021,Helios Micro Systems,2024-11-07,123.12,33734.88,36,30,5.92,conservative
BID-RFQ-0093-V018,RFQ-0093,V018,Guangzhou Mech & Elec Co.,2024-11-06,106.99,29315.26,18,30,-7.96,aggressive_bidder
BID-RFQ-0093-V011,RFQ-0093,V011,Solaris Power Components,2024-11-07,122.34,33521.16,12,30,5.25,volatile
BID-RFQ-0093-V002,RFQ-0093,V002,Tanaka Electrical KK,2024-11-05,121.87,33392.38,54,30,4.84,conservative
BID-RFQ-0094-V004,RFQ-0094,V004,Strömberg Hydraulics AB,2025-05-06,207.24,21345.72,26,30,-0.86,reliable
BID-RFQ-0094-V024,RFQ-0094,V024,BalticTech UAB,2025-05-06,210.05,21635.15,45,30,0.49,reliable
BID-RFQ-0094-V007,RFQ-0094,V007,Nakamura Tooling Co.,2025-05-05,215.68,22215.04,27,30,3.18,conservative
BID-RFQ-0094-V001,RFQ-0094,V001,Kovacs Precision GmbH,2025-05-04,201.74,20779.22,41,30,-3.49,reliable
BID-RFQ-0094-V010,RFQ-0094,V010,Adriatic Fastenings d.o.o.,2025-05-04,190.97,19669.91,33,30,-8.64,aggressive_bidder
BID-RFQ-0095-V016,RFQ-0095,V016,Precision Arc Systems,2024-02-24,371.9,119008.0,45,30,-10.73,volatile
BID-RFQ-0095-V018,RFQ-0095,V018,Guangzhou Mech & Elec Co.,2024-02-23,365.88,117081.6,27,30,-12.17,aggressive_bidder
BID-RFQ-0095-V011,RFQ-0095,V011,Solaris Power Components,2024-02-25,342.04,109452.8,48,30,-17.9,volatile
BID-RFQ-0095-V021,RFQ-0095,V021,Helios Micro Systems,2024-02-23,423.0,135360.0,34,30,1.54,conservative
BID-RFQ-0096-V011,RFQ-0096,V011,Solaris Power Components,2025-05-11,303.04,52425.92,40,30,5.59,volatile
BID-RFQ-0096-V013,RFQ-0096,V013,Vantage Sensors GmbH,2025-05-11,281.72,48737.56,37,30,-1.84,conservative
BID-RFQ-0096-V016,RFQ-0096,V016,Precision Arc Systems,2025-05-11,316.17,54697.41,22,30,10.17,volatile
BID-RFQ-0096-V006,RFQ-0096,V006,Bright Spark Electronics Ltd,2025-05-13,259.49,44891.77,37,30,-9.58,volatile
BID-RFQ-0096-V021,RFQ-0096,V021,Helios Micro Systems,2025-05-13,299.23,51766.79,28,30,4.26,conservative
BID-RFQ-0097-V006,RFQ-0097,V006,Bright Spark Electronics Ltd,2024-08-03,614.73,140158.44,20,30,12.76,volatile
BID-RFQ-0097-V021,RFQ-0097,V021,Helios Micro Systems,2024-08-04,544.81,124216.68,39,30,-0.06,conservative
BID-RFQ-0097-V018,RFQ-0097,V018,Guangzhou Mech & Elec Co.,2024-08-04,500.25,114057.0,39,30,-8.24,aggressive_bidder
BID-RFQ-0097-V013,RFQ-0097,V013,Vantage Sensors GmbH,2024-08-03,559.45,127554.6,36,30,2.62,conservative
BID-RFQ-0098-V014,RFQ-0098,V014,Coastal Alloys Pty Ltd,2024-07-15,269.03,57572.42,38,30,-4.96,relationship_focused
BID-RFQ-0098-V003,RFQ-0098,V003,Patel Alloys Pvt Ltd,2024-07-13,265.83,56887.62,33,30,-6.09,relationship_focused
BID-RFQ-0098-V023,RFQ-0098,V023,Sahara Industrial FZE,2024-07-13,308.81,66085.34,40,30,9.1,volatile
BID-RFQ-0098-V012,RFQ-0098,V012,Indra Copper Works,2024-07-15,281.62,60266.68,42,30,-0.51,reliable
BID-RFQ-0098-V015,RFQ-0098,V015,Nordic Steel AS,2024-07-14,280.61,60050.54,38,30,-0.86,reliable
BID-RFQ-0098-V005,RFQ-0098,V005,Cerro Negro Metals SA,2024-07-13,251.84,53893.76,22,30,-11.03,aggressive_bidder
BID-RFQ-0098-V008,RFQ-0098,V008,Delta Composites Inc.,2024-07-15,248.39,53155.46,45,30,-12.25,aggressive_bidder
BID-RFQ-0099-V006,RFQ-0099,V006,Bright Spark Electronics Ltd,2024-06-24,847.88,43241.88,31,30,-9.48,volatile
BID-RFQ-0099-V002,RFQ-0099,V002,Tanaka Electrical KK,2024-06-26,938.38,47857.38,35,30,0.18,conservative
BID-RFQ-0099-V011,RFQ-0099,V011,Solaris Power Components,2024-06-25,1047.91,53443.41,42,30,11.87,volatile
BID-RFQ-0099-V018,RFQ-0099,V018,Guangzhou Mech & Elec Co.,2024-06-26,870.91,44416.41,36,30,-7.03,aggressive_bidder
BID-RFQ-0099-V016,RFQ-0099,V016,Precision Arc Systems,2024-06-23,834.27,42547.77,25,30,-10.94,volatile
BID-RFQ-0099-V021,RFQ-0099,V021,Helios Micro Systems,2024-06-26,973.24,49635.24,54,30,3.9,conservative
BID-RFQ-0100-V002,RFQ-0100,V002,Tanaka Electrical KK,2024-03-12,106.34,37857.04,16,30,-0.46,conservative
BID-RFQ-0100-V021,RFQ-0100,V021,Helios Micro Systems,2024-03-09,106.92,38063.52,48,30,0.08,conservative
BID-RFQ-0100-V011,RFQ-0100,V011,Solaris Power Components,2024-03-11,100.25,35689.0,55,30,-6.16,volatile
BID-RFQ-0100-V018,RFQ-0100,V018,Guangzhou Mech & Elec Co.,2024-03-12,92.44,32908.64,14,30,-13.47,aggressive_bidder
BID-RFQ-0101-V016,RFQ-0101,V016,Precision Arc Systems,2024-05-20,112.55,11142.45,41,30,9.76,volatile
BID-RFQ-0101-V013,RFQ-0101,V013,Vantage Sensors GmbH,2024-05-18,108.35,10726.65,20,30,5.66,conservative
BID-RFQ-0101-V021,RFQ-0101,V021,Helios Micro Systems,2024-05-18,107.94,10686.06,50,30,5.26,conservative
BID-RFQ-0101-V018,RFQ-0101,V018,Guangzhou Mech & Elec Co.,2024-05-20,90.14,8923.86,43,30,-12.1,aggressive_bidder
BID-RFQ-0101-V002,RFQ-0101,V002,Tanaka Electrical KK,2024-05-19,106.69,10562.31,50,30,4.05,conservative
BID-RFQ-0102-V017,RFQ-0102,V017,Türk Makina A.Ş.,2024-06-17,220.33,13219.8,44,30,-10.13,aggressive_bidder
BID-RFQ-0102-V009,RFQ-0102,V009,Fischer & Söhne KG,2024-06-17,245.21,14712.6,25,30,0.02,relationship_focused
BID-RFQ-0102-V022,RFQ-0102,V022,Andean Precision SRL,2024-06-14,212.6,12756.0,26,30,-13.28,aggressive_bidder
BID-RFQ-0102-V007,RFQ-0102,V007,Nakamura Tooling Co.,2024-06-16,255.27,15316.2,50,30,4.12,conservative
BID-RFQ-0102-V001,RFQ-0102,V001,Kovacs Precision GmbH,2024-06-17,251.84,15110.4,38,30,2.72,reliable
BID-RFQ-0102-V019,RFQ-0102,V019,Emerald Isle Castings Ltd,2024-06-17,242.07,14524.2,26,30,-1.26,conservative
BID-RFQ-0103-V017,RFQ-0103,V017,Türk Makina A.Ş.,2024-05-26,120.56,45692.24,14,30,-12.09,aggressive_bidder
BID-RFQ-0103-V004,RFQ-0103,V004,Strömberg Hydraulics AB,2024-05-27,130.33,49395.07,52,30,-4.97,reliable
BID-RFQ-0103-V010,RFQ-0103,V010,Adriatic Fastenings d.o.o.,2024-05-26,118.99,45097.21,18,30,-13.23,aggressive_bidder
BID-RFQ-0103-V022,RFQ-0103,V022,Andean Precision SRL,2024-05-27,124.57,47212.03,52,30,-9.17,aggressive_bidder
BID-RFQ-0103-V019,RFQ-0103,V019,Emerald Isle Castings Ltd,2024-05-27,138.92,52650.68,29,30,1.3,conservative
BID-RFQ-0103-V009,RFQ-0103,V009,Fischer & Söhne KG,2024-05-29,138.51,52495.29,21,30,1.0,relationship_focused
BID-RFQ-0103-V024,RFQ-0103,V024,BalticTech UAB,2024-05-29,137.86,52248.94,45,30,0.52,reliable
BID-RFQ-0104-V013,RFQ-0104,V013,Vantage Sensors GmbH,2024-07-30,283.3,113603.3,20,30,2.73,conservative
BID-RFQ-0104-V021,RFQ-0104,V021,Helios Micro Systems,2024-07-29,270.38,108422.38,22,30,-1.96,conservative
BID-RFQ-0104-V006,RFQ-0104,V006,Bright Spark Electronics Ltd,2024-07-28,279.9,112239.9,25,30,1.5,volatile
BID-RFQ-0104-V018,RFQ-0104,V018,Guangzhou Mech & Elec Co.,2024-07-29,255.7,102535.7,52,30,-7.28,aggressive_bidder
BID-RFQ-0105-V012,RFQ-0105,V012,Indra Copper Works,2024-11-15,51.14,12682.72,17,30,-3.82,reliable
BID-RFQ-0105-V003,RFQ-0105,V003,Patel Alloys Pvt Ltd,2024-11-12,51.8,12846.4,27,30,-2.59,relationship_focused
BID-RFQ-0105-V020,RFQ-0105,V020,Rajasthan Rare Earths Ltd,2024-11-12,50.81,12600.88,21,30,-4.45,relationship_focused
BID-RFQ-0105-V023,RFQ-0105,V023,Sahara Industrial FZE,2024-11-14,48.44,12013.12,20,30,-8.9,volatile
BID-RFQ-0105-V014,RFQ-0105,V014,Coastal Alloys Pty Ltd,2024-11-14,50.74,12583.52,33,30,-4.59,relationship_focused
BID-RFQ-0105-V008,RFQ-0105,V008,Delta Composites Inc.,2024-11-13,49.3,12226.4,28,30,-7.28,aggressive_bidder
BID-RFQ-0105-V005,RFQ-0105,V005,Cerro Negro Metals SA,2024-11-12,50.41,12501.68,45,30,-5.2,aggressive_bidder
BID-RFQ-0106-V018,RFQ-0106,V018,Guangzhou Mech & Elec Co.,2024-11-25,79.44,27962.88,45,30,-10.79,aggressive_bidder
BID-RFQ-0106-V002,RFQ-0106,V002,Tanaka Electrical KK,2024-11-24,92.52,32567.04,55,30,3.91,conservative
BID-RFQ-0106-V016,RFQ-0106,V016,Precision Arc Systems,2024-11-24,100.15,35252.8,26,30,12.48,volatile
BID-RFQ-0107-V018,RFQ-0107,V018,Guangzhou Mech & Elec Co.,2024-12-24,93.76,31972.16,32,30,-13.2,aggressive_bidder
BID-RFQ-0107-V011,RFQ-0107,V011,Solaris Power Components,2024-12-22,96.93,33053.13,23,30,-10.27,volatile
BID-RFQ-0107-V016,RFQ-0107,V016,Precision Arc Systems,2024-12-24,95.86,32688.26,29,30,-11.26,volatile
BID-RFQ-0107-V021,RFQ-0107,V021,Helios Micro Systems,2024-12-21,112.47,38352.27,24,30,4.12,conservative
BID-RFQ-0108-V023,RFQ-0108,V023,Sahara Industrial FZE,2025-03-12,6.79,2118.48,17,30,-16.22,volatile
BID-RFQ-0108-V020,RFQ-0108,V020,Rajasthan Rare Earths Ltd,2025-03-11,7.94,2477.28,14,30,-2.11,relationship_focused
BID-RFQ-0108-V005,RFQ-0108,V005,Cerro Negro Metals SA,2025-03-10,7.38,2302.56,18,30,-9.06,aggressive_bidder
BID-RFQ-0108-V015,RFQ-0108,V015,Nordic Steel AS,2025-03-12,7.88,2458.56,11,30,-2.79,reliable
BID-RFQ-0108-V014,RFQ-0108,V014,Coastal Alloys Pty Ltd,2025-03-12,8.08,2520.96,50,30,-0.32,relationship_focused
BID-RFQ-0108-V008,RFQ-0108,V008,Delta Composites Inc.,2025-03-10,7.02,2190.24,32,30,-13.48,aggressive_bidder
BID-RFQ-0108-V003,RFQ-0108,V003,Patel Alloys Pvt Ltd,2025-03-12,7.75,2418.0,43,30,-4.42,relationship_focused
BID-RFQ-0109-V016,RFQ-0109,V016,Precision Arc Systems,2024-08-18,95.54,26751.2,19,30,-15.07,volatile
BID-RFQ-0109-V021,RFQ-0109,V021,Helios Micro Systems,2024-08-17,110.69,30993.2,12,30,-1.61,conservative
BID-RFQ-0109-V002,RFQ-0109,V002,Tanaka Electrical KK,2024-08-16,117.33,32852.4,43,30,4.29,conservative
BID-RFQ-0109-V011,RFQ-0109,V011,Solaris Power Components,2024-08-19,111.87,31323.6,10,30,-0.56,volatile
BID-RFQ-0109-V013,RFQ-0109,V013,Vantage Sensors GmbH,2024-08-16,111.94,31343.2,53,30,-0.5,conservative
BID-RFQ-0109-V018,RFQ-0109,V018,Guangzhou Mech & Elec Co.,2024-08-17,100.88,28246.4,33,30,-10.33,aggressive_bidder
BID-RFQ-0110-V021,RFQ-0110,V021,Helios Micro Systems,2025-01-14,178.2,47044.8,21,30,4.31,conservative
BID-RFQ-0110-V013,RFQ-0110,V013,Vantage Sensors GmbH,2025-01-12,180.54,47662.56,24,30,5.68,conservative
BID-RFQ-0110-V016,RFQ-0110,V016,Precision Arc Systems,2025-01-13,143.55,37897.2,53,30,-15.97,volatile
BID-RFQ-0110-V006,RFQ-0110,V006,Bright Spark Electronics Ltd,2025-01-13,151.04,39874.56,55,30,-11.59,volatile
BID-RFQ-0110-V018,RFQ-0110,V018,Guangzhou Mech & Elec Co.,2025-01-14,148.37,39169.68,44,30,-13.15,aggressive_bidder
BID-RFQ-0111-V004,RFQ-0111,V004,Strömberg Hydraulics AB,2025-01-03,126.9,33501.6,30,30,-0.96,reliable
BID-RFQ-0111-V009,RFQ-0111,V009,Fischer & Söhne KG,2025-01-03,119.5,31548.0,16,30,-6.74,relationship_focused
BID-RFQ-0111-V022,RFQ-0111,V022,Andean Precision SRL,2025-01-03,113.01,29834.64,28,30,-11.8,aggressive_bidder
BID-RFQ-0111-V019,RFQ-0111,V019,Emerald Isle Castings Ltd,2025-01-03,134.5,35508.0,28,30,4.97,conservative
BID-RFQ-0111-V007,RFQ-0111,V007,Nakamura Tooling Co.,2024-12-31,133.92,35354.88,19,30,4.52,conservative
BID-RFQ-0111-V010,RFQ-0111,V010,Adriatic Fastenings d.o.o.,2025-01-03,118.21,31207.44,12,30,-7.74,aggressive_bidder
BID-RFQ-0112-V012,RFQ-0112,V012,Indra Copper Works,2025-04-06,172.16,58878.72,48,30,-2.11,reliable
BID-RFQ-0112-V020,RFQ-0112,V020,Rajasthan Rare Earths Ltd,2025-04-06,172.27,58916.34,37,30,-2.05,relationship_focused
BID-RFQ-0112-V015,RFQ-0112,V015,Nordic Steel AS,2025-04-05,171.35,58601.7,43,30,-2.57,reliable
BID-RFQ-0112-V014,RFQ-0112,V014,Coastal Alloys Pty Ltd,2025-04-06,174.12,59549.04,38,30,-1.0,relationship_focused
BID-RFQ-0112-V003,RFQ-0112,V003,Patel Alloys Pvt Ltd,2025-04-05,167.6,57319.2,20,30,-4.7,relationship_focused
BID-RFQ-0112-V005,RFQ-0112,V005,Cerro Negro Metals SA,2025-04-04,165.01,56433.42,53,30,-6.17,aggressive_bidder
BID-RFQ-0113-V016,RFQ-0113,V016,Precision Arc Systems,2024-05-06,345.61,116470.57,16,30,10.28,volatile
BID-RFQ-0113-V021,RFQ-0113,V021,Helios Micro Systems,2024-05-05,321.18,108237.66,45,30,2.48,conservative
BID-RFQ-0113-V013,RFQ-0113,V013,Vantage Sensors GmbH,2024-05-05,312.56,105332.72,48,30,-0.27,conservative
BID-RFQ-0113-V018,RFQ-0113,V018,Guangzhou Mech & Elec Co.,2024-05-08,293.11,98778.07,52,30,-6.48,aggressive_bidder
BID-RFQ-0113-V006,RFQ-0113,V006,Bright Spark Electronics Ltd,2024-05-07,338.04,113919.48,36,30,7.86,volatile
BID-RFQ-0114-V022,RFQ-0114,V022,Andean Precision SRL,2024-12-24,473.43,214463.79,50,30,-9.13,aggressive_bidder
BID-RFQ-0114-V019,RFQ-0114,V019,Emerald Isle Castings Ltd,2024-12-24,548.37,248411.61,34,30,5.26,conservative
BID-RFQ-0114-V009,RFQ-0114,V009,Fischer & Söhne KG,2024-12-25,502.1,227451.3,13,30,-3.62,relationship_focused
BID-RFQ-0114-V001,RFQ-0114,V001,Kovacs Precision GmbH,2024-12-24,503.09,227899.77,38,30,-3.43,reliable
BID-RFQ-0114-V004,RFQ-0114,V004,Strömberg Hydraulics AB,2024-12-24,497.35,225299.55,18,30,-4.53,reliable
BID-RFQ-0114-V017,RFQ-0114,V017,Türk Makina A.Ş.,2024-12-24,491.31,222563.43,14,30,-5.69,aggressive_bidder
BID-RFQ-0115-V004,RFQ-0115,V004,Strömberg Hydraulics AB,2025-03-04,272.53,78216.11,15,30,2.26,reliable
BID-RFQ-0115-V009,RFQ-0115,V009,Fischer & Söhne KG,2025-03-02,250.76,71968.12,23,30,-5.91,relationship_focused
BID-RFQ-0115-V019,RFQ-0115,V019,Emerald Isle Castings Ltd,2025-03-03,268.06,76933.22,16,30,0.58,conservative
BID-RFQ-0115-V022,RFQ-0115,V022,Andean Precision SRL,2025-03-04,238.75,68521.25,41,30,-10.41,aggressive_bidder
BID-RFQ-0115-V001,RFQ-0115,V001,Kovacs Precision GmbH,2025-03-03,273.94,78620.78,44,30,2.79,reliable
BID-RFQ-0116-V012,RFQ-0116,V012,Indra Copper Works,2025-03-13,236.3,64037.3,17,30,0.09,reliable
BID-RFQ-0116-V020,RFQ-0116,V020,Rajasthan Rare Earths Ltd,2025-03-10,236.39,64061.69,33,30,0.13,relationship_focused
BID-RFQ-0116-V014,RFQ-0116,V014,Coastal Alloys Pty Ltd,2025-03-11,233.57,63297.47,10,30,-1.06,relationship_focused
BID-RFQ-0116-V003,RFQ-0116,V003,Patel Alloys Pvt Ltd,2025-03-12,229.26,62129.46,48,30,-2.89,relationship_focused
BID-RFQ-0116-V008,RFQ-0116,V008,Delta Composites Inc.,2025-03-13,223.28,60508.88,48,30,-5.42,aggressive_bidder
BID-RFQ-0117-V016,RFQ-0117,V016,Precision Arc Systems,2024-04-17,24.34,5038.38,52,30,-3.23,volatile
BID-RFQ-0117-V002,RFQ-0117,V002,Tanaka Electrical KK,2024-04-18,25.98,5377.86,44,30,3.31,conservative
BID-RFQ-0117-V018,RFQ-0117,V018,Guangzhou Mech & Elec Co.,2024-04-17,22.75,4709.25,10,30,-9.55,aggressive_bidder
