eval_id,rfq_id,vendor_id,vendor_name,price_score,delivery_score,quality_score,relationship_score,composite_score,selected
EVAL-RFQ-0086-V013,RFQ-0086,V013,Vantage Sensors GmbH,0.0,20.0,92.0,68.0,31.2,True
EVAL-RFQ-0087-V009,RFQ-0087,V009,Fischer & Söhne KG,0.76,100.0,82.0,100.0,56.7,True
EVAL-RFQ-0087-V017,RFQ-0087,V017,Türk Makina A.Ş.,13.23,71.43,68.0,75.0,47.82,True
EVAL-RFQ-0087-V001,RFQ-0087,V001,Kovacs Precision GmbH,3.93,29.41,88.0,100.0,37.99,True
EVAL-RFQ-0087-V010,RFQ-0087,V010,Adriatic Fastenings d.o.o.,7.08,26.32,83.0,68.0,34.13,True
EVAL-RFQ-0087-V004,RFQ-0087,V004,Strömberg Hydraulics AB,0.0,20.41,71.0,89.0,29.22,True
EVAL-RFQ-0087-V022,RFQ-0087,V022,Andean Precision SRL,5.19,20.83,0.0,40.0,12.33,False
EVAL-RFQ-0087-V024,RFQ-0087,V024,BalticTech UAB,4.74,18.18,0.0,40.0,11.35,False
EVAL-RFQ-0088-V006,RFQ-0088,V006,Bright Spark Electronics Ltd,8.81,100.0,85.0,100.0,60.52,True
EVAL-RFQ-0088-V011,RFQ-0088,V011,Solaris Power Components,0.0,76.92,84.0,100.0,49.88,True
EVAL-RFQ-0088-V013,RFQ-0088,V013,Vantage Sensors GmbH,11.62,55.56,92.0,68.0,46.51,True
EVAL-RFQ-0088-V016,RFQ-0088,V016,Precision Arc Systems,25.44,23.81,82.0,100.0,43.72,True
EVAL-RFQ-0088-V002,RFQ-0088,V002,Tanaka Electrical KK,5.34,23.81,85.0,54.0,31.68,True
EVAL-RFQ-0089-V013,RFQ-0089,V013,Vantage Sensors GmbH,0.67,100.0,92.0,68.0,55.47,True
EVAL-RFQ-0089-V021,RFQ-0089,V021,Helios Micro Systems,0.0,27.78,0.0,40.0,12.33,True
EVAL-RFQ-0090-V011,RFQ-0090,V011,Solaris Power Components,18.59,100.0,84.0,100.0,64.24,True
EVAL-RFQ-0090-V018,RFQ-0090,V018,Guangzhou Mech & Elec Co.,15.88,66.67,76.0,100.0,51.55,True
EVAL-RFQ-0090-V006,RFQ-0090,V006,Bright Spark Electronics Ltd,18.97,54.55,85.0,100.0,50.95,True
EVAL-RFQ-0090-V016,RFQ-0090,V016,Precision Arc Systems,0.0,66.67,82.0,100.0,46.4,True
EVAL-RFQ-0090-V002,RFQ-0090,V002,Tanaka Electrical KK,4.36,50.0,85.0,54.0,39.14,True
EVAL-RFQ-0090-V021,RFQ-0090,V021,Helios Micro Systems,7.75,37.5,0.0,40.0,18.35,False
EVAL-RFQ-0091-V010,RFQ-0091,V010,Adriatic Fastenings d.o.o.,13.7,90.91,83.0,68.0,56.15,True
EVAL-RFQ-0091-V017,RFQ-0091,V017,Türk Makina A.Ş.,12.65,90.91,68.0,75.0,53.43,True
EVAL-RFQ-0091-V001,RFQ-0091,V001,Kovacs Precision GmbH,0.0,31.25,88.0,100.0,36.98,True
EVAL-RFQ-0091-V009,RFQ-0091,V009,Fischer & Söhne KG,2.74,26.32,82.0,100.0,35.39,True
EVAL-RFQ-0091-V024,RFQ-0091,V024,BalticTech UAB,0.25,100.0,0.0,40.0,34.1,True
EVAL-RFQ-0091-V019,RFQ-0091,V019,Emerald Isle Castings Ltd,2.15,23.26,80.0,100.0,33.84,False
EVAL-RFQ-0091-V004,RFQ-0091,V004,Strömberg Hydraulics AB,2.03,23.81,71.0,89.0,31.05,False
EVAL-RFQ-0092-V008,RFQ-0092,V008,Delta Composites Inc.,13.96,100.0,93.0,75.0,61.69,True
EVAL-RFQ-0092-V005,RFQ-0092,V005,Cerro Negro Metals SA,16.08,61.11,63.0,100.0,47.36,True
EVAL-RFQ-0092-V012,RFQ-0092,V012,Indra Copper Works,9.37,61.11,84.0,54.0,44.28,True
EVAL-RFQ-0092-V003,RFQ-0092,V003,Patel Alloys Pvt Ltd,7.49,55.0,73.0,82.0,42.29,True
EVAL-RFQ-0092-V020,RFQ-0092,V020,Rajasthan Rare Earths Ltd,6.52,45.83,61.0,75.0,36.06,True
EVAL-RFQ-0092-V015,RFQ-0092,V015,Nordic Steel AS,3.31,32.35,75.0,82.0,34.23,False
EVAL-RFQ-0092-V023,RFQ-0092,V023,Sahara Industrial FZE,0.0,27.5,0.0,40.0,12.25,False
EVAL-RFQ-0093-V011,RFQ-0093,V011,Solaris Power Components,0.63,100.0,84.0,100.0,57.05,True
EVAL-RFQ-0093-V018,RFQ-0093,V018,Guangzhou Mech & Elec Co.,13.1,66.67,76.0,100.0,50.44,True
EVAL-RFQ-0093-V002,RFQ-0093,V002,Tanaka Electrical KK,1.02,22.22,85.0,54.0,29.47,True
EVAL-RFQ-0093-V021,RFQ-0093,V021,Helios Micro Systems,0.0,33.33,0.0,40.0,14.0,True
EVAL-RFQ-0094-V004,RFQ-0094,V004,Strömberg Hydraulics AB,3.91,100.0,71.0,89.0,54.67,True
EVAL-RFQ-0094-V010,RFQ-0094,V010,Adriatic Fastenings d.o.o.,11.46,78.79,83.0,68.0,51.62,True
EVAL-RFQ-0094-V007,RFQ-0094,V007,Nakamura Tooling Co.,0.0,96.3,68.0,75.0,49.99,True
EVAL-RFQ-0094-V001,RFQ-0094,V001,Kovacs Precision GmbH,6.46,63.41,88.0,100.0,49.21,True
EVAL-RFQ-0094-V024,RFQ-0094,V024,BalticTech UAB,2.61,57.78,0.0,40.0,22.38,True
EVAL-RFQ-0095-V018,RFQ-0095,V018,Guangzhou Mech & Elec Co.,13.5,100.0,76.0,100.0,60.6,True
EVAL-RFQ-0095-V011,RFQ-0095,V011,Solaris Power Components,19.14,56.25,84.0,100.0,51.33,True
EVAL-RFQ-0095-V016,RFQ-0095,V016,Precision Arc Systems,12.08,60.0,82.0,100.0,49.23,True
EVAL-RFQ-0095-V021,RFQ-0095,V021,Helios Micro Systems,0.0,79.41,0.0,40.0,27.82,True
EVAL-RFQ-0096-V016,RFQ-0096,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0096-V006,RFQ-0096,V006,Bright Spark Electronics Ltd,17.93,59.46,85.0,100.0,52.01,True
EVAL-RFQ-0096-V013,RFQ-0096,V013,Vantage Sensors GmbH,10.9,59.46,92.0,68.0,47.4,True
EVAL-RFQ-0096-V011,RFQ-0096,V011,Solaris Power Components,4.15,55.0,84.0,100.0,44.96,True
EVAL-RFQ-0096-V021,RFQ-0096,V021,Helios Micro Systems,5.36,78.57,0.0,40.0,29.71,True
EVAL-RFQ-0097-V006,RFQ-0097,V006,Bright Spark Electronics Ltd,0.0,100.0,85.0,100.0,57.0,True
EVAL-RFQ-0097-V018,RFQ-0097,V018,Guangzhou Mech & Elec Co.,18.62,51.28,76.0,100.0,48.03,True
EVAL-RFQ-0097-V013,RFQ-0097,V013,Vantage Sensors GmbH,8.99,55.56,92.0,68.0,45.46,True
EVAL-RFQ-0097-V021,RFQ-0097,V021,Helios Micro Systems,11.37,51.28,0.0,40.0,23.93,True
EVAL-RFQ-0098-V005,RFQ-0098,V005,Cerro Negro Metals SA,18.45,100.0,63.0,100.0,59.98,True
EVAL-RFQ-0098-V008,RFQ-0098,V008,Delta Composites Inc.,19.57,48.89,93.0,75.0,48.59,True
EVAL-RFQ-0098-V003,RFQ-0098,V003,Patel Alloys Pvt Ltd,13.92,66.67,73.0,82.0,48.37,True
EVAL-RFQ-0098-V014,RFQ-0098,V014,Coastal Alloys Pty Ltd,12.88,57.89,65.0,100.0,45.52,True
EVAL-RFQ-0098-V015,RFQ-0098,V015,Nordic Steel AS,9.13,57.89,75.0,82.0,44.22,True
EVAL-RFQ-0098-V012,RFQ-0098,V012,Indra Copper Works,8.8,52.38,84.0,54.0,41.44,False
EVAL-RFQ-0098-V023,RFQ-0098,V023,Sahara Industrial FZE,0.0,55.0,0.0,40.0,20.5,False
EVAL-RFQ-0099-V016,RFQ-0099,V016,Precision Arc Systems,20.39,100.0,82.0,100.0,64.55,True
EVAL-RFQ-0099-V006,RFQ-0099,V006,Bright Spark Electronics Ltd,19.09,80.65,85.0,100.0,58.83,True
EVAL-RFQ-0099-V018,RFQ-0099,V018,Guangzhou Mech & Elec Co.,16.89,69.44,76.0,100.0,52.79,True
EVAL-RFQ-0099-V002,RFQ-0099,V002,Tanaka Electrical KK,10.45,71.43,85.0,54.0,48.01,True
EVAL-RFQ-0099-V011,RFQ-0099,V011,Solaris Power Components,0.0,59.52,84.0,100.0,44.66,True
EVAL-RFQ-0099-V021,RFQ-0099,V021,Helios Micro Systems,7.13,46.3,0.0,40.0,20.74,False
EVAL-RFQ-0100-V018,RFQ-0100,V018,Guangzhou Mech & Elec Co.,13.54,100.0,76.0,100.0,60.62,True
EVAL-RFQ-0100-V002,RFQ-0100,V002,Tanaka Electrical KK,0.54,87.5,85.0,54.0,48.87,True
EVAL-RFQ-0100-V011,RFQ-0100,V011,Solaris Power Components,6.24,25.45,84.0,100.0,36.93,True
EVAL-RFQ-0100-V021,RFQ-0100,V021,Helios Micro Systems,0.0,29.17,0.0,40.0,12.75,True
EVAL-RFQ-0101-V013,RFQ-0101,V013,Vantage Sensors GmbH,3.73,100.0,92.0,68.0,56.69,True
EVAL-RFQ-0101-V018,RFQ-0101,V018,Guangzhou Mech & Elec Co.,19.91,46.51,76.0,100.0,47.12,True
EVAL-RFQ-0101-V016,RFQ-0101,V016,Precision Arc Systems,0.0,48.78,82.0,100.0,41.03,True
EVAL-RFQ-0101-V002,RFQ-0101,V002,Tanaka Electrical KK,5.21,40.0,85.0,54.0,36.48,True
EVAL-RFQ-0101-V021,RFQ-0101,V021,Helios Micro Systems,4.1,40.0,0.0,40.0,17.64,True
EVAL-RFQ-0102-V009,RFQ-0102,V009,Fischer & Söhne KG,3.94,100.0,82.0,100.0,57.98,True
EVAL-RFQ-0102-V019,RFQ-0102,V019,Emerald Isle Castings Ltd,5.17,96.15,80.0,100.0,56.91,True
EVAL-RFQ-0102-V001,RFQ-0102,V001,Kovacs Precision GmbH,1.34,65.79,88.0,100.0,47.87,True
EVAL-RFQ-0102-V017,RFQ-0102,V017,Türk Makina A.Ş.,13.69,56.82,68.0,75.0,43.62,True
EVAL-RFQ-0102-V022,RFQ-0102,V022,Andean Precision SRL,16.72,96.15,0.0,40.0,39.53,True
EVAL-RFQ-0102-V007,RFQ-0102,V007,Nakamura Tooling Co.,0.0,50.0,68.0,75.0,36.1,False
EVAL-RFQ-0103-V017,RFQ-0103,V017,Türk Makina A.Ş.,13.22,100.0,68.0,75.0,56.39,True
EVAL-RFQ-0103-V010,RFQ-0103,V010,Adriatic Fastenings d.o.o.,14.35,77.78,83.0,68.0,52.47,True
EVAL-RFQ-0103-V009,RFQ-0103,V009,Fischer & Söhne KG,0.3,66.67,82.0,100.0,46.52,True
EVAL-RFQ-0103-V019,RFQ-0103,V019,Emerald Isle Castings Ltd,0.0,48.28,80.0,100.0,40.48,True
EVAL-RFQ-0103-V004,RFQ-0103,V004,Strömberg Hydraulics AB,6.18,26.92,71.0,89.0,33.65,True
EVAL-RFQ-0103-V022,RFQ-0103,V022,Andean Precision SRL,10.33,26.92,0.0,40.0,16.21,False
EVAL-RFQ-0103-V024,RFQ-0103,V024,BalticTech UAB,0.76,31.11,0.0,40.0,13.64,False
EVAL-RFQ-0104-V013,RFQ-0104,V013,Vantage Sensors GmbH,0.0,100.0,92.0,68.0,55.2,True
EVAL-RFQ-0104-V006,RFQ-0104,V006,Bright Spark Electronics Ltd,1.2,80.0,85.0,100.0,51.48,True
EVAL-RFQ-0104-V018,RFQ-0104,V018,Guangzhou Mech & Elec Co.,9.74,38.46,76.0,100.0,40.64,True
EVAL-RFQ-0104-V021,RFQ-0104,V021,Helios Micro Systems,4.56,90.91,0.0,40.0,33.1,True
EVAL-RFQ-0105-V012,RFQ-0105,V012,Indra Copper Works,1.27,100.0,84.0,54.0,52.71,True
EVAL-RFQ-0105-V008,RFQ-0105,V008,Delta Composites Inc.,4.83,60.71,93.0,75.0,46.24,True
EVAL-RFQ-0105-V020,RFQ-0105,V020,Rajasthan Rare Earths Ltd,1.91,80.95,61.0,75.0,44.75,True
EVAL-RFQ-0105-V003,RFQ-0105,V003,Patel Alloys Pvt Ltd,0.0,62.96,73.0,82.0,41.69,True
EVAL-RFQ-0105-V014,RFQ-0105,V014,Coastal Alloys Pty Ltd,2.05,51.52,65.0,100.0,39.27,True
EVAL-RFQ-0105-V005,RFQ-0105,V005,Cerro Negro Metals SA,2.68,37.78,63.0,100.0,35.01,False
EVAL-RFQ-0105-V023,RFQ-0105,V023,Sahara Industrial FZE,6.49,85.0,0.0,40.0,32.09,False
EVAL-RFQ-0106-V016,RFQ-0106,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0106-V018,RFQ-0106,V018,Guangzhou Mech & Elec Co.,20.68,57.78,76.0,100.0,50.8,True
EVAL-RFQ-0106-V002,RFQ-0106,V002,Tanaka Electrical KK,7.62,47.27,85.0,54.0,39.63,True
EVAL-RFQ-0107-V011,RFQ-0107,V011,Solaris Power Components,13.82,100.0,84.0,100.0,62.33,True
EVAL-RFQ-0107-V016,RFQ-0107,V016,Precision Arc Systems,14.77,79.31,82.0,100.0,56.1,True
EVAL-RFQ-0107-V018,RFQ-0107,V018,Guangzhou Mech & Elec Co.,16.64,71.88,76.0,100.0,53.42,True
EVAL-RFQ-0107-V021,RFQ-0107,V021,Helios Micro Systems,0.0,95.83,0.0,40.0,32.75,True
EVAL-RFQ-0108-V015,RFQ-0108,V015,Nordic Steel AS,2.48,100.0,75.0,82.0,54.19,True
EVAL-RFQ-0108-V005,RFQ-0108,V005,Cerro Negro Metals SA,8.66,61.11,63.0,100.0,44.4,True
EVAL-RFQ-0108-V020,RFQ-0108,V020,Rajasthan Rare Earths Ltd,1.73,78.57,61.0,75.0,43.96,True
EVAL-RFQ-0108-V008,RFQ-0108,V008,Delta Composites Inc.,13.12,34.38,93.0,75.0,41.66,True
EVAL-RFQ-0108-V003,RFQ-0108,V003,Patel Alloys Pvt Ltd,4.08,25.58,73.0,82.0,32.11,True
EVAL-RFQ-0108-V023,RFQ-0108,V023,Sahara Industrial FZE,15.97,64.71,0.0,40.0,29.8,False
EVAL-RFQ-0108-V014,RFQ-0108,V014,Coastal Alloys Pty Ltd,0.0,22.0,65.0,100.0,29.6,False
EVAL-RFQ-0109-V011,RFQ-0109,V011,Solaris Power Components,4.65,100.0,84.0,100.0,58.66,True
EVAL-RFQ-0109-V016,RFQ-0109,V016,Precision Arc Systems,18.57,52.63,82.0,100.0,49.62,True
EVAL-RFQ-0109-V018,RFQ-0109,V018,Guangzhou Mech & Elec Co.,14.02,30.3,76.0,100.0,39.9,True
EVAL-RFQ-0109-V013,RFQ-0109,V013,Vantage Sensors GmbH,4.59,18.87,92.0,68.0,32.7,True
EVAL-RFQ-0109-V021,RFQ-0109,V021,Helios Micro Systems,5.66,83.33,0.0,40.0,31.26,True
EVAL-RFQ-0109-V002,RFQ-0109,V002,Tanaka Electrical KK,0.0,23.26,85.0,54.0,29.38,False
EVAL-RFQ-0110-V013,RFQ-0110,V013,Vantage Sensors GmbH,0.0,87.5,92.0,68.0,51.45,True
EVAL-RFQ-0110-V018,RFQ-0110,V018,Guangzhou Mech & Elec Co.,17.82,47.73,76.0,100.0,46.65,True
EVAL-RFQ-0110-V016,RFQ-0110,V016,Precision Arc Systems,20.49,39.62,82.0,100.0,46.48,True
EVAL-RFQ-0110-V006,RFQ-0110,V006,Bright Spark Electronics Ltd,16.34,38.18,85.0,100.0,44.99,True
EVAL-RFQ-0110-V021,RFQ-0110,V021,Helios Micro Systems,1.3,100.0,0.0,40.0,34.52,True
EVAL-RFQ-0111-V010,RFQ-0111,V010,Adriatic Fastenings d.o.o.,12.11,100.0,83.0,68.0,58.24,True
EVAL-RFQ-0111-V009,RFQ-0111,V009,Fischer & Söhne KG,11.15,75.0,82.0,100.0,53.36,True
EVAL-RFQ-0111-V007,RFQ-0111,V007,Nakamura Tooling Co.,0.43,63.16,68.0,75.0,40.22,True
EVAL-RFQ-0111-V019,RFQ-0111,V019,Emerald Isle Castings Ltd,0.0,42.86,80.0,100.0,38.86,True
EVAL-RFQ-0111-V004,RFQ-0111,V004,Strömberg Hydraulics AB,5.65,40.0,71.0,89.0,37.36,True
EVAL-RFQ-0111-V022,RFQ-0111,V022,Andean Precision SRL,15.98,42.86,0.0,40.0,23.25,False
EVAL-RFQ-0112-V003,RFQ-0112,V003,Patel Alloys Pvt Ltd,3.74,100.0,73.0,82.0,54.3,True
EVAL-RFQ-0112-V014,RFQ-0112,V014,Coastal Alloys Pty Ltd,0.0,52.63,65.0,100.0,38.79,True
EVAL-RFQ-0112-V015,RFQ-0112,V015,Nordic Steel AS,1.59,46.51,75.0,82.0,37.79,True
EVAL-RFQ-0112-V020,RFQ-0112,V020,Rajasthan Rare Earths Ltd,1.06,54.05,61.0,75.0,36.34,True
EVAL-RFQ-0112-V005,RFQ-0112,V005,Cerro Negro Metals SA,5.23,37.74,63.0,100.0,36.01,True
EVAL-RFQ-0112-V012,RFQ-0112,V012,Indra Copper Works,1.13,41.67,84.0,54.0,35.15,False
EVAL-RFQ-0113-V016,RFQ-0113,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0113-V006,RFQ-0113,V006,Bright Spark Electronics Ltd,2.19,44.44,85.0,100.0,41.21,True
EVAL-RFQ-0113-V018,RFQ-0113,V018,Guangzhou Mech & Elec Co.,15.19,30.77,76.0,100.0,40.51,True
EVAL-RFQ-0113-V013,RFQ-0113,V013,Vantage Sensors GmbH,9.56,33.33,92.0,68.0,39.03,True
EVAL-RFQ-0113-V021,RFQ-0113,V021,Helios Micro Systems,7.07,35.56,0.0,40.0,17.49,True
EVAL-RFQ-0114-V009,RFQ-0114,V009,Fischer & Söhne KG,8.44,100.0,82.0,100.0,59.78,True
EVAL-RFQ-0114-V017,RFQ-0114,V017,Türk Makina A.Ş.,10.41,92.86,68.0,75.0,53.12,True
EVAL-RFQ-0114-V004,RFQ-0114,V004,Strömberg Hydraulics AB,9.3,72.22,71.0,89.0,48.49,True
EVAL-RFQ-0114-V001,RFQ-0114,V001,Kovacs Precision GmbH,8.26,34.21,88.0,100.0,41.17,True
EVAL-RFQ-0114-V019,RFQ-0114,V019,Emerald Isle Castings Ltd,0.0,38.24,80.0,100.0,37.47,True
EVAL-RFQ-0114-V022,RFQ-0114,V022,Andean Precision SRL,13.67,26.0,0.0,40.0,17.27,False
EVAL-RFQ-0115-V019,RFQ-0115,V019,Emerald Isle Castings Ltd,2.15,93.75,80.0,100.0,54.98,True
EVAL-RFQ-0115-V004,RFQ-0115,V004,Strömberg Hydraulics AB,0.51,100.0,71.0,89.0,53.31,True
EVAL-RFQ-0115-V009,RFQ-0115,V009,Fischer & Söhne KG,8.46,65.22,82.0,100.0,49.35,True
EVAL-RFQ-0115-V001,RFQ-0115,V001,Kovacs Precision GmbH,0.0,34.09,88.0,100.0,37.83,True
EVAL-RFQ-0115-V022,RFQ-0115,V022,Andean Precision SRL,12.85,36.59,0.0,40.0,20.11,True
EVAL-RFQ-0116-V014,RFQ-0116,V014,Coastal Alloys Pty Ltd,1.19,100.0,65.0,100.0,53.48,True
EVAL-RFQ-0116-V012,RFQ-0116,V012,Indra Copper Works,0.04,58.82,84.0,54.0,39.86,True
EVAL-RFQ-0116-V008,RFQ-0116,V008,Delta Composites Inc.,5.55,20.83,93.0,75.0,34.57,True
EVAL-RFQ-0116-V003,RFQ-0116,V003,Patel Alloys Pvt Ltd,3.02,20.83,73.0,82.0,30.26,True
EVAL-RFQ-0116-V020,RFQ-0116,V020,Rajasthan Rare Earths Ltd,0.0,30.3,61.0,75.0,28.79,True
EVAL-RFQ-0117-V018,RFQ-0117,V018,Guangzhou Mech & Elec Co.,12.43,100.0,76.0,100.0,60.17,True
EVAL-RFQ-0117-V013,RFQ-0117,V013,Vantage Sensors GmbH,2.12,83.33,92.0,68.0,51.05,True
EVAL-RFQ-0117-V006,RFQ-0117,V006,Bright Spark Electronics Ltd,8.66,28.57,85.0,100.0,39.04,True
EVAL-RFQ-0117-V016,RFQ-0117,V016,Precision Arc Systems,6.31,19.23,82.0,100.0,34.69,True
EVAL-RFQ-0117-V002,RFQ-0117,V002,Tanaka Electrical KK,0.0,22.73,85.0,54.0,29.22,True
EVAL-RFQ-0118-V018,RFQ-0118,V018,Guangzhou Mech & Elec Co.,14.76,100.0,76.0,100.0,61.1,True
EVAL-RFQ-0118-V013,RFQ-0118,V013,Vantage Sensors GmbH,0.0,73.81,92.0,68.0,47.34,True
EVAL-RFQ-0119-V007,RFQ-0119,V007,Nakamura Tooling Co.,1.85,100.0,68.0,75.0,51.84,True
EVAL-RFQ-0119-V009,RFQ-0119,V009,Fischer & Söhne KG,7.19,53.57,82.0,100.0,45.35,True
EVAL-RFQ-0119-V001,RFQ-0119,V001,Kovacs Precision GmbH,0.0,45.45,88.0,100.0,41.24,True
EVAL-RFQ-0119-V004,RFQ-0119,V004,Strömberg Hydraulics AB,1.38,39.47,71.0,89.0,35.49,True
EVAL-RFQ-0119-V022,RFQ-0119,V022,Andean Precision SRL,14.84,32.61,0.0,40.0,19.72,True
EVAL-RFQ-0119-V024,RFQ-0119,V024,BalticTech UAB,1.85,40.54,0.0,40.0,16.9,False
EVAL-RFQ-0120-V012,RFQ-0120,V012,Indra Copper Works,6.52,100.0,84.0,54.0,54.81,True
EVAL-RFQ-0120-V020,RFQ-0120,V020,Rajasthan Rare Earths Ltd,1.3,66.67,61.0,75.0,40.22,True
EVAL-RFQ-0120-V005,RFQ-0120,V005,Cerro Negro Metals SA,14.21,36.36,63.0,100.0,39.19,True
EVAL-RFQ-0120-V008,RFQ-0120,V008,Delta Composites Inc.,8.44,24.49,93.0,75.0,36.82,True
EVAL-RFQ-0120-V003,RFQ-0120,V003,Patel Alloys Pvt Ltd,4.85,29.27,73.0,82.0,33.52,True
EVAL-RFQ-0120-V015,RFQ-0120,V015,Nordic Steel AS,3.67,21.82,75.0,82.0,31.22,False
EVAL-RFQ-0120-V014,RFQ-0120,V014,Coastal Alloys Pty Ltd,0.0,22.22,65.0,100.0,29.67,False
EVAL-RFQ-0121-V002,RFQ-0121,V002,Tanaka Electrical KK,4.6,100.0,85.0,54.0,54.24,True
EVAL-RFQ-0121-V013,RFQ-0121,V013,Vantage Sensors GmbH,0.0,57.14,92.0,68.0,42.34,True
EVAL-RFQ-0121-V018,RFQ-0121,V018,Guangzhou Mech & Elec Co.,9.86,26.09,76.0,100.0,36.97,True
EVAL-RFQ-0122-V016,RFQ-0122,V016,Precision Arc Systems,24.86,100.0,82.0,100.0,66.34,True
EVAL-RFQ-0122-V011,RFQ-0122,V011,Solaris Power Components,0.0,76.47,84.0,100.0,49.74,True
EVAL-RFQ-0122-V018,RFQ-0122,V018,Guangzhou Mech & Elec Co.,21.66,33.33,76.0,100.0,43.86,True
EVAL-RFQ-0122-V013,RFQ-0122,V013,Vantage Sensors GmbH,12.57,27.66,92.0,68.0,38.52,True
EVAL-RFQ-0122-V006,RFQ-0122,V006,Bright Spark Electronics Ltd,1.52,31.71,85.0,100.0,37.12,True
EVAL-RFQ-0122-V002,RFQ-0122,V002,Tanaka Electrical KK,10.06,23.64,85.0,54.0,33.51,False
EVAL-RFQ-0122-V021,RFQ-0122,V021,Helios Micro Systems,11.66,28.26,0.0,40.0,17.14,False
EVAL-RFQ-0123-V011,RFQ-0123,V011,Solaris Power Components,16.77,100.0,84.0,100.0,63.51,True
EVAL-RFQ-0123-V006,RFQ-0123,V006,Bright Spark Electronics Ltd,18.06,38.78,85.0,100.0,45.86,True
EVAL-RFQ-0123-V016,RFQ-0123,V016,Precision Arc Systems,12.29,40.43,82.0,100.0,43.44,True
EVAL-RFQ-0123-V018,RFQ-0123,V018,Guangzhou Mech & Elec Co.,10.58,35.19,76.0,100.0,39.99,True
EVAL-RFQ-0123-V013,RFQ-0123,V013,Vantage Sensors GmbH,1.64,36.54,92.0,68.0,36.82,True
EVAL-RFQ-0123-V021,RFQ-0123,V021,Helios Micro Systems,0.0,42.22,0.0,40.0,16.67,False
EVAL-RFQ-0124-V014,RFQ-0124,V014,Coastal Alloys Pty Ltd,10.77,100.0,65.0,100.0,57.31,True
EVAL-RFQ-0124-V008,RFQ-0124,V008,Delta Composites Inc.,11.47,42.31,93.0,75.0,43.38,True
EVAL-RFQ-0124-V005,RFQ-0124,V005,Cerro Negro Metals SA,10.93,33.33,63.0,100.0,36.97,True
EVAL-RFQ-0124-V020,RFQ-0124,V020,Rajasthan Rare Earths Ltd,11.63,39.29,61.0,75.0,36.14,True
EVAL-RFQ-0124-V015,RFQ-0124,V015,Nordic Steel AS,7.02,28.95,75.0,82.0,34.69,True
EVAL-RFQ-0124-V012,RFQ-0124,V012,Indra Copper Works,8.96,27.5,84.0,54.0,34.03,False
EVAL-RFQ-0124-V003,RFQ-0124,V003,Patel Alloys Pvt Ltd,6.21,21.57,73.0,82.0,31.75,False
EVAL-RFQ-0124-V023,RFQ-0124,V023,Sahara Industrial FZE,0.0,23.4,0.0,40.0,11.02,False
EVAL-RFQ-0125-V006,RFQ-0125,V006,Bright Spark Electronics Ltd,13.54,84.0,85.0,100.0,57.62,True
EVAL-RFQ-0125-V018,RFQ-0125,V018,Guangzhou Mech & Elec Co.,8.83,51.22,76.0,100.0,44.1,True
EVAL-RFQ-0125-V011,RFQ-0125,V011,Solaris Power Components,11.71,40.38,84.0,100.0,43.6,True
EVAL-RFQ-0125-V021,RFQ-0125,V021,Helios Micro Systems,0.0,100.0,0.0,40.0,34.0,True
EVAL-RFQ-0126-V018,RFQ-0126,V018,Guangzhou Mech & Elec Co.,17.73,100.0,76.0,100.0,62.29,True
EVAL-RFQ-0126-V002,RFQ-0126,V002,Tanaka Electrical KK,0.21,76.47,85.0,54.0,45.42,True
EVAL-RFQ-0126-V006,RFQ-0126,V006,Bright Spark Electronics Ltd,21.68,27.66,85.0,100.0,43.97,True
EVAL-RFQ-0126-V016,RFQ-0126,V016,Precision Arc Systems,6.28,28.26,82.0,100.0,37.39,True
EVAL-RFQ-0126-V013,RFQ-0126,V013,Vantage Sensors GmbH,0.0,33.33,92.0,68.0,35.2,True
EVAL-RFQ-0126-V021,RFQ-0126,V021,Helios Micro Systems,0.19,52.0,0.0,40.0,19.68,False
EVAL-RFQ-0127-V015,RFQ-0127,V015,Nordic Steel AS,3.31,100.0,75.0,82.0,54.53,True
EVAL-RFQ-0127-V005,RFQ-0127,V005,Cerro Negro Metals SA,12.9,70.27,63.0,100.0,48.84,True
EVAL-RFQ-0127-V012,RFQ-0127,V012,Indra Copper Works,4.62,81.25,84.0,54.0,48.42,True
EVAL-RFQ-0127-V008,RFQ-0127,V008,Delta Composites Inc.,9.94,55.32,93.0,75.0,46.67,True
EVAL-RFQ-0127-V014,RFQ-0127,V014,Coastal Alloys Pty Ltd,4.62,61.9,65.0,100.0,43.42,True
EVAL-RFQ-0127-V020,RFQ-0127,V020,Rajasthan Rare Earths Ltd,0.0,55.32,61.0,75.0,36.3,False
EVAL-RFQ-0127-V023,RFQ-0127,V023,Sahara Industrial FZE,13.02,74.29,0.0,40.0,31.49,False
EVAL-RFQ-0128-V010,RFQ-0128,V010,Adriatic Fastenings d.o.o.,10.6,100.0,83.0,68.0,57.64,True
EVAL-RFQ-0128-V017,RFQ-0128,V017,Türk Makina A.Ş.,15.41,46.67,68.0,75.0,41.26,True
EVAL-RFQ-0128-V001,RFQ-0128,V001,Kovacs Precision GmbH,2.91,31.11,88.0,100.0,38.1,True
