eval_id,rfq_id,vendor_id,vendor_name,bid_total_usd,delivery_days,price_score,delivery_score,quality_score,relationship_score,composite_score,selected,month_index
EVAL-RFQ-0072-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,69668.72,21,0.53,47.62,79.0,68.0,37.1,True,7
EVAL-RFQ-0072-V012,RFQ-0072,V012,Indra Copper Works,70038.98,38,0.0,26.32,81.8,82.0,32.45,True,7
EVAL-RFQ-0072-V003,RFQ-0072,V003,Patel Alloys Pvt Ltd,67450.9,54,3.7,18.52,78.8,75.0,30.29,False,7
EVAL-RFQ-0072-V023,RFQ-0072,V023,Sahara Industrial FZE,68741.2,41,1.85,24.39,68.0,40.0,25.66,False,7
EVAL-RFQ-0073-V002,RFQ-0073,V002,Tanaka Electrical KK,57038.64,24,4.44,100.0,90.0,89.0,58.68,True,7
EVAL-RFQ-0073-V013,RFQ-0073,V013,Vantage Sensors GmbH,54757.92,52,8.26,46.15,88.0,89.0,43.65,True,7
EVAL-RFQ-0073-V011,RFQ-0073,V011,Solaris Power Components,52616.52,39,11.85,61.54,70.0,54.0,42.6,True,7
EVAL-RFQ-0073-V006,RFQ-0073,V006,Bright Spark Electronics Ltd,51517.44,50,13.69,48.0,72.0,61.0,40.38,True,7
EVAL-RFQ-0073-V018,RFQ-0073,V018,Guangzhou Mech & Elec Co.,59690.88,33,0.0,72.73,58.6,54.0,38.94,True,7
EVAL-RFQ-0073-V021,RFQ-0073,V021,Helios Micro Systems,58756.92,52,1.56,46.15,82.0,40.0,34.87,False,7
EVAL-RFQ-0074-V002,RFQ-0074,V002,Tanaka Electrical KK,7388.02,16,6.07,100.0,90.0,89.0,59.33,True,7
EVAL-RFQ-0074-V013,RFQ-0074,V013,Vantage Sensors GmbH,7174.38,52,8.79,30.77,88.0,89.0,39.25,True,7
EVAL-RFQ-0074-V016,RFQ-0074,V016,Precision Arc Systems,6441.9,41,18.1,39.02,68.0,54.0,37.95,True,7
EVAL-RFQ-0074-V018,RFQ-0074,V018,Guangzhou Mech & Elec Co.,7865.44,38,0.0,42.11,58.6,54.0,29.75,True,7
EVAL-RFQ-0075-V006,RFQ-0075,V006,Bright Spark Electronics Ltd,21941.92,13,18.91,100.0,72.0,61.0,58.06,True,7
EVAL-RFQ-0075-V013,RFQ-0075,V013,Vantage Sensors GmbH,26488.8,30,2.11,43.33,88.0,89.0,40.34,True,7
EVAL-RFQ-0075-V016,RFQ-0075,V016,Precision Arc Systems,24835.2,24,8.22,54.17,68.0,54.0,38.54,True,7
EVAL-RFQ-0075-V002,RFQ-0075,V002,Tanaka Electrical KK,26436.8,53,2.3,24.53,90.0,89.0,35.18,True,7
EVAL-RFQ-0075-V011,RFQ-0075,V011,Solaris Power Components,26919.36,46,0.52,28.26,70.0,54.0,28.08,True,7
EVAL-RFQ-0075-V021,RFQ-0075,V021,Helios Micro Systems,27058.72,51,0.0,25.49,82.0,40.0,28.05,False,7
EVAL-RFQ-0076-V002,RFQ-0076,V002,Tanaka Electrical KK,244648.25,48,4.07,85.42,90.0,89.0,54.15,True,7
EVAL-RFQ-0076-V013,RFQ-0076,V013,Vantage Sensors GmbH,255035.55,45,0.0,91.11,88.0,89.0,53.83,True,7
EVAL-RFQ-0076-V016,RFQ-0076,V016,Precision Arc Systems,221409.95,43,13.18,95.35,68.0,54.0,52.88,True,7
EVAL-RFQ-0076-V021,RFQ-0076,V021,Helios Micro Systems,244385.55,41,4.18,100.0,82.0,40.0,52.07,True,7
EVAL-RFQ-0076-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,228140.75,54,10.55,75.93,72.0,61.0,47.5,True,7
EVAL-RFQ-0077-V006,RFQ-0077,V006,Bright Spark Electronics Ltd,67891.95,13,10.5,100.0,72.0,61.0,54.7,True,7
EVAL-RFQ-0077-V021,RFQ-0077,V021,Helios Micro Systems,75856.9,22,0.0,59.09,82.0,40.0,38.13,True,7
EVAL-RFQ-0077-V002,RFQ-0077,V002,Tanaka Electrical KK,75256.65,39,0.79,33.33,90.0,89.0,37.22,True,7
EVAL-RFQ-0077-V013,RFQ-0077,V013,Vantage Sensors GmbH,75217.45,47,0.84,27.66,88.0,89.0,35.14,True,7
EVAL-RFQ-0078-V012,RFQ-0078,V012,Indra Copper Works,93240.48,11,9.21,100.0,81.8,82.0,58.25,True,7
EVAL-RFQ-0078-V015,RFQ-0078,V015,Nordic Steel AS,91108.56,51,11.29,21.57,90.0,100.0,38.99,True,7
EVAL-RFQ-0078-V005,RFQ-0078,V005,Cerro Negro Metals SA,84912.08,50,17.32,22.0,75.0,68.0,35.33,True,7
EVAL-RFQ-0078-V003,RFQ-0078,V003,Patel Alloys Pvt Ltd,94627.92,48,7.86,22.92,78.8,75.0,33.28,True,7
EVAL-RFQ-0078-V020,RFQ-0078,V020,Rajasthan Rare Earths Ltd,92180.16,43,10.25,25.58,76.8,61.0,33.23,True,7
EVAL-RFQ-0078-V008,RFQ-0078,V008,Delta Composites Inc.,89585.76,54,12.77,20.37,76.0,68.0,33.22,False,7
EVAL-RFQ-0078-V023,RFQ-0078,V023,Sahara Industrial FZE,102704.4,29,0.0,37.93,68.0,40.0,28.98,False,7
EVAL-RFQ-0079-V021,RFQ-0079,V021,Helios Micro Systems,16549.0,15,5.5,100.0,82.0,40.0,52.6,True,7
EVAL-RFQ-0079-V002,RFQ-0079,V002,Tanaka Electrical KK,16294.4,44,6.95,34.09,90.0,89.0,39.91,True,7
EVAL-RFQ-0079-V013,RFQ-0079,V013,Vantage Sensors GmbH,16150.0,44,7.78,34.09,88.0,89.0,39.84,True,7
EVAL-RFQ-0079-V011,RFQ-0079,V011,Solaris Power Components,15667.4,34,10.53,44.12,70.0,54.0,36.85,True,7
EVAL-RFQ-0079-V006,RFQ-0079,V006,Bright Spark Electronics Ltd,15576.2,54,11.06,27.78,72.0,61.0,33.26,True,7
EVAL-RFQ-0079-V016,RFQ-0079,V016,Precision Arc Systems,16119.6,48,7.95,31.25,68.0,54.0,31.56,False,7
EVAL-RFQ-0079-V018,RFQ-0079,V018,Guangzhou Mech & Elec Co.,17512.3,52,0.0,28.85,58.6,54.0,25.77,False,7
EVAL-RFQ-0080-V009,RFQ-0080,V009,Fischer & Söhne KG,4408.32,17,8.42,100.0,89.0,100.0,61.17,True,7
EVAL-RFQ-0080-V001,RFQ-0080,V001,Kovacs Precision GmbH,4577.28,19,4.91,89.47,91.0,100.0,57.0,True,7
EVAL-RFQ-0080-V017,RFQ-0080,V017,Türk Makina A.Ş.,4266.24,21,11.37,80.95,73.0,61.0,49.53,True,7
EVAL-RFQ-0080-V024,RFQ-0080,V024,BalticTech UAB,4467.84,24,7.18,70.83,80.0,40.0,44.12,True,7
EVAL-RFQ-0080-V007,RFQ-0080,V007,Nakamura Tooling Co.,4813.44,54,0.0,31.48,92.0,96.0,37.44,True,7
EVAL-RFQ-0080-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,4742.4,55,1.48,30.91,87.0,75.0,34.76,False,7
EVAL-RFQ-0080-V022,RFQ-0080,V022,Andean Precision SRL,4152.96,53,13.72,32.08,70.0,40.0,33.11,False,7
EVAL-RFQ-0081-V019,RFQ-0081,V019,Emerald Isle Castings Ltd,44368.99,15,3.14,100.0,87.0,75.0,56.16,True,7
EVAL-RFQ-0081-V001,RFQ-0081,V001,Kovacs Precision GmbH,42701.82,29,6.78,51.72,91.0,100.0,46.43,True,7
EVAL-RFQ-0081-V024,RFQ-0081,V024,BalticTech UAB,44058.41,19,3.82,78.95,80.0,40.0,45.21,True,7
EVAL-RFQ-0081-V004,RFQ-0081,V004,Strömberg Hydraulics AB,43413.81,35,5.23,42.86,93.0,100.0,43.55,True,7
EVAL-RFQ-0081-V017,RFQ-0081,V017,Türk Makina A.Ş.,40094.12,27,12.47,55.56,73.0,61.0,42.36,True,7
EVAL-RFQ-0081-V009,RFQ-0081,V009,Fischer & Söhne KG,43428.46,53,5.19,28.3,89.0,100.0,38.37,False,7
EVAL-RFQ-0081-V007,RFQ-0081,V007,Nakamura Tooling Co.,45807.62,53,0.0,28.3,92.0,96.0,36.49,False,7
EVAL-RFQ-0082-V005,RFQ-0082,V005,Cerro Negro Metals SA,2760.06,18,7.28,100.0,75.0,68.0,54.71,True,8
EVAL-RFQ-0082-V003,RFQ-0082,V003,Patel Alloys Pvt Ltd,2975.15,31,0.05,58.06,79.6,75.0,40.86,True,8
EVAL-RFQ-0082-V014,RFQ-0082,V014,Coastal Alloys Pty Ltd,2893.51,51,2.8,35.29,79.0,68.0,34.31,True,8
EVAL-RFQ-0082-V020,RFQ-0082,V020,Rajasthan Rare Earths Ltd,2976.72,48,0.0,37.5,77.6,61.0,32.87,True,8
EVAL-RFQ-0083-V021,RFQ-0083,V021,Helios Micro Systems,203823.57,16,2.15,100.0,82.0,40.0,51.26,True,8
EVAL-RFQ-0083-V002,RFQ-0083,V002,Tanaka Electrical KK,200756.52,36,3.62,44.44,90.0,89.0,41.68,True,8
EVAL-RFQ-0083-V018,RFQ-0083,V018,Guangzhou Mech & Elec Co.,208300.32,21,0.0,76.19,57.0,54.0,39.66,True,8
EVAL-RFQ-0084-V006,RFQ-0084,V006,Bright Spark Electronics Ltd,143711.82,28,17.1,78.57,72.0,61.0,50.91,True,8
EVAL-RFQ-0084-V016,RFQ-0084,V016,Precision Arc Systems,146995.02,27,15.2,81.48,68.0,54.0,49.53,True,8
EVAL-RFQ-0084-V011,RFQ-0084,V011,Solaris Power Components,173352.96,22,0.0,100.0,70.0,54.0,49.4,True,8
EVAL-RFQ-0084-V013,RFQ-0084,V013,Vantage Sensors GmbH,157013.91,42,9.43,52.38,88.0,89.0,45.98,True,8
EVAL-RFQ-0084-V002,RFQ-0084,V002,Tanaka Electrical KK,160061.13,42,7.67,52.38,90.0,89.0,45.68,True,8
EVAL-RFQ-0084-V021,RFQ-0084,V021,Helios Micro Systems,156157.2,40,9.92,55.0,82.0,40.0,40.87,False,8
EVAL-RFQ-0085-V012,RFQ-0085,V012,Indra Copper Works,97629.59,17,2.55,100.0,82.6,82.0,55.74,True,8
EVAL-RFQ-0085-V015,RFQ-0085,V015,Nordic Steel AS,96083.85,24,4.1,70.83,90.0,100.0,50.89,True,8
EVAL-RFQ-0085-V005,RFQ-0085,V005,Cerro Negro Metals SA,85053.71,33,15.11,51.52,75.0,68.0,43.3,True,8
EVAL-RFQ-0085-V020,RFQ-0085,V020,Rajasthan Rare Earths Ltd,100187.12,49,0.0,34.69,77.6,61.0,32.03,True,8
EVAL-RFQ-0086-V010,RFQ-0086,V010,Adriatic Fastenings d.o.o.,4663.02,12,11.79,100.0,74.0,61.0,55.61,True,8
EVAL-RFQ-0086-V004,RFQ-0086,V004,Strömberg Hydraulics AB,4828.56,23,8.66,52.17,93.0,100.0,47.71,True,8
EVAL-RFQ-0086-V001,RFQ-0086,V001,Kovacs Precision GmbH,4990.38,23,5.59,52.17,91.0,100.0,46.09,True,8
EVAL-RFQ-0086-V009,RFQ-0086,V009,Fischer & Söhne KG,4888.08,33,7.53,36.36,89.0,100.0,41.72,True,8
EVAL-RFQ-0086-V024,RFQ-0086,V024,BalticTech UAB,4891.8,22,7.46,54.55,80.0,40.0,39.35,True,8
EVAL-RFQ-0086-V007,RFQ-0086,V007,Nakamura Tooling Co.,5286.12,38,0.0,31.58,92.0,96.0,37.47,False,8
EVAL-RFQ-0086-V022,RFQ-0086,V022,Andean Precision SRL,4393.32,33,16.89,36.36,70.0,40.0,35.66,False,8
EVAL-RFQ-0087-V001,RFQ-0087,V001,Kovacs Precision GmbH,9673.16,23,6.18,100.0,91.0,100.0,60.67,True,8
EVAL-RFQ-0087-V010,RFQ-0087,V010,Adriatic Fastenings d.o.o.,8605.87,28,16.53,82.14,74.0,61.0,52.15,True,8
EVAL-RFQ-0087-V019,RFQ-0087,V019,Emerald Isle Castings Ltd,10310.06,29,0.0,79.31,87.0,75.0,48.69,True,8
EVAL-RFQ-0087-V004,RFQ-0087,V004,Strömberg Hydraulics AB,9511.04,41,7.75,56.1,93.0,100.0,48.53,True,8
EVAL-RFQ-0087-V007,RFQ-0087,V007,Nakamura Tooling Co.,9833.35,51,4.62,45.1,92.0,96.0,43.38,True,8
EVAL-RFQ-0087-V024,RFQ-0087,V024,BalticTech UAB,9727.2,54,5.65,42.59,80.0,40.0,35.04,False,8
EVAL-RFQ-0088-V015,RFQ-0088,V015,Nordic Steel AS,64829.7,18,6.33,100.0,90.0,100.0,60.53,True,8
EVAL-RFQ-0088-V020,RFQ-0088,V020,Rajasthan Rare Earths Ltd,66292.2,24,4.22,75.0,77.6,61.0,45.81,True,8
EVAL-RFQ-0088-V005,RFQ-0088,V005,Cerro Negro Metals SA,63564.15,37,8.16,48.65,75.0,68.0,39.66,True,8
EVAL-RFQ-0088-V003,RFQ-0088,V003,Patel Alloys Pvt Ltd,64028.25,44,7.49,40.91,79.6,75.0,38.69,True,8
EVAL-RFQ-0088-V023,RFQ-0088,V023,Sahara Industrial FZE,69209.4,46,0.0,39.13,68.0,40.0,29.34,True,8
EVAL-RFQ-0089-V005,RFQ-0089,V005,Cerro Negro Metals SA,61948.7,10,4.75,100.0,75.0,68.0,53.7,True,8
EVAL-RFQ-0089-V015,RFQ-0089,V015,Nordic Steel AS,62044.92,18,4.6,55.56,90.0,100.0,46.51,True,8
EVAL-RFQ-0089-V003,RFQ-0089,V003,Patel Alloys Pvt Ltd,65039.06,20,0.0,50.0,79.6,75.0,38.42,True,8
EVAL-RFQ-0089-V020,RFQ-0089,V020,Rajasthan Rare Earths Ltd,64167.42,19,1.34,52.63,77.6,61.0,37.95,True,8
EVAL-RFQ-0090-V008,RFQ-0090,V008,Delta Composites Inc.,979.8,11,6.08,100.0,76.0,68.0,54.43,True,8
EVAL-RFQ-0090-V020,RFQ-0090,V020,Rajasthan Rare Earths Ltd,1043.28,11,0.0,100.0,77.6,61.0,51.62,True,8
EVAL-RFQ-0090-V003,RFQ-0090,V003,Patel Alloys Pvt Ltd,1037.76,17,0.53,64.71,79.6,75.0,43.04,True,8
EVAL-RFQ-0090-V015,RFQ-0090,V015,Nordic Steel AS,1007.4,53,3.44,20.75,90.0,100.0,35.6,True,8
EVAL-RFQ-0090-V012,RFQ-0090,V012,Indra Copper Works,1007.4,52,3.44,21.15,82.6,82.0,32.44,True,8
EVAL-RFQ-0090-V005,RFQ-0090,V005,Cerro Negro Metals SA,943.92,52,9.52,21.15,75.0,68.0,31.96,False,8
EVAL-RFQ-0091-V021,RFQ-0091,V021,Helios Micro Systems,111696.39,30,8.37,100.0,82.0,40.0,53.75,True,8
EVAL-RFQ-0091-V006,RFQ-0091,V006,Bright Spark Electronics Ltd,102897.99,46,15.58,65.22,72.0,61.0,46.3,True,8
EVAL-RFQ-0091-V018,RFQ-0091,V018,Guangzhou Mech & Elec Co.,121892.94,37,0.0,81.08,57.0,54.0,41.12,True,8
EVAL-RFQ-0092-V010,RFQ-0092,V010,Adriatic Fastenings d.o.o.,65490.53,11,11.53,100.0,74.0,61.0,55.51,True,8
EVAL-RFQ-0092-V004,RFQ-0092,V004,Strömberg Hydraulics AB,69531.49,19,6.07,57.89,93.0,100.0,48.4,True,8
EVAL-RFQ-0092-V001,RFQ-0092,V001,Kovacs Precision GmbH,70911.96,23,4.21,47.83,91.0,100.0,44.23,True,8
EVAL-RFQ-0092-V009,RFQ-0092,V009,Fischer & Söhne KG,67582.76,32,8.7,34.38,89.0,100.0,41.59,True,8
EVAL-RFQ-0092-V019,RFQ-0092,V019,Emerald Isle Castings Ltd,74025.91,33,0.0,33.33,87.0,75.0,34.9,True,8
EVAL-RFQ-0092-V022,RFQ-0092,V022,Andean Precision SRL,66727.5,34,9.86,32.35,70.0,40.0,31.65,False,8
EVAL-RFQ-0092-V024,RFQ-0092,V024,BalticTech UAB,71339.59,54,3.63,20.37,80.0,40.0,27.56,False,8
EVAL-RFQ-0093-V014,RFQ-0093,V014,Coastal Alloys Pty Ltd,38269.72,11,3.29,100.0,79.0,68.0,53.92,True,9
EVAL-RFQ-0093-V015,RFQ-0093,V015,Nordic Steel AS,38789.09,51,1.98,21.57,90.0,100.0,35.26,True,9
EVAL-RFQ-0093-V003,RFQ-0093,V003,Patel Alloys Pvt Ltd,37895.64,43,4.24,25.58,80.4,75.0,32.95,True,9
EVAL-RFQ-0093-V012,RFQ-0093,V012,Indra Copper Works,39572.32,42,0.0,26.19,83.4,82.0,32.74,True,9
EVAL-RFQ-0093-V005,RFQ-0093,V005,Cerro Negro Metals SA,37750.35,54,4.6,20.37,75.0,68.0,29.75,True,9
EVAL-RFQ-0093-V020,RFQ-0093,V020,Rajasthan Rare Earths Ltd,39437.05,46,0.34,23.91,78.4,61.0,29.09,False,9
EVAL-RFQ-0093-V023,RFQ-0093,V023,Sahara Industrial FZE,37524.9,38,5.17,28.95,68.0,40.0,28.35,False,9
EVAL-RFQ-0094-V003,RFQ-0094,V003,Patel Alloys Pvt Ltd,9507.7,12,2.0,100.0,80.4,75.0,54.38,True,9
EVAL-RFQ-0094-V014,RFQ-0094,V014,Coastal Alloys Pty Ltd,9214.75,22,5.02,54.55,79.0,68.0,40.97,True,9
EVAL-RFQ-0094-V015,RFQ-0094,V015,Nordic Steel AS,9628.6,36,0.75,33.33,90.0,100.0,38.3,True,9
EVAL-RFQ-0094-V020,RFQ-0094,V020,Rajasthan Rare Earths Ltd,9518.55,28,1.89,42.86,78.4,61.0,35.39,True,9
EVAL-RFQ-0094-V008,RFQ-0094,V008,Delta Composites Inc.,9069.05,38,6.52,31.58,76.0,68.0,34.08,True,9
EVAL-RFQ-0094-V012,RFQ-0094,V012,Indra Copper Works,9701.45,42,0.0,28.57,83.4,82.0,33.45,False,9
EVAL-RFQ-0094-V023,RFQ-0094,V023,Sahara Industrial FZE,9424.0,25,2.86,48.0,68.0,40.0,33.14,False,9
EVAL-RFQ-0094-V005,RFQ-0094,V005,Cerro Negro Metals SA,9213.2,53,5.03,22.64,75.0,68.0,30.61,False,9
EVAL-RFQ-0095-V013,RFQ-0095,V013,Vantage Sensors GmbH,142485.75,30,11.81,100.0,88.0,89.0,61.22,True,9
EVAL-RFQ-0095-V016,RFQ-0095,V016,Precision Arc Systems,161569.35,40,0.0,75.0,68.0,54.0,41.5,True,9
EVAL-RFQ-0096-V004,RFQ-0096,V004,Strömberg Hydraulics AB,125280.7,16,6.41,100.0,93.0,100.0,61.17,True,9
EVAL-RFQ-0096-V009,RFQ-0096,V009,Fischer & Söhne KG,123532.08,23,7.72,69.57,89.0,100.0,51.76,True,9
EVAL-RFQ-0096-V001,RFQ-0096,V001,Kovacs Precision GmbH,125044.4,33,6.59,48.48,91.0,100.0,45.38,True,9
EVAL-RFQ-0096-V010,RFQ-0096,V010,Adriatic Fastenings d.o.o.,112423.2,30,16.02,53.33,74.0,61.0,43.31,True,9
EVAL-RFQ-0096-V024,RFQ-0096,V024,BalticTech UAB,125772.76,28,6.05,57.14,80.0,40.0,39.56,True,9
EVAL-RFQ-0096-V007,RFQ-0096,V007,Nakamura Tooling Co.,133868.12,49,0.0,32.65,92.0,96.0,37.8,False,9
EVAL-RFQ-0096-V019,RFQ-0096,V019,Emerald Isle Castings Ltd,132453.1,52,1.06,30.77,87.0,75.0,34.55,False,9
EVAL-RFQ-0097-V001,RFQ-0097,V001,Kovacs Precision GmbH,35676.24,15,1.61,100.0,91.0,100.0,58.84,True,9
EVAL-RFQ-0097-V010,RFQ-0097,V010,Adriatic Fastenings d.o.o.,36259.32,15,0.0,100.0,74.0,61.0,50.9,True,9
EVAL-RFQ-0097-V017,RFQ-0097,V017,Türk Makina A.Ş.,31254.12,23,13.8,65.22,73.0,61.0,45.79,True,9
EVAL-RFQ-0097-V007,RFQ-0097,V007,Nakamura Tooling Co.,36189.66,44,0.19,34.09,92.0,96.0,38.3,True,9
EVAL-RFQ-0098-V006,RFQ-0098,V006,Bright Spark Electronics Ltd,45147.68,23,13.58,100.0,72.0,61.0,55.93,True,9
EVAL-RFQ-0098-V002,RFQ-0098,V002,Tanaka Electrical KK,48488.36,33,7.18,69.7,90.0,89.0,50.68,True,9
EVAL-RFQ-0098-V011,RFQ-0098,V011,Solaris Power Components,40282.16,36,22.89,63.89,70.0,54.0,47.72,True,9
EVAL-RFQ-0098-V013,RFQ-0098,V013,Vantage Sensors GmbH,48395.24,52,7.36,44.23,88.0,89.0,42.71,True,9
EVAL-RFQ-0098-V021,RFQ-0098,V021,Helios Micro Systems,48670.72,50,6.83,46.0,82.0,40.0,36.93,True,9
EVAL-RFQ-0098-V016,RFQ-0098,V016,Precision Arc Systems,47650.28,53,8.79,43.4,68.0,54.0,35.53,False,9
EVAL-RFQ-0098-V018,RFQ-0098,V018,Guangzhou Mech & Elec Co.,52240.32,39,0.0,58.97,55.4,54.0,34.17,False,9
EVAL-RFQ-0099-V011,RFQ-0099,V011,Solaris Power Components,65720.34,29,13.02,100.0,70.0,54.0,54.61,True,9
EVAL-RFQ-0099-V013,RFQ-0099,V013,Vantage Sensors GmbH,68669.28,36,9.12,80.56,88.0,89.0,54.31,True,9
EVAL-RFQ-0099-V002,RFQ-0099,V002,Tanaka Electrical KK,68462.88,45,9.39,64.44,90.0,89.0,49.99,True,9
EVAL-RFQ-0099-V006,RFQ-0099,V006,Bright Spark Electronics Ltd,57383.07,54,24.06,53.7,72.0,61.0,46.23,True,9
EVAL-RFQ-0099-V018,RFQ-0099,V018,Guangzhou Mech & Elec Co.,75560.46,50,0.0,58.0,55.4,54.0,33.88,True,9
EVAL-RFQ-0100-V005,RFQ-0100,V005,Cerro Negro Metals SA,49694.4,11,13.9,100.0,75.0,68.0,57.36,True,9
EVAL-RFQ-0100-V012,RFQ-0100,V012,Indra Copper Works,57719.76,20,0.0,55.0,83.4,82.0,41.38,True,9
EVAL-RFQ-0100-V015,RFQ-0100,V015,Nordic Steel AS,57634.08,50,0.15,22.0,90.0,100.0,34.66,True,9
EVAL-RFQ-0100-V003,RFQ-0100,V003,Patel Alloys Pvt Ltd,54728.1,50,5.18,22.0,80.4,75.0,32.25,True,9
EVAL-RFQ-0100-V020,RFQ-0100,V020,Rajasthan Rare Earths Ltd,53269.16,46,7.71,23.91,78.4,61.0,32.04,True,9
EVAL-RFQ-0101-V001,RFQ-0101,V001,Kovacs Precision GmbH,44481.36,20,9.64,100.0,91.0,100.0,62.05,True,9
EVAL-RFQ-0101-V009,RFQ-0101,V009,Fischer & Söhne KG,44789.36,21,9.01,95.24,89.0,100.0,59.98,True,9
EVAL-RFQ-0101-V010,RFQ-0101,V010,Adriatic Fastenings d.o.o.,41543.04,33,15.61,60.61,74.0,61.0,45.32,True,9
EVAL-RFQ-0101-V019,RFQ-0101,V019,Emerald Isle Castings Ltd,48202.0,32,2.08,62.5,87.0,75.0,44.48,True,9
EVAL-RFQ-0101-V004,RFQ-0101,V004,Strömberg Hydraulics AB,47308.8,50,3.89,40.0,93.0,100.0,42.16,True,9
EVAL-RFQ-0101-V007,RFQ-0101,V007,Nakamura Tooling Co.,49224.56,52,0.0,38.46,92.0,96.0,39.54,False,9
EVAL-RFQ-0101-V022,RFQ-0101,V022,Andean Precision SRL,41952.68,48,14.77,41.67,70.0,40.0,36.41,False,9
EVAL-RFQ-0102-V010,RFQ-0102,V010,Adriatic Fastenings d.o.o.,106586.48,11,10.63,100.0,74.0,61.0,55.15,True,9
EVAL-RFQ-0102-V004,RFQ-0102,V004,Strömberg Hydraulics AB,115881.7,33,2.83,33.33,93.0,100.0,39.73,True,9
EVAL-RFQ-0102-V001,RFQ-0102,V001,Kovacs Precision GmbH,114519.24,37,3.98,29.73,91.0,100.0,38.71,True,9
EVAL-RFQ-0102-V017,RFQ-0102,V017,Türk Makina A.Ş.,111992.76,22,6.09,50.0,73.0,61.0,38.14,True,9
EVAL-RFQ-0102-V009,RFQ-0102,V009,Fischer & Söhne KG,112670.36,44,5.53,25.0,89.0,100.0,37.51,True,9
EVAL-RFQ-0102-V019,RFQ-0102,V019,Emerald Isle Castings Ltd,119260.02,40,0.0,27.5,87.0,75.0,33.15,False,9
EVAL-RFQ-0102-V022,RFQ-0102,V022,Andean Precision SRL,106206.54,47,10.95,23.4,70.0,40.0,29.4,False,9
EVAL-RFQ-0103-V012,RFQ-0103,V012,Indra Copper Works,11664.38,10,9.92,100.0,83.4,82.0,58.85,True,9
EVAL-RFQ-0103-V008,RFQ-0103,V008,Delta Composites Inc.,10599.68,22,18.14,45.45,76.0,68.0,42.89,True,9
EVAL-RFQ-0103-V015,RFQ-0103,V015,Nordic Steel AS,11455.08,32,11.54,31.25,90.0,100.0,41.99,True,9
EVAL-RFQ-0103-V003,RFQ-0103,V003,Patel Alloys Pvt Ltd,10992.8,28,15.11,35.71,80.4,75.0,40.34,True,9
EVAL-RFQ-0103-V005,RFQ-0103,V005,Cerro Negro Metals SA,10849.02,38,16.22,26.32,75.0,68.0,36.18,True,9
EVAL-RFQ-0103-V020,RFQ-0103,V020,Rajasthan Rare Earths Ltd,11274.9,55,12.93,18.18,78.4,61.0,32.41,False,9
EVAL-RFQ-0103-V014,RFQ-0103,V014,Coastal Alloys Pty Ltd,12244.96,51,5.44,19.61,79.0,68.0,30.66,False,9
EVAL-RFQ-0103-V023,RFQ-0103,V023,Sahara Industrial FZE,12949.3,45,0.0,22.22,68.0,40.0,24.27,False,9
EVAL-RFQ-0104-V007,RFQ-0104,V007,Nakamura Tooling Co.,8675.68,24,0.0,100.0,92.0,96.0,58.0,True,10
EVAL-RFQ-0104-V019,RFQ-0104,V019,Emerald Isle Castings Ltd,8252.56,27,4.88,88.89,87.0,75.0,53.52,True,10
EVAL-RFQ-0104-V009,RFQ-0104,V009,Fischer & Söhne KG,7491.46,44,13.65,54.55,89.0,100.0,49.62,True,10
EVAL-RFQ-0104-V010,RFQ-0104,V010,Adriatic Fastenings d.o.o.,7537.9,35,13.11,68.57,74.0,61.0,46.72,True,10
EVAL-RFQ-0104-V004,RFQ-0104,V004,Strömberg Hydraulics AB,8124.42,51,6.35,47.06,93.0,100.0,45.26,True,10
EVAL-RFQ-0105-V018,RFQ-0105,V018,Guangzhou Mech & Elec Co.,114382.12,18,6.58,100.0,53.8,54.0,48.79,True,10
EVAL-RFQ-0105-V002,RFQ-0105,V002,Tanaka Electrical KK,106417.12,52,13.08,34.62,90.0,89.0,42.52,True,10
EVAL-RFQ-0105-V021,RFQ-0105,V021,Helios Micro Systems,105742.16,54,13.63,33.33,82.0,40.0,35.85,True,10
EVAL-RFQ-0105-V006,RFQ-0105,V006,Bright Spark Electronics Ltd,122434.44,52,0.0,34.62,72.0,61.0,30.88,True,10
EVAL-RFQ-0106-V017,RFQ-0106,V017,Türk Makina A.Ş.,894.6,17,14.69,100.0,73.0,61.0,56.57,True,10
EVAL-RFQ-0106-V001,RFQ-0106,V001,Kovacs Precision GmbH,1005.9,32,4.07,53.12,91.0,100.0,45.77,True,10
EVAL-RFQ-0106-V004,RFQ-0106,V004,Strömberg Hydraulics AB,973.0,37,7.21,45.95,93.0,100.0,45.27,True,10
EVAL-RFQ-0106-V007,RFQ-0106,V007,Nakamura Tooling Co.,1048.6,34,0.0,50.0,92.0,96.0,43.0,True,10
EVAL-RFQ-0106-V009,RFQ-0106,V009,Fischer & Söhne KG,977.9,42,6.74,40.48,89.0,100.0,42.64,True,10
EVAL-RFQ-0106-V022,RFQ-0106,V022,Andean Precision SRL,932.4,29,11.08,58.62,70.0,40.0,40.02,False,10
EVAL-RFQ-0106-V019,RFQ-0106,V019,Emerald Isle Castings Ltd,1047.2,37,0.13,45.95,87.0,75.0,38.74,False,10
EVAL-RFQ-0106-V024,RFQ-0106,V024,BalticTech UAB,1003.1,34,4.34,50.0,80.0,40.0,36.74,False,10
