wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0105-I05,WO-2024-0105,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,45,pcs,375.58,2024-12-01,Mechanical Parts
WO-2024-0106-I01,WO-2024-0106,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,94,pcs,395.67,2024-11-21,Mechanical Parts
WO-2024-0106-I02,WO-2024-0106,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,102,kg,3.9,2024-11-13,Mechanical Parts
WO-2024-0106-I03,WO-2024-0106,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,62,pcs,16.66,2024-11-21,Electrical Components
WO-2024-0107-I01,WO-2024-0107,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,35,kg,2.88,2024-11-25,Raw Materials
WO-2024-0107-I02,WO-2024-0107,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,104.02,2024-11-18,Electrical Components
WO-2024-0107-I03,WO-2024-0107,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,86,pcs,367.05,2024-11-24,Electrical Components
WO-2024-0107-I04,WO-2024-0107,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,63,pcs,89.63,2024-11-19,Electrical Components
WO-2024-0107-I05,WO-2024-0107,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,112,pcs,159.46,2024-11-27,Mechanical Parts
WO-2024-0107-I06,WO-2024-0107,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,81,kg,3.92,2024-11-26,Mechanical Parts
WO-2024-0108-I01,WO-2024-0108,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,35,pcs,103.34,2024-11-23,Electrical Components
WO-2024-0108-I02,WO-2024-0108,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,28,pcs,384.04,2024-11-24,Mechanical Parts
WO-2024-0108-I03,WO-2024-0108,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,15,pcs,100.88,2024-11-24,Electrical Components
WO-2024-0108-I04,WO-2024-0108,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,51,pcs,1485.62,2024-11-22,Electrical Components
WO-2024-0110-I01,WO-2024-0110,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,64,kg,4.74,2024-12-07,Raw Materials
WO-2024-0110-I02,WO-2024-0110,RAW-4403,Copper Busbar 40×4mm,Raw Materials,66,m,21.2,2024-12-16,Raw Materials
WO-2024-0110-I03,WO-2024-0110,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,108,MT,706.36,2024-12-16,Raw Materials
WO-2024-0111-I01,WO-2024-0111,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,118,pcs,207.24,2024-11-03,Mechanical Parts
WO-2024-0111-I02,WO-2024-0111,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,44,pcs,384.27,2024-11-05,Mechanical Parts
WO-2024-0111-I03,WO-2024-0111,RAW-4403,Copper Busbar 40×4mm,Raw Materials,109,m,22.19,2024-11-02,Raw Materials
WO-2024-0111-I04,WO-2024-0111,RAW-4405,HDPE Rod 50mm dia,Raw Materials,37,m,11.04,2024-11-01,Raw Materials
WO-2024-0112-I01,WO-2024-0112,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,60,kg,4.15,2024-11-28,Mechanical Parts
WO-2024-0112-I02,WO-2024-0112,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,148.59,2024-11-22,Mechanical Parts
WO-2024-0112-I03,WO-2024-0112,RAW-4403,Copper Busbar 40×4mm,Raw Materials,54,m,19.57,2024-11-26,Raw Materials
WO-2024-0112-I04,WO-2024-0112,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,28,pcs,1778.11,2024-11-28,Electrical Components
WO-2024-0113-I01,WO-2024-0113,RAW-4403,Copper Busbar 40×4mm,Raw Materials,15,m,21.39,2024-12-26,Raw Materials
WO-2024-0113-I02,WO-2024-0113,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,110,pcs,152.04,2024-12-25,Mechanical Parts
WO-2024-0113-I03,WO-2024-0113,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,42,kg,2.92,2024-12-24,Raw Materials
WO-2024-0113-I04,WO-2024-0113,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,86.26,2024-12-17,Electrical Components
WO-2024-0116-I01,WO-2024-0116,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,35,pcs,35.39,2024-11-13,Mechanical Parts
WO-2024-0116-I02,WO-2024-0116,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,51,pcs,150.93,2024-11-22,Mechanical Parts
WO-2024-0117-I01,WO-2024-0117,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,78,pcs,1574.97,2025-01-04,Electrical Components
WO-2024-0117-I02,WO-2024-0117,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,51,pcs,17.26,2025-01-03,Electrical Components
WO-2024-0117-I03,WO-2024-0117,RAW-4403,Copper Busbar 40×4mm,Raw Materials,88,m,19.88,2024-12-28,Raw Materials
WO-2024-0117-I04,WO-2024-0117,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,19,pcs,131.14,2025-01-02,Mechanical Parts
WO-2024-0118-I01,WO-2024-0118,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,38,kg,4.21,2025-01-15,Mechanical Parts
WO-2024-0118-I02,WO-2024-0118,RAW-4403,Copper Busbar 40×4mm,Raw Materials,32,m,25.34,2025-01-06,Raw Materials
WO-2024-0119-I01,WO-2024-0119,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,14,pcs,34.77,2024-12-04,Mechanical Parts
WO-2024-0119-I02,WO-2024-0119,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,120,kg,4.59,2024-12-03,Raw Materials
WO-2024-0120-I01,WO-2024-0120,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,42,kg,3.37,2024-12-30,Raw Materials
WO-2024-0120-I02,WO-2024-0120,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,113,pcs,137.33,2024-12-23,Mechanical Parts
WO-2024-0120-I03,WO-2024-0120,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,95,pcs,385.91,2024-12-26,Electrical Components
WO-2024-0120-I04,WO-2024-0120,RAW-4403,Copper Busbar 40×4mm,Raw Materials,86,m,18.88,2024-12-30,Raw Materials
WO-2024-0121-I01,WO-2024-0121,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,8,pcs,228.82,2024-12-23,Mechanical Parts
WO-2024-0121-I02,WO-2024-0121,RAW-4403,Copper Busbar 40×4mm,Raw Materials,78,m,21.31,2024-12-30,Raw Materials
WO-2024-0121-I03,WO-2024-0121,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,107,pcs,19.55,2024-12-25,Electrical Components
WO-2024-0122-I01,WO-2024-0122,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,72,pcs,95.23,2024-11-23,Electrical Components
WO-2024-0122-I02,WO-2024-0122,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,57,kg,3.29,2024-11-18,Raw Materials
WO-2024-0122-I03,WO-2024-0122,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,14,kg,3.68,2024-11-17,Raw Materials
WO-2024-0122-I04,WO-2024-0122,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,45,pcs,18.59,2024-11-18,Electrical Components
WO-2024-0123-I01,WO-2024-0123,RAW-4405,HDPE Rod 50mm dia,Raw Materials,75,m,15.08,2025-01-11,Raw Materials
WO-2024-0123-I02,WO-2024-0123,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,28,kg,4.61,2025-01-09,Raw Materials
WO-2024-0123-I03,WO-2024-0123,RAW-4403,Copper Busbar 40×4mm,Raw Materials,21,m,20.35,2025-01-09,Raw Materials
WO-2024-0124-I01,WO-2024-0124,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,33,pcs,30.92,2024-12-10,Mechanical Parts
WO-2024-0124-I02,WO-2024-0124,RAW-4405,HDPE Rod 50mm dia,Raw Materials,71,m,15.47,2024-12-09,Raw Materials
WO-2024-0124-I03,WO-2024-0124,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,113,pcs,1538.62,2024-12-02,Electrical Components
WO-2024-0124-I04,WO-2024-0124,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,30,kg,3.14,2024-12-10,Raw Materials
WO-2024-0125-I01,WO-2024-0125,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,79,pcs,350.07,2025-01-11,Electrical Components
WO-2024-0125-I02,WO-2024-0125,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,89,pcs,149.48,2025-01-06,Mechanical Parts
WO-2024-0125-I03,WO-2024-0125,RAW-4405,HDPE Rod 50mm dia,Raw Materials,120,m,14.8,2025-01-07,Raw Materials
WO-2024-0125-I04,WO-2024-0125,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,112,MT,744.32,2025-01-14,Raw Materials
WO-2024-0125-I05,WO-2024-0125,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,10,pcs,39.42,2025-01-07,Mechanical Parts
WO-2024-0125-I06,WO-2024-0125,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,8,pcs,89.44,2025-01-17,Electrical Components
WO-2024-0126-I01,WO-2024-0126,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,93.27,2024-11-28,Electrical Components
WO-2024-0126-I02,WO-2024-0126,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,43,pcs,100.77,2024-11-27,Electrical Components
WO-2024-0126-I03,WO-2024-0126,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,108,MT,698.72,2024-12-04,Raw Materials
WO-2024-0126-I04,WO-2024-0126,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,56,pcs,373.22,2024-12-04,Mechanical Parts
WO-2024-0126-I05,WO-2024-0126,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,14,pcs,18.81,2024-11-30,Electrical Components
WO-2024-0126-I06,WO-2024-0126,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,25,pcs,363.64,2024-11-27,Electrical Components
WO-2024-0127-I01,WO-2024-0127,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,115,kg,3.94,2024-12-31,Raw Materials
WO-2024-0127-I02,WO-2024-0127,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,56,kg,3.02,2024-12-27,Raw Materials
WO-2024-0127-I03,WO-2024-0127,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,52,pcs,1643.37,2025-01-01,Electrical Components
WO-2024-0127-I04,WO-2024-0127,RAW-4405,HDPE Rod 50mm dia,Raw Materials,18,m,13.41,2024-12-28,Raw Materials
WO-2024-0128-I01,WO-2024-0128,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,54,pcs,158.34,2025-02-03,Mechanical Parts
WO-2024-0128-I02,WO-2024-0128,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,58,pcs,361.84,2025-01-28,Mechanical Parts
WO-2024-0128-I03,WO-2024-0128,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,115,kg,4.47,2025-01-31,Mechanical Parts
WO-2024-0130-I01,WO-2024-0130,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,104.89,2025-02-17,Electrical Components
WO-2024-0130-I02,WO-2024-0130,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,81,pcs,1868.39,2025-02-17,Electrical Components
WO-2024-0130-I03,WO-2024-0130,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,88,pcs,392.57,2025-02-23,Mechanical Parts
WO-2024-0131-I01,WO-2024-0131,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,51,pcs,27.21,2025-02-11,Mechanical Parts
WO-2024-0131-I02,WO-2024-0131,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,11,kg,3.67,2025-02-18,Mechanical Parts
WO-2024-0131-I03,WO-2024-0131,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,29,kg,2.9,2025-02-09,Raw Materials
WO-2024-0131-I04,WO-2024-0131,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,41,pcs,1597.65,2025-02-10,Electrical Components
WO-2024-0131-I05,WO-2024-0131,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,69,pcs,100.72,2025-02-19,Electrical Components
WO-2024-0132-I01,WO-2024-0132,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,106,pcs,179.98,2025-02-07,Mechanical Parts
WO-2024-0132-I02,WO-2024-0132,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,76,pcs,108.16,2025-02-01,Electrical Components
WO-2024-0132-I03,WO-2024-0132,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,101,pcs,1712.55,2025-02-09,Electrical Components
WO-2024-0133-I01,WO-2024-0133,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,96,pcs,396.11,2025-01-26,Mechanical Parts
WO-2024-0133-I02,WO-2024-0133,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,65,pcs,33.88,2025-01-26,Mechanical Parts
WO-2024-0134-I01,WO-2024-0134,RAW-4405,HDPE Rod 50mm dia,Raw Materials,55,m,16.5,2025-01-12,Raw Materials
WO-2024-0134-I02,WO-2024-0134,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,99,pcs,116.67,2025-01-05,Electrical Components
WO-2024-0134-I03,WO-2024-0134,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,80,pcs,1542.14,2025-01-10,Electrical Components
WO-2024-0134-I04,WO-2024-0134,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,111,pcs,34.81,2025-01-02,Mechanical Parts
WO-2024-0135-I01,WO-2024-0135,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,91,pcs,1529.33,2025-01-03,Electrical Components
WO-2024-0135-I02,WO-2024-0135,RAW-4405,HDPE Rod 50mm dia,Raw Materials,58,m,14.53,2025-01-08,Raw Materials
WO-2024-0136-I01,WO-2024-0136,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,97,pcs,13.54,2024-12-22,Electrical Components
WO-2024-0136-I02,WO-2024-0136,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,66,kg,3.35,2024-12-25,Mechanical Parts
WO-2024-0136-I03,WO-2024-0136,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,85,MT,706.33,2024-12-20,Raw Materials
WO-2024-0136-I04,WO-2024-0136,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,104,pcs,116.71,2024-12-27,Electrical Components
WO-2024-0136-I05,WO-2024-0136,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,23,kg,3.45,2024-12-22,Raw Materials
WO-2024-0136-I06,WO-2024-0136,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,36,pcs,202.75,2024-12-25,Mechanical Parts
WO-2024-0137-I01,WO-2024-0137,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,31,pcs,92.71,2025-01-19,Electrical Components
WO-2024-0137-I02,WO-2024-0137,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,104,pcs,36.55,2025-01-28,Mechanical Parts
WO-2024-0137-I03,WO-2024-0137,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,15.46,2025-01-20,Raw Materials
WO-2024-0137-I04,WO-2024-0137,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,99,kg,3.35,2025-01-27,Raw Materials
WO-2024-0138-I01,WO-2024-0138,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,45,MT,768.38,2025-02-01,Raw Materials
WO-2024-0138-I02,WO-2024-0138,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,63,pcs,20.58,2025-01-30,Electrical Components
WO-2024-0138-I03,WO-2024-0138,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,48,pcs,375.62,2025-01-28,Electrical Components
WO-2024-0138-I04,WO-2024-0138,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,91,pcs,101.71,2025-02-05,Electrical Components
WO-2024-0139-I01,WO-2024-0139,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,33,pcs,20.26,2025-01-15,Electrical Components
WO-2024-0139-I02,WO-2024-0139,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,43,pcs,227.89,2025-01-23,Mechanical Parts
WO-2024-0139-I03,WO-2024-0139,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,95,kg,3.59,2025-01-19,Raw Materials
WO-2024-0139-I04,WO-2024-0139,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,95,kg,3.91,2025-01-24,Mechanical Parts
WO-2024-0139-I05,WO-2024-0139,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,66,pcs,355.37,2025-01-18,Electrical Components
WO-2024-0139-I06,WO-2024-0139,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,106,kg,3.27,2025-01-16,Raw Materials
WO-2024-0140-I01,WO-2024-0140,RAW-4405,HDPE Rod 50mm dia,Raw Materials,10,m,12.1,2025-02-14,Raw Materials
WO-2024-0140-I02,WO-2024-0140,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,96,pcs,91.06,2025-02-11,Electrical Components
WO-2024-0140-I03,WO-2024-0140,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,61,pcs,1699.12,2025-02-13,Electrical Components
WO-2024-0140-I04,WO-2024-0140,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,100,pcs,34.35,2025-02-21,Mechanical Parts
WO-2024-0140-I05,WO-2024-0140,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,4.3,2025-02-13,Mechanical Parts
WO-2024-0141-I01,WO-2024-0141,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,134.97,2024-12-27,Mechanical Parts
WO-2024-0141-I02,WO-2024-0141,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,105.67,2025-01-04,Electrical Components
WO-2024-0141-I03,WO-2024-0141,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,72,kg,3.07,2025-01-02,Raw Materials
WO-2024-0142-I01,WO-2024-0142,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,75,pcs,158.11,2025-03-05,Mechanical Parts
WO-2024-0142-I02,WO-2024-0142,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,646.41,2025-03-02,Raw Materials
WO-2024-0142-I03,WO-2024-0142,RAW-4403,Copper Busbar 40×4mm,Raw Materials,117,m,23.95,2025-03-12,Raw Materials
WO-2024-0142-I04,WO-2024-0142,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,66,pcs,36.97,2025-03-02,Mechanical Parts
WO-2024-0142-I05,WO-2024-0142,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,101,pcs,388.73,2025-03-04,Mechanical Parts
WO-2024-0143-I01,WO-2024-0143,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,58,pcs,239.8,2025-02-22,Mechanical Parts
WO-2024-0143-I02,WO-2024-0143,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,27,pcs,398.32,2025-02-19,Electrical Components
WO-2024-0143-I03,WO-2024-0143,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,9,kg,3.44,2025-02-21,Raw Materials
WO-2024-0143-I04,WO-2024-0143,RAW-4403,Copper Busbar 40×4mm,Raw Materials,55,m,21.75,2025-02-17,Raw Materials
WO-2024-0143-I05,WO-2024-0143,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,28,pcs,396.77,2025-02-24,Mechanical Parts
WO-2024-0143-I06,WO-2024-0143,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,116,pcs,41.48,2025-02-20,Mechanical Parts
WO-2024-0144-I01,WO-2024-0144,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,72,kg,3.65,2025-03-03,Mechanical Parts
WO-2024-0144-I02,WO-2024-0144,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,22,pcs,21.13,2025-03-05,Electrical Components
WO-2024-0144-I03,WO-2024-0144,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,64,MT,677.19,2025-03-03,Raw Materials
WO-2024-0144-I04,WO-2024-0144,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,108,pcs,344.14,2025-03-09,Electrical Components
WO-2024-0145-I01,WO-2024-0145,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,106,pcs,371.22,2025-02-19,Mechanical Parts
WO-2024-0145-I02,WO-2024-0145,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,91,kg,3.18,2025-02-15,Raw Materials
WO-2024-0145-I03,WO-2024-0145,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,27,pcs,1815.71,2025-02-09,Electrical Components
WO-2024-0146-I01,WO-2024-0146,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,22,pcs,1817.92,2025-02-06,Electrical Components
WO-2024-0146-I02,WO-2024-0146,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,36,pcs,138.7,2025-02-04,Mechanical Parts
WO-2024-0146-I03,WO-2024-0146,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,54,pcs,94.03,2025-02-01,Electrical Components
WO-2024-0146-I04,WO-2024-0146,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,101,MT,657.07,2025-02-09,Raw Materials
WO-2024-0146-I05,WO-2024-0146,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,47,kg,4.02,2025-02-06,Raw Materials
WO-2024-0146-I06,WO-2024-0146,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,97,pcs,32.08,2025-02-07,Mechanical Parts
WO-2024-0147-I01,WO-2024-0147,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,64,MT,658.53,2025-02-11,Raw Materials
WO-2024-0147-I02,WO-2024-0147,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,56,pcs,164.89,2025-02-09,Mechanical Parts
WO-2024-0148-I01,WO-2024-0148,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,22,pcs,1797.37,2025-02-15,Electrical Components
WO-2024-0148-I02,WO-2024-0148,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,63,pcs,110.52,2025-02-15,Electrical Components
WO-2024-0148-I03,WO-2024-0148,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,82,pcs,228.01,2025-02-15,Mechanical Parts
WO-2024-0148-I04,WO-2024-0148,RAW-4403,Copper Busbar 40×4mm,Raw Materials,94,m,20.19,2025-02-13,Raw Materials
WO-2024-0149-I01,WO-2024-0149,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,116,MT,771.6,2025-02-13,Raw Materials
WO-2024-0149-I02,WO-2024-0149,RAW-4403,Copper Busbar 40×4mm,Raw Materials,72,m,20.1,2025-02-14,Raw Materials
WO-2024-0149-I03,WO-2024-0149,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,95,pcs,102.16,2025-02-16,Electrical Components
WO-2024-0150-I01,WO-2024-0150,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,114,pcs,216.96,2025-03-23,Mechanical Parts
WO-2024-0150-I02,WO-2024-0150,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,19,pcs,117.03,2025-03-28,Electrical Components
WO-2024-0150-I03,WO-2024-0150,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,96,pcs,343.18,2025-03-29,Electrical Components
WO-2024-0150-I04,WO-2024-0150,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,16,pcs,38.43,2025-03-25,Mechanical Parts
WO-2024-0150-I05,WO-2024-0150,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,62,kg,3.21,2025-03-23,Raw Materials
WO-2024-0150-I06,WO-2024-0150,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1579.96,2025-03-26,Electrical Components
WO-2024-0151-I01,WO-2024-0151,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,55,MT,679.07,2025-02-23,Raw Materials
WO-2024-0151-I02,WO-2024-0151,RAW-4403,Copper Busbar 40×4mm,Raw Materials,5,m,23.41,2025-03-01,Raw Materials
WO-2024-0151-I03,WO-2024-0151,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,3.23,2025-03-06,Mechanical Parts
WO-2024-0151-I04,WO-2024-0151,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,59,kg,3.09,2025-02-28,Raw Materials
WO-2024-0151-I05,WO-2024-0151,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,13,pcs,373.79,2025-03-01,Mechanical Parts
WO-2024-0152-I01,WO-2024-0152,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,28,kg,4.19,2025-01-18,Mechanical Parts
WO-2024-0152-I02,WO-2024-0152,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,103,pcs,97.74,2025-01-13,Electrical Components
WO-2024-0153-I01,WO-2024-0153,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,92,pcs,20.21,2025-02-08,Electrical Components
WO-2024-0153-I02,WO-2024-0153,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,4.04,2025-02-07,Raw Materials
WO-2024-0153-I03,WO-2024-0153,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,88,pcs,106.78,2025-02-11,Electrical Components
WO-2024-0153-I04,WO-2024-0153,RAW-4403,Copper Busbar 40×4mm,Raw Materials,20,m,18.96,2025-02-04,Raw Materials
WO-2024-0153-I05,WO-2024-0153,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,73,pcs,155.73,2025-02-12,Mechanical Parts
WO-2024-0154-I01,WO-2024-0154,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,91,kg,3.92,2025-01-28,Mechanical Parts
WO-2024-0154-I02,WO-2024-0154,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,59,pcs,16.45,2025-01-20,Electrical Components
WO-2024-0155-I01,WO-2024-0155,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,9,pcs,238.54,2025-02-24,Mechanical Parts
WO-2024-0155-I02,WO-2024-0155,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,58,kg,3.19,2025-02-23,Raw Materials
WO-2024-0155-I03,WO-2024-0155,RAW-4403,Copper Busbar 40×4mm,Raw Materials,118,m,23.15,2025-02-27,Raw Materials
WO-2024-0155-I04,WO-2024-0155,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,35,pcs,152.24,2025-02-26,Mechanical Parts
WO-2024-0158-I01,WO-2024-0158,RAW-4403,Copper Busbar 40×4mm,Raw Materials,57,m,17.15,2025-02-22,Raw Materials
WO-2024-0158-I02,WO-2024-0158,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,53,pcs,328.76,2025-02-21,Electrical Components
WO-2024-0158-I03,WO-2024-0158,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,73,pcs,1667.41,2025-02-27,Electrical Components
