bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype,month_index
BID-RFQ-0073-V018,RFQ-0073,V018,Guangzhou Mech & Elec Co.,2024-09-02,115.68,59690.88,33,30,8.39,aggressive_bidder,7
BID-RFQ-0073-V006,RFQ-0073,V006,Bright Spark Electronics Ltd,2024-09-03,99.84,51517.44,50,30,-6.45,volatile,7
BID-RFQ-0073-V002,RFQ-0073,V002,Tanaka Electrical KK,2024-08-31,110.54,57038.64,24,30,3.58,conservative,7
BID-RFQ-0073-V021,RFQ-0073,V021,Helios Micro Systems,2024-08-31,113.87,58756.92,52,30,6.7,conservative,7
BID-RFQ-0074-V016,RFQ-0074,V016,Precision Arc Systems,2024-08-26,29.55,6441.9,41,30,-9.36,volatile,7
BID-RFQ-0074-V018,RFQ-0074,V018,Guangzhou Mech & Elec Co.,2024-08-26,36.08,7865.44,38,30,10.65,aggressive_bidder,7
BID-RFQ-0074-V002,RFQ-0074,V002,Tanaka Electrical KK,2024-08-27,33.89,7388.02,16,30,3.94,conservative,7
BID-RFQ-0074-V013,RFQ-0074,V013,Vantage Sensors GmbH,2024-08-27,32.91,7174.38,52,30,0.94,conservative,7
BID-RFQ-0075-V021,RFQ-0075,V021,Helios Micro Systems,2024-09-13,130.09,27058.72,51,30,5.69,conservative,7
BID-RFQ-0075-V016,RFQ-0075,V016,Precision Arc Systems,2024-09-12,119.4,24835.2,24,30,-2.99,volatile,7
BID-RFQ-0075-V011,RFQ-0075,V011,Solaris Power Components,2024-09-13,129.42,26919.36,46,30,5.15,volatile,7
BID-RFQ-0075-V006,RFQ-0075,V006,Bright Spark Electronics Ltd,2024-09-11,105.49,21941.92,13,30,-14.3,volatile,7
BID-RFQ-0075-V002,RFQ-0075,V002,Tanaka Electrical KK,2024-09-11,127.1,26436.8,53,30,3.26,conservative,7
BID-RFQ-0075-V013,RFQ-0075,V013,Vantage Sensors GmbH,2024-09-10,127.35,26488.8,30,30,3.47,conservative,7
BID-RFQ-0076-V002,RFQ-0076,V002,Tanaka Electrical KK,2024-08-30,689.15,244648.25,48,30,2.21,conservative,7
BID-RFQ-0076-V021,RFQ-0076,V021,Helios Micro Systems,2024-08-29,688.41,244385.55,41,30,2.1,conservative,7
BID-RFQ-0076-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,2024-08-29,642.65,228140.75,54,30,-4.69,volatile,7
BID-RFQ-0076-V013,RFQ-0076,V013,Vantage Sensors GmbH,2024-08-30,718.41,255035.55,45,30,6.55,conservative,7
BID-RFQ-0076-V016,RFQ-0076,V016,Precision Arc Systems,2024-08-30,623.69,221409.95,43,30,-7.5,volatile,7
BID-RFQ-0077-V002,RFQ-0077,V002,Tanaka Electrical KK,2024-09-03,307.17,75256.65,39,30,1.98,conservative,7
BID-RFQ-0077-V021,RFQ-0077,V021,Helios Micro Systems,2024-09-04,309.62,75856.9,22,30,2.79,conservative,7
BID-RFQ-0077-V006,RFQ-0077,V006,Bright Spark Electronics Ltd,2024-09-04,277.11,67891.95,13,30,-8.0,volatile,7
BID-RFQ-0077-V013,RFQ-0077,V013,Vantage Sensors GmbH,2024-09-03,307.01,75217.45,47,30,1.92,conservative,7
BID-RFQ-0078-V015,RFQ-0078,V015,Nordic Steel AS,2024-09-01,242.31,91108.56,51,30,-4.82,reliable,7
BID-RFQ-0078-V005,RFQ-0078,V005,Cerro Negro Metals SA,2024-08-31,225.83,84912.08,50,30,-11.29,aggressive_bidder,7
BID-RFQ-0078-V012,RFQ-0078,V012,Indra Copper Works,2024-09-01,247.98,93240.48,11,30,-2.59,reliable,7
BID-RFQ-0078-V023,RFQ-0078,V023,Sahara Industrial FZE,2024-08-30,273.15,102704.4,29,30,7.29,volatile,7
BID-RFQ-0078-V008,RFQ-0078,V008,Delta Composites Inc.,2024-08-30,238.26,89585.76,54,30,-6.41,aggressive_bidder,7
BID-RFQ-0078-V020,RFQ-0078,V020,Rajasthan Rare Earths Ltd,2024-09-02,245.16,92180.16,43,30,-3.7,relationship_focused,7
BID-RFQ-0078-V003,RFQ-0078,V003,Patel Alloys Pvt Ltd,2024-09-01,251.67,94627.92,48,30,-1.14,relationship_focused,7
BID-RFQ-0079-V021,RFQ-0079,V021,Helios Micro Systems,2024-08-21,174.2,16549.0,15,30,4.45,conservative,7
BID-RFQ-0079-V002,RFQ-0079,V002,Tanaka Electrical KK,2024-08-20,171.52,16294.4,44,30,2.84,conservative,7
BID-RFQ-0079-V018,RFQ-0079,V018,Guangzhou Mech & Elec Co.,2024-08-20,184.34,17512.3,52,30,10.52,aggressive_bidder,7
BID-RFQ-0079-V006,RFQ-0079,V006,Bright Spark Electronics Ltd,2024-08-21,163.96,15576.2,54,30,-1.69,volatile,7
BID-RFQ-0079-V016,RFQ-0079,V016,Precision Arc Systems,2024-08-21,169.68,16119.6,48,30,1.73,volatile,7
BID-RFQ-0079-V011,RFQ-0079,V011,Solaris Power Components,2024-08-20,164.92,15667.4,34,30,-1.12,volatile,7
BID-RFQ-0079-V013,RFQ-0079,V013,Vantage Sensors GmbH,2024-08-21,170.0,16150.0,44,30,1.93,conservative,7
BID-RFQ-0080-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,2024-08-26,24.7,4742.4,55,30,1.36,conservative,7
BID-RFQ-0080-V001,RFQ-0080,V001,Kovacs Precision GmbH,2024-08-24,23.84,4577.28,19,30,-2.16,reliable,7
BID-RFQ-0080-V022,RFQ-0080,V022,Andean Precision SRL,2024-08-27,21.63,4152.96,53,30,-11.24,aggressive_bidder,7
BID-RFQ-0080-V024,RFQ-0080,V024,BalticTech UAB,2024-08-26,23.27,4467.84,24,30,-4.5,reliable,7
BID-RFQ-0080-V009,RFQ-0080,V009,Fischer & Söhne KG,2024-08-27,22.96,4408.32,17,30,-5.77,relationship_focused,7
BID-RFQ-0080-V007,RFQ-0080,V007,Nakamura Tooling Co.,2024-08-25,25.07,4813.44,54,30,2.89,conservative,7
BID-RFQ-0080-V017,RFQ-0080,V017,Türk Makina A.Ş.,2024-08-24,22.22,4266.24,21,30,-8.8,aggressive_bidder,7
BID-RFQ-0081-V024,RFQ-0081,V024,BalticTech UAB,2024-08-29,150.37,44058.41,19,30,0.2,reliable,7
BID-RFQ-0081-V007,RFQ-0081,V007,Nakamura Tooling Co.,2024-08-29,156.34,45807.62,53,30,4.18,conservative,7
BID-RFQ-0081-V017,RFQ-0081,V017,Türk Makina A.Ş.,2024-08-28,136.84,40094.12,27,30,-8.82,aggressive_bidder,7
BID-RFQ-0081-V001,RFQ-0081,V001,Kovacs Precision GmbH,2024-08-30,145.74,42701.82,29,30,-2.89,reliable,7
BID-RFQ-0081-V019,RFQ-0081,V019,Emerald Isle Castings Ltd,2024-08-30,151.43,44368.99,15,30,0.91,conservative,7
BID-RFQ-0081-V009,RFQ-0081,V009,Fischer & Söhne KG,2024-08-27,148.22,43428.46,53,30,-1.23,relationship_focused,7
BID-RFQ-0081-V004,RFQ-0081,V004,Strömberg Hydraulics AB,2024-08-30,148.17,43413.81,35,30,-1.26,reliable,7
BID-RFQ-0082-V020,RFQ-0082,V020,Rajasthan Rare Earths Ltd,2024-09-25,18.96,2976.72,48,30,-5.76,relationship_focused,8
BID-RFQ-0082-V005,RFQ-0082,V005,Cerro Negro Metals SA,2024-09-23,17.58,2760.06,18,30,-12.65,aggressive_bidder,8
BID-RFQ-0082-V003,RFQ-0082,V003,Patel Alloys Pvt Ltd,2024-09-25,18.95,2975.15,31,30,-5.82,relationship_focused,8
BID-RFQ-0082-V014,RFQ-0082,V014,Coastal Alloys Pty Ltd,2024-09-23,18.43,2893.51,51,30,-8.39,relationship_focused,8
BID-RFQ-0083-V018,RFQ-0083,V018,Guangzhou Mech & Elec Co.,2024-10-07,546.72,208300.32,21,30,6.87,aggressive_bidder,8
BID-RFQ-0083-V002,RFQ-0083,V002,Tanaka Electrical KK,2024-10-08,526.92,200756.52,36,30,3.0,conservative,8
BID-RFQ-0083-V021,RFQ-0083,V021,Helios Micro Systems,2024-10-07,534.97,203823.57,16,30,4.57,conservative,8
BID-RFQ-0084-V011,RFQ-0084,V011,Solaris Power Components,2024-09-27,337.92,173352.96,22,30,11.07,volatile,8
BID-RFQ-0084-V021,RFQ-0084,V021,Helios Micro Systems,2024-09-26,304.4,156157.2,40,30,0.06,conservative,8
BID-RFQ-0084-V013,RFQ-0084,V013,Vantage Sensors GmbH,2024-09-24,306.07,157013.91,42,30,0.6,conservative,8
BID-RFQ-0084-V002,RFQ-0084,V002,Tanaka Electrical KK,2024-09-25,312.01,160061.13,42,30,2.56,conservative,8
BID-RFQ-0084-V006,RFQ-0084,V006,Bright Spark Electronics Ltd,2024-09-24,280.14,143711.82,28,30,-7.92,volatile,8
BID-RFQ-0084-V016,RFQ-0084,V016,Precision Arc Systems,2024-09-26,286.54,146995.02,27,30,-5.81,volatile,8
BID-RFQ-0085-V012,RFQ-0085,V012,Indra Copper Works,2024-09-30,539.39,97629.59,17,30,-0.42,reliable,8
BID-RFQ-0085-V020,RFQ-0085,V020,Rajasthan Rare Earths Ltd,2024-10-01,553.52,100187.12,49,30,2.18,relationship_focused,8
BID-RFQ-0085-V015,RFQ-0085,V015,Nordic Steel AS,2024-09-30,530.85,96083.85,24,30,-2.0,reliable,8
BID-RFQ-0085-V005,RFQ-0085,V005,Cerro Negro Metals SA,2024-09-29,469.91,85053.71,33,30,-13.25,aggressive_bidder,8
BID-RFQ-0086-V001,RFQ-0086,V001,Kovacs Precision GmbH,2024-09-22,26.83,4990.38,23,30,-2.6,reliable,8
BID-RFQ-0086-V009,RFQ-0086,V009,Fischer & Söhne KG,2024-09-21,26.28,4888.08,33,30,-4.59,relationship_focused,8
BID-RFQ-0086-V022,RFQ-0086,V022,Andean Precision SRL,2024-09-22,23.62,4393.32,33,30,-14.28,aggressive_bidder,8
BID-RFQ-0086-V004,RFQ-0086,V004,Strömberg Hydraulics AB,2024-09-22,25.96,4828.56,23,30,-5.78,reliable,8
BID-RFQ-0086-V024,RFQ-0086,V024,BalticTech UAB,2024-09-23,26.3,4891.8,22,30,-4.53,reliable,8
BID-RFQ-0086-V010,RFQ-0086,V010,Adriatic Fastenings d.o.o.,2024-09-23,25.07,4663.02,12,30,-9.01,aggressive_bidder,8
BID-RFQ-0086-V007,RFQ-0086,V007,Nakamura Tooling Co.,2024-09-22,28.42,5286.12,38,30,3.16,conservative,8
BID-RFQ-0087-V024,RFQ-0087,V024,BalticTech UAB,2024-10-16,50.4,9727.2,54,30,-2.21,reliable,8
BID-RFQ-0087-V004,RFQ-0087,V004,Strömberg Hydraulics AB,2024-10-15,49.28,9511.04,41,30,-4.38,reliable,8
BID-RFQ-0087-V001,RFQ-0087,V001,Kovacs Precision GmbH,2024-10-16,50.12,9673.16,23,30,-2.75,reliable,8
BID-RFQ-0087-V019,RFQ-0087,V019,Emerald Isle Castings Ltd,2024-10-16,53.42,10310.06,29,30,3.65,conservative,8
BID-RFQ-0087-V010,RFQ-0087,V010,Adriatic Fastenings d.o.o.,2024-10-17,44.59,8605.87,28,30,-13.48,aggressive_bidder,8
BID-RFQ-0087-V007,RFQ-0087,V007,Nakamura Tooling Co.,2024-10-18,50.95,9833.35,51,30,-1.15,conservative,8
BID-RFQ-0088-V015,RFQ-0088,V015,Nordic Steel AS,2024-09-28,332.46,64829.7,18,30,-4.84,reliable,8
BID-RFQ-0088-V003,RFQ-0088,V003,Patel Alloys Pvt Ltd,2024-09-30,328.35,64028.25,44,30,-6.01,relationship_focused,8
BID-RFQ-0088-V020,RFQ-0088,V020,Rajasthan Rare Earths Ltd,2024-09-27,339.96,66292.2,24,30,-2.69,relationship_focused,8
BID-RFQ-0088-V005,RFQ-0088,V005,Cerro Negro Metals SA,2024-09-29,325.97,63564.15,37,30,-6.69,aggressive_bidder,8
BID-RFQ-0088-V023,RFQ-0088,V023,Sahara Industrial FZE,2024-09-29,354.92,69209.4,46,30,1.59,volatile,8
BID-RFQ-0089-V020,RFQ-0089,V020,Rajasthan Rare Earths Ltd,2024-10-09,226.74,64167.42,19,30,-2.75,relationship_focused,8
BID-RFQ-0089-V005,RFQ-0089,V005,Cerro Negro Metals SA,2024-10-08,218.9,61948.7,10,30,-6.11,aggressive_bidder,8
BID-RFQ-0089-V015,RFQ-0089,V015,Nordic Steel AS,2024-10-09,219.24,62044.92,18,30,-5.97,reliable,8
BID-RFQ-0089-V003,RFQ-0089,V003,Patel Alloys Pvt Ltd,2024-10-06,229.82,65039.06,20,30,-1.43,relationship_focused,8
BID-RFQ-0090-V020,RFQ-0090,V020,Rajasthan Rare Earths Ltd,2024-09-24,7.56,1043.28,11,30,-1.64,relationship_focused,8
BID-RFQ-0090-V008,RFQ-0090,V008,Delta Composites Inc.,2024-09-23,7.1,979.8,11,30,-7.61,aggressive_bidder,8
BID-RFQ-0090-V015,RFQ-0090,V015,Nordic Steel AS,2024-09-21,7.3,1007.4,53,30,-4.96,reliable,8
BID-RFQ-0090-V003,RFQ-0090,V003,Patel Alloys Pvt Ltd,2024-09-22,7.52,1037.76,17,30,-2.08,relationship_focused,8
BID-RFQ-0090-V005,RFQ-0090,V005,Cerro Negro Metals SA,2024-09-23,6.84,943.92,52,30,-11.04,aggressive_bidder,8
BID-RFQ-0090-V012,RFQ-0090,V012,Indra Copper Works,2024-09-21,7.3,1007.4,52,30,-4.93,reliable,8
BID-RFQ-0091-V021,RFQ-0091,V021,Helios Micro Systems,2024-09-16,954.67,111696.39,30,30,4.83,conservative,8
BID-RFQ-0091-V006,RFQ-0091,V006,Bright Spark Electronics Ltd,2024-09-17,879.47,102897.99,46,30,-3.43,volatile,8
BID-RFQ-0091-V018,RFQ-0091,V018,Guangzhou Mech & Elec Co.,2024-09-14,1041.82,121892.94,37,30,14.4,aggressive_bidder,8
BID-RFQ-0092-V022,RFQ-0092,V022,Andean Precision SRL,2024-09-26,232.5,66727.5,34,30,-8.27,aggressive_bidder,8
BID-RFQ-0092-V019,RFQ-0092,V019,Emerald Isle Castings Ltd,2024-09-26,257.93,74025.91,33,30,1.76,conservative,8
BID-RFQ-0092-V009,RFQ-0092,V009,Fischer & Söhne KG,2024-09-27,235.48,67582.76,32,30,-7.1,relationship_focused,8
BID-RFQ-0092-V001,RFQ-0092,V001,Kovacs Precision GmbH,2024-09-26,247.08,70911.96,23,30,-2.52,reliable,8
BID-RFQ-0092-V024,RFQ-0092,V024,BalticTech UAB,2024-09-27,248.57,71339.59,54,30,-1.93,reliable,8
BID-RFQ-0092-V010,RFQ-0092,V010,Adriatic Fastenings d.o.o.,2024-09-26,228.19,65490.53,11,30,-9.97,aggressive_bidder,8
BID-RFQ-0092-V004,RFQ-0092,V004,Strömberg Hydraulics AB,2024-09-24,242.27,69531.49,19,30,-4.42,reliable,8
BID-RFQ-0093-V023,RFQ-0093,V023,Sahara Industrial FZE,2024-11-02,224.7,37524.9,38,30,-6.73,volatile,9
BID-RFQ-0093-V012,RFQ-0093,V012,Indra Copper Works,2024-11-03,236.96,39572.32,42,30,-1.64,reliable,9
BID-RFQ-0093-V020,RFQ-0093,V020,Rajasthan Rare Earths Ltd,2024-11-02,236.15,39437.05,46,30,-1.98,relationship_focused,9
BID-RFQ-0093-V003,RFQ-0093,V003,Patel Alloys Pvt Ltd,2024-11-04,226.92,37895.64,43,30,-5.81,relationship_focused,9
BID-RFQ-0093-V005,RFQ-0093,V005,Cerro Negro Metals SA,2024-11-04,226.05,37750.35,54,30,-6.17,aggressive_bidder,9
BID-RFQ-0093-V015,RFQ-0093,V015,Nordic Steel AS,2024-11-02,232.27,38789.09,51,30,-3.59,reliable,9
BID-RFQ-0093-V014,RFQ-0093,V014,Coastal Alloys Pty Ltd,2024-11-02,229.16,38269.72,11,30,-4.88,relationship_focused,9
BID-RFQ-0094-V014,RFQ-0094,V014,Coastal Alloys Pty Ltd,2024-10-23,59.45,9214.75,22,30,-8.66,relationship_focused,9
BID-RFQ-0094-V003,RFQ-0094,V003,Patel Alloys Pvt Ltd,2024-10-22,61.34,9507.7,12,30,-5.76,relationship_focused,9
BID-RFQ-0094-V012,RFQ-0094,V012,Indra Copper Works,2024-10-22,62.59,9701.45,42,30,-3.84,reliable,9
BID-RFQ-0094-V015,RFQ-0094,V015,Nordic Steel AS,2024-10-23,62.12,9628.6,36,30,-4.56,reliable,9
BID-RFQ-0094-V020,RFQ-0094,V020,Rajasthan Rare Earths Ltd,2024-10-25,61.41,9518.55,28,30,-5.66,relationship_focused,9
BID-RFQ-0094-V005,RFQ-0094,V005,Cerro Negro Metals SA,2024-10-24,59.44,9213.2,53,30,-8.68,aggressive_bidder,9
BID-RFQ-0094-V008,RFQ-0094,V008,Delta Composites Inc.,2024-10-23,58.51,9069.05,38,30,-10.11,aggressive_bidder,9
BID-RFQ-0094-V023,RFQ-0094,V023,Sahara Industrial FZE,2024-10-22,60.8,9424.0,25,30,-6.59,volatile,9
BID-RFQ-0095-V013,RFQ-0095,V013,Vantage Sensors GmbH,2024-11-08,833.25,142485.75,30,30,2.11,conservative,9
BID-RFQ-0095-V016,RFQ-0095,V016,Precision Arc Systems,2024-11-09,944.85,161569.35,40,30,15.78,volatile,9
BID-RFQ-0096-V001,RFQ-0096,V001,Kovacs Precision GmbH,2024-11-01,449.8,125044.4,33,30,-3.38,reliable,9
BID-RFQ-0096-V007,RFQ-0096,V007,Nakamura Tooling Co.,2024-11-04,481.54,133868.12,49,30,3.44,conservative,9
BID-RFQ-0096-V024,RFQ-0096,V024,BalticTech UAB,2024-11-04,452.42,125772.76,28,30,-2.81,reliable,9
BID-RFQ-0096-V019,RFQ-0096,V019,Emerald Isle Castings Ltd,2024-11-01,476.45,132453.1,52,30,2.35,conservative,9
BID-RFQ-0096-V004,RFQ-0096,V004,Strömberg Hydraulics AB,2024-11-03,450.65,125280.7,16,30,-3.2,reliable,9
BID-RFQ-0096-V009,RFQ-0096,V009,Fischer & Söhne KG,2024-11-01,444.36,123532.08,23,30,-4.55,relationship_focused,9
BID-RFQ-0096-V010,RFQ-0096,V010,Adriatic Fastenings d.o.o.,2024-11-03,404.4,112423.2,30,30,-13.13,aggressive_bidder,9
BID-RFQ-0097-V017,RFQ-0097,V017,Türk Makina A.Ş.,2024-11-11,121.14,31254.12,23,30,-12.69,aggressive_bidder,9
BID-RFQ-0097-V001,RFQ-0097,V001,Kovacs Precision GmbH,2024-11-08,138.28,35676.24,15,30,-0.33,reliable,9
BID-RFQ-0097-V010,RFQ-0097,V010,Adriatic Fastenings d.o.o.,2024-11-11,140.54,36259.32,15,30,1.3,aggressive_bidder,9
BID-RFQ-0097-V007,RFQ-0097,V007,Nakamura Tooling Co.,2024-11-08,140.27,36189.66,44,30,1.1,conservative,9
BID-RFQ-0098-V013,RFQ-0098,V013,Vantage Sensors GmbH,2024-10-23,124.73,48395.24,52,30,2.95,conservative,9
BID-RFQ-0098-V016,RFQ-0098,V016,Precision Arc Systems,2024-10-25,122.81,47650.28,53,30,1.36,volatile,9
BID-RFQ-0098-V021,RFQ-0098,V021,Helios Micro Systems,2024-10-22,125.44,48670.72,50,30,3.53,conservative,9
BID-RFQ-0098-V006,RFQ-0098,V006,Bright Spark Electronics Ltd,2024-10-22,116.36,45147.68,23,30,-3.96,volatile,9
BID-RFQ-0098-V002,RFQ-0098,V002,Tanaka Electrical KK,2024-10-25,124.97,48488.36,33,30,3.15,conservative,9
BID-RFQ-0098-V011,RFQ-0098,V011,Solaris Power Components,2024-10-22,103.82,40282.16,36,30,-14.31,volatile,9
BID-RFQ-0098-V018,RFQ-0098,V018,Guangzhou Mech & Elec Co.,2024-10-24,134.64,52240.32,39,30,11.12,aggressive_bidder,9
BID-RFQ-0099-V006,RFQ-0099,V006,Bright Spark Electronics Ltd,2024-10-23,444.83,57383.07,54,30,-14.2,volatile,9
BID-RFQ-0099-V018,RFQ-0099,V018,Guangzhou Mech & Elec Co.,2024-10-25,585.74,75560.46,50,30,12.97,aggressive_bidder,9
BID-RFQ-0099-V002,RFQ-0099,V002,Tanaka Electrical KK,2024-10-22,530.72,68462.88,45,30,2.36,conservative,9
BID-RFQ-0099-V013,RFQ-0099,V013,Vantage Sensors GmbH,2024-10-22,532.32,68669.28,36,30,2.67,conservative,9
BID-RFQ-0099-V011,RFQ-0099,V011,Solaris Power Components,2024-10-23,509.46,65720.34,29,30,-1.74,volatile,9
BID-RFQ-0100-V012,RFQ-0100,V012,Indra Copper Works,2024-11-03,242.52,57719.76,20,30,-0.65,reliable,9
BID-RFQ-0100-V015,RFQ-0100,V015,Nordic Steel AS,2024-11-04,242.16,57634.08,50,30,-0.79,reliable,9
BID-RFQ-0100-V003,RFQ-0100,V003,Patel Alloys Pvt Ltd,2024-11-05,229.95,54728.1,50,30,-5.8,relationship_focused,9
BID-RFQ-0100-V005,RFQ-0100,V005,Cerro Negro Metals SA,2024-11-05,208.8,49694.4,11,30,-14.46,aggressive_bidder,9
BID-RFQ-0100-V020,RFQ-0100,V020,Rajasthan Rare Earths Ltd,2024-11-05,223.82,53269.16,46,30,-8.31,relationship_focused,9
BID-RFQ-0101-V009,RFQ-0101,V009,Fischer & Söhne KG,2024-10-27,145.42,44789.36,21,30,-6.89,relationship_focused,9
BID-RFQ-0101-V007,RFQ-0101,V007,Nakamura Tooling Co.,2024-10-27,159.82,49224.56,52,30,2.33,conservative,9
BID-RFQ-0101-V022,RFQ-0101,V022,Andean Precision SRL,2024-10-26,136.21,41952.68,48,30,-12.79,aggressive_bidder,9
BID-RFQ-0101-V010,RFQ-0101,V010,Adriatic Fastenings d.o.o.,2024-10-26,134.88,41543.04,33,30,-13.64,aggressive_bidder,9
BID-RFQ-0101-V004,RFQ-0101,V004,Strömberg Hydraulics AB,2024-10-26,153.6,47308.8,50,30,-1.66,reliable,9
BID-RFQ-0101-V001,RFQ-0101,V001,Kovacs Precision GmbH,2024-10-26,144.42,44481.36,20,30,-7.53,reliable,9
BID-RFQ-0101-V019,RFQ-0101,V019,Emerald Isle Castings Ltd,2024-10-27,156.5,48202.0,32,30,0.2,conservative,9
BID-RFQ-0102-V009,RFQ-0102,V009,Fischer & Söhne KG,2024-10-28,465.58,112670.36,44,30,-4.52,relationship_focused,9
BID-RFQ-0102-V010,RFQ-0102,V010,Adriatic Fastenings d.o.o.,2024-10-27,440.44,106586.48,11,30,-9.67,aggressive_bidder,9
BID-RFQ-0102-V019,RFQ-0102,V019,Emerald Isle Castings Ltd,2024-10-26,492.81,119260.02,40,30,1.07,conservative,9
BID-RFQ-0102-V017,RFQ-0102,V017,Türk Makina A.Ş.,2024-10-25,462.78,111992.76,22,30,-5.09,aggressive_bidder,9
BID-RFQ-0102-V022,RFQ-0102,V022,Andean Precision SRL,2024-10-28,438.87,106206.54,47,30,-10.0,aggressive_bidder,9
BID-RFQ-0102-V001,RFQ-0102,V001,Kovacs Precision GmbH,2024-10-25,473.22,114519.24,37,30,-2.95,reliable,9
BID-RFQ-0102-V004,RFQ-0102,V004,Strömberg Hydraulics AB,2024-10-26,478.85,115881.7,33,30,-1.79,reliable,9
BID-RFQ-0103-V003,RFQ-0103,V003,Patel Alloys Pvt Ltd,2024-11-09,60.4,10992.8,28,30,-8.0,relationship_focused,9
BID-RFQ-0103-V015,RFQ-0103,V015,Nordic Steel AS,2024-11-11,62.94,11455.08,32,30,-4.14,reliable,9
BID-RFQ-0103-V012,RFQ-0103,V012,Indra Copper Works,2024-11-12,64.09,11664.38,10,30,-2.39,reliable,9
BID-RFQ-0103-V023,RFQ-0103,V023,Sahara Industrial FZE,2024-11-11,71.15,12949.3,45,30,8.37,volatile,9
BID-RFQ-0103-V020,RFQ-0103,V020,Rajasthan Rare Earths Ltd,2024-11-10,61.95,11274.9,55,30,-5.64,relationship_focused,9
BID-RFQ-0103-V008,RFQ-0103,V008,Delta Composites Inc.,2024-11-10,58.24,10599.68,22,30,-11.28,aggressive_bidder,9
BID-RFQ-0103-V005,RFQ-0103,V005,Cerro Negro Metals SA,2024-11-12,59.61,10849.02,38,30,-9.2,aggressive_bidder,9
BID-RFQ-0103-V014,RFQ-0103,V014,Coastal Alloys Pty Ltd,2024-11-12,67.28,12244.96,51,30,2.48,relationship_focused,9
BID-RFQ-0104-V004,RFQ-0104,V004,Strömberg Hydraulics AB,2024-11-13,94.47,8124.42,51,30,1.4,reliable,10
BID-RFQ-0104-V019,RFQ-0104,V019,Emerald Isle Castings Ltd,2024-11-13,95.96,8252.56,27,30,3.0,conservative,10
BID-RFQ-0104-V010,RFQ-0104,V010,Adriatic Fastenings d.o.o.,2024-11-15,87.65,7537.9,35,30,-5.92,aggressive_bidder,10
BID-RFQ-0104-V007,RFQ-0104,V007,Nakamura Tooling Co.,2024-11-15,100.88,8675.68,24,30,8.28,conservative,10
BID-RFQ-0104-V009,RFQ-0104,V009,Fischer & Söhne KG,2024-11-13,87.11,7491.46,44,30,-6.49,relationship_focused,10
BID-RFQ-0105-V021,RFQ-0105,V021,Helios Micro Systems,2024-11-20,448.06,105742.16,54,30,2.81,conservative,10
BID-RFQ-0105-V018,RFQ-0105,V018,Guangzhou Mech & Elec Co.,2024-11-22,484.67,114382.12,18,30,11.21,aggressive_bidder,10
BID-RFQ-0105-V002,RFQ-0105,V002,Tanaka Electrical KK,2024-11-19,450.92,106417.12,52,30,3.47,conservative,10
BID-RFQ-0105-V006,RFQ-0105,V006,Bright Spark Electronics Ltd,2024-11-21,518.79,122434.44,52,30,19.04,volatile,10
BID-RFQ-0106-V007,RFQ-0106,V007,Nakamura Tooling Co.,2024-11-26,14.98,1048.6,34,30,1.37,conservative,10
BID-RFQ-0106-V022,RFQ-0106,V022,Andean Precision SRL,2024-11-27,13.32,932.4,29,30,-9.86,aggressive_bidder,10
BID-RFQ-0106-V024,RFQ-0106,V024,BalticTech UAB,2024-11-27,14.33,1003.1,34,30,-3.03,reliable,10
BID-RFQ-0106-V004,RFQ-0106,V004,Strömberg Hydraulics AB,2024-11-27,13.9,973.0,37,30,-5.96,reliable,10
BID-RFQ-0106-V017,RFQ-0106,V017,Türk Makina A.Ş.,2024-11-29,12.78,894.6,17,30,-13.53,aggressive_bidder,10
BID-RFQ-0106-V001,RFQ-0106,V001,Kovacs Precision GmbH,2024-11-26,14.37,1005.9,32,30,-2.71,reliable,10
BID-RFQ-0106-V009,RFQ-0106,V009,Fischer & Söhne KG,2024-11-26,13.97,977.9,42,30,-5.46,relationship_focused,10
BID-RFQ-0106-V019,RFQ-0106,V019,Emerald Isle Castings Ltd,2024-11-26,14.96,1047.2,37,30,1.23,conservative,10
BID-RFQ-0107-V001,RFQ-0107,V001,Kovacs Precision GmbH,2024-11-25,18.47,2474.98,16,30,-6.17,reliable,10
BID-RFQ-0107-V010,RFQ-0107,V010,Adriatic Fastenings d.o.o.,2024-11-27,16.55,2217.7,14,30,-15.9,aggressive_bidder,10
BID-RFQ-0107-V022,RFQ-0107,V022,Andean Precision SRL,2024-11-25,19.33,2590.22,35,30,-1.78,aggressive_bidder,10
BID-RFQ-0107-V017,RFQ-0107,V017,Türk Makina A.Ş.,2024-11-27,17.32,2320.88,32,30,-12.02,aggressive_bidder,10
BID-RFQ-0107-V004,RFQ-0107,V004,Strömberg Hydraulics AB,2024-11-25,17.95,2405.3,29,30,-8.77,reliable,10
BID-RFQ-0107-V009,RFQ-0107,V009,Fischer & Söhne KG,2024-11-25,18.27,2448.18,19,30,-7.17,relationship_focused,10
BID-RFQ-0107-V019,RFQ-0107,V019,Emerald Isle Castings Ltd,2024-11-27,20.78,2784.52,53,30,5.57,conservative,10
BID-RFQ-0107-V024,RFQ-0107,V024,BalticTech UAB,2024-11-28,18.67,2501.78,12,30,-5.13,reliable,10
