delivery_id,po_id,vendor_id,promised_date,actual_date,days_late,on_time,condition,quality_issue,invoice_value_usd,month_index
DEL-PO-RFQ-0089-V020,PO-RFQ-0089-V020,V020,2024-09-25,2024-09-25,0,True,accepted,False,64852.96,8
DEL-PO-RFQ-0090-V008,PO-RFQ-0090-V008,V008,2024-09-16,2024-09-19,3,False,accepted,False,966.35,8
DEL-PO-RFQ-0090-V020,PO-RFQ-0090-V020,V020,2024-09-17,2024-09-17,0,True,rejected,True,1060.01,8
DEL-PO-RFQ-0090-V003,PO-RFQ-0090-V003,V003,2024-09-18,2024-09-18,0,True,accepted,False,1010.04,8
DEL-PO-RFQ-0090-V015,PO-RFQ-0090-V015,V015,2024-10-27,2024-10-27,0,True,accepted,False,986.99,8
DEL-PO-RFQ-0090-V012,PO-RFQ-0090-V012,V012,2024-10-29,2024-10-29,0,True,accepted,False,1006.07,8
DEL-PO-RFQ-0091-V021,PO-RFQ-0091-V021,V021,2024-10-06,2024-10-06,0,True,accepted,False,110568.23,8
DEL-PO-RFQ-0091-V006,PO-RFQ-0091-V006,V006,2024-10-22,2024-10-25,3,False,accepted,False,99991.55,8
DEL-PO-RFQ-0091-V018,PO-RFQ-0091-V018,V018,2024-10-12,2024-10-12,0,True,accepted,False,122558.4,8
DEL-PO-RFQ-0092-V010,PO-RFQ-0092-V010,V010,2024-09-15,2024-09-15,0,True,accepted,False,63613.54,8
DEL-PO-RFQ-0092-V004,PO-RFQ-0092-V004,V004,2024-09-21,2024-09-21,0,True,accepted,False,69130.43,8
DEL-PO-RFQ-0092-V001,PO-RFQ-0092-V001,V001,2024-09-26,2024-09-26,0,True,accepted,False,70966.46,8
DEL-PO-RFQ-0092-V009,PO-RFQ-0092-V009,V009,2024-10-07,2024-10-07,0,True,accepted_with_note,False,68628.75,8
DEL-PO-RFQ-0092-V019,PO-RFQ-0092-V019,V019,2024-10-05,2024-10-05,0,True,accepted,False,74820.51,8
DEL-PO-RFQ-0093-V014,PO-RFQ-0093-V014,V014,2024-10-14,2024-10-14,0,True,accepted,False,38276.21,9
DEL-PO-RFQ-0093-V015,PO-RFQ-0093-V015,V015,2024-11-21,2024-11-21,0,True,accepted,False,38965.95,9
DEL-PO-RFQ-0093-V003,PO-RFQ-0093-V003,V003,2024-11-18,2024-11-18,0,True,accepted,False,37429.6,9
DEL-PO-RFQ-0093-V012,PO-RFQ-0093-V012,V012,2024-11-17,2024-11-17,0,True,accepted,False,39077.68,9
DEL-PO-RFQ-0093-V005,PO-RFQ-0093-V005,V005,2024-11-27,2024-11-27,0,True,accepted,False,37658.29,9
DEL-PO-RFQ-0094-V003,PO-RFQ-0094-V003,V003,2024-10-12,2024-10-12,0,True,accepted,False,9459.13,9
DEL-PO-RFQ-0094-V014,PO-RFQ-0094-V014,V014,2024-10-23,2024-11-09,17,False,accepted,False,9030.41,9
DEL-PO-RFQ-0094-V015,PO-RFQ-0094-V015,V015,2024-11-08,2024-11-08,0,True,accepted,False,9530.59,9
DEL-PO-RFQ-0094-V020,PO-RFQ-0094-V020,V020,2024-10-30,2024-10-30,0,True,accepted_with_note,False,9496.48,9
DEL-PO-RFQ-0094-V008,PO-RFQ-0094-V008,V008,2024-11-12,2024-11-30,18,False,accepted,False,8879.91,9
DEL-PO-RFQ-0095-V013,PO-RFQ-0095-V013,V013,2024-11-06,2024-11-06,0,True,accepted_with_note,False,144208.51,9
DEL-PO-RFQ-0095-V016,PO-RFQ-0095-V016,V016,2024-11-09,2024-11-09,0,True,accepted,False,163665.95,9
DEL-PO-RFQ-0096-V004,PO-RFQ-0096-V004,V004,2024-10-16,2024-10-16,0,True,accepted,False,126243.81,9
DEL-PO-RFQ-0096-V009,PO-RFQ-0096-V009,V009,2024-10-23,2024-10-23,0,True,accepted,False,121164.53,9
DEL-PO-RFQ-0096-V001,PO-RFQ-0096-V001,V001,2024-11-05,2024-11-05,0,True,accepted,False,127042.88,9
DEL-PO-RFQ-0096-V010,PO-RFQ-0096-V010,V010,2024-11-02,2024-11-02,0,True,accepted,False,110692.09,9
DEL-PO-RFQ-0096-V024,PO-RFQ-0096-V024,V024,2024-11-02,2024-11-14,12,False,accepted,False,126656.73,9
DEL-PO-RFQ-0097-V001,PO-RFQ-0097-V001,V001,2024-10-19,2024-10-19,0,True,accepted,False,35732.14,9
DEL-PO-RFQ-0097-V010,PO-RFQ-0097-V010,V010,2024-10-20,2024-10-20,0,True,accepted,False,35275.17,9
DEL-PO-RFQ-0097-V017,PO-RFQ-0097-V017,V017,2024-10-29,2024-10-29,0,True,accepted_with_note,False,30843.96,9
DEL-PO-RFQ-0097-V007,PO-RFQ-0097-V007,V007,2024-11-15,2024-11-15,0,True,accepted,False,36611.48,9
DEL-PO-RFQ-0098-V006,PO-RFQ-0098-V006,V006,2024-10-24,2024-10-24,0,True,accepted,False,44345.5,9
DEL-PO-RFQ-0098-V002,PO-RFQ-0098-V002,V002,2024-11-09,2024-11-09,0,True,accepted,False,47995.77,9
DEL-PO-RFQ-0098-V011,PO-RFQ-0098-V011,V011,2024-11-12,2024-11-21,9,False,accepted,False,40051.68,9
DEL-PO-RFQ-0098-V013,PO-RFQ-0098-V013,V013,2024-11-21,2024-11-21,0,True,accepted_with_note,False,48811.85,9
DEL-PO-RFQ-0098-V021,PO-RFQ-0098-V021,V021,2024-11-22,2024-11-22,0,True,accepted,True,48816.71,9
DEL-PO-RFQ-0099-V011,PO-RFQ-0099-V011,V011,2024-10-30,2024-10-30,0,True,accepted,False,63937.12,9
DEL-PO-RFQ-0099-V013,PO-RFQ-0099-V013,V013,2024-11-12,2024-11-12,0,True,accepted,False,69452.7,9
DEL-PO-RFQ-0099-V002,PO-RFQ-0099-V002,V002,2024-11-16,2024-11-16,0,True,accepted,False,68909.59,9
DEL-PO-RFQ-0099-V006,PO-RFQ-0099-V006,V006,2024-11-28,2024-11-30,2,False,accepted,False,55870.23,9
DEL-PO-RFQ-0099-V018,PO-RFQ-0099-V018,V018,2024-11-19,2024-11-19,0,True,accepted,True,73620.36,9
DEL-PO-RFQ-0100-V005,PO-RFQ-0100-V005,V005,2024-10-11,2024-10-20,9,False,accepted,False,50485.32,9
DEL-PO-RFQ-0100-V012,PO-RFQ-0100-V012,V012,2024-10-21,2024-10-21,0,True,accepted,True,58681.79,9
DEL-PO-RFQ-0100-V015,PO-RFQ-0100-V015,V015,2024-11-26,2024-11-26,0,True,accepted,False,56514.6,9
DEL-PO-RFQ-0100-V003,PO-RFQ-0100-V003,V003,2024-11-25,2024-11-25,0,True,accepted,False,53592.12,9
DEL-PO-RFQ-0100-V020,PO-RFQ-0100-V020,V020,2024-11-22,2024-11-22,0,True,accepted,False,52346.59,9
DEL-PO-RFQ-0101-V001,PO-RFQ-0101-V001,V001,2024-10-26,2024-10-26,0,True,accepted,True,44531.96,9
DEL-PO-RFQ-0101-V009,PO-RFQ-0101-V009,V009,2024-10-21,2024-10-21,0,True,accepted,False,43646.8,9
DEL-PO-RFQ-0101-V010,PO-RFQ-0101-V010,V010,2024-11-04,2024-11-04,0,True,rejected,False,41858.55,9
DEL-PO-RFQ-0101-V019,PO-RFQ-0101-V019,V019,2024-11-01,2024-11-01,0,True,rejected,False,48038.07,9
DEL-PO-RFQ-0101-V004,PO-RFQ-0101-V004,V004,2024-11-20,2024-11-20,0,True,accepted,False,47127.18,9
DEL-PO-RFQ-0102-V010,PO-RFQ-0102-V010,V010,2024-10-17,2024-10-17,0,True,accepted,False,105967.6,9
DEL-PO-RFQ-0102-V004,PO-RFQ-0102-V004,V004,2024-11-04,2024-11-04,0,True,accepted,False,113169.21,9
DEL-PO-RFQ-0102-V001,PO-RFQ-0102-V001,V001,2024-11-06,2024-11-06,0,True,accepted,True,116575.68,9
DEL-PO-RFQ-0102-V017,PO-RFQ-0102-V017,V017,2024-10-28,2024-10-28,0,True,rejected,False,111293.67,9
DEL-PO-RFQ-0102-V009,PO-RFQ-0102-V009,V009,2024-11-20,2024-11-20,0,True,accepted,False,114563.05,9
DEL-PO-RFQ-0103-V012,PO-RFQ-0103-V012,V012,2024-10-14,2024-11-02,19,False,accepted_with_note,False,11494.53,9
DEL-PO-RFQ-0103-V008,PO-RFQ-0103-V008,V008,2024-10-23,2024-10-23,0,True,accepted,False,10455.96,9
DEL-PO-RFQ-0103-V015,PO-RFQ-0103-V015,V015,2024-11-01,2024-11-01,0,True,rejected,False,11561.4,9
DEL-PO-RFQ-0103-V003,PO-RFQ-0103-V003,V003,2024-10-31,2024-10-31,0,True,accepted,False,10688.12,9
DEL-PO-RFQ-0103-V005,PO-RFQ-0103-V005,V005,2024-11-12,2024-11-12,0,True,accepted,False,10943.73,9
DEL-PO-RFQ-0104-V007,PO-RFQ-0104-V007,V007,2024-11-28,2024-11-28,0,True,accepted,False,8659.65,10
DEL-PO-RFQ-0104-V019,PO-RFQ-0104-V019,V019,2024-11-26,2024-11-26,0,True,accepted_with_note,False,8298.35,10
DEL-PO-RFQ-0104-V009,PO-RFQ-0104-V009,V009,2024-12-17,2024-12-17,0,True,accepted,False,7414.91,10
DEL-PO-RFQ-0104-V010,PO-RFQ-0104-V010,V010,2024-12-05,2024-12-05,0,True,accepted,False,7462.87,10
DEL-PO-RFQ-0104-V004,PO-RFQ-0104-V004,V004,2024-12-24,2024-12-24,0,True,accepted,False,8240.12,10
DEL-PO-RFQ-0105-V018,PO-RFQ-0105-V018,V018,2024-11-21,2024-11-21,0,True,accepted,False,112938.38,10
DEL-PO-RFQ-0105-V002,PO-RFQ-0105-V002,V002,2024-12-24,2024-12-24,0,True,accepted,False,103400.33,10
DEL-PO-RFQ-0105-V021,PO-RFQ-0105-V021,V021,2024-12-30,2024-12-30,0,True,accepted,False,105056.21,10
DEL-PO-RFQ-0105-V006,PO-RFQ-0105-V006,V006,2024-12-21,2024-12-21,0,True,accepted,False,122220.46,10
DEL-PO-RFQ-0106-V017,PO-RFQ-0106-V017,V017,2024-11-18,2024-11-18,0,True,rejected,False,872.68,10
DEL-PO-RFQ-0106-V001,PO-RFQ-0106-V001,V001,2024-12-04,2024-12-04,0,True,accepted,False,1010.73,10
DEL-PO-RFQ-0106-V004,PO-RFQ-0106-V004,V004,2024-12-08,2024-12-08,0,True,accepted,False,972.69,10
DEL-PO-RFQ-0106-V007,PO-RFQ-0106-V007,V007,2024-12-05,2024-12-05,0,True,accepted,False,1025.61,10
DEL-PO-RFQ-0106-V009,PO-RFQ-0106-V009,V009,2024-12-14,2024-12-14,0,True,accepted,False,963.22,10
DEL-PO-RFQ-0107-V001,PO-RFQ-0107-V001,V001,2024-11-19,2024-11-30,11,False,accepted,False,2477.55,10
DEL-PO-RFQ-0107-V010,PO-RFQ-0107-V010,V010,2024-11-18,2024-11-18,0,True,accepted,False,2194.8,10
DEL-PO-RFQ-0107-V024,PO-RFQ-0107-V024,V024,2024-11-12,2024-11-26,14,False,accepted,False,2548.36,10
DEL-PO-RFQ-0107-V009,PO-RFQ-0107-V009,V009,2024-11-22,2024-11-22,0,True,accepted_with_note,False,2410.5,10
DEL-PO-RFQ-0107-V004,PO-RFQ-0107-V004,V004,2024-12-02,2024-12-02,0,True,accepted,False,2428.36,10
DEL-PO-RFQ-0108-V020,PO-RFQ-0108-V020,V020,2024-11-27,2024-11-27,0,True,accepted,False,44457.18,10
DEL-PO-RFQ-0108-V003,PO-RFQ-0108-V003,V003,2024-11-30,2024-11-30,0,True,accepted,False,43199.07,10
DEL-PO-RFQ-0108-V014,PO-RFQ-0108-V014,V014,2024-12-01,2024-12-01,0,True,accepted,False,42048.01,10
DEL-PO-RFQ-0108-V008,PO-RFQ-0108-V008,V008,2024-12-05,2024-12-05,0,True,accepted,True,42201.97,10
DEL-PO-RFQ-0108-V023,PO-RFQ-0108-V023,V023,2024-12-01,2024-12-19,18,False,accepted,False,46752.22,10
DEL-PO-RFQ-0109-V021,PO-RFQ-0109-V021,V021,2024-11-09,2024-11-09,0,True,accepted,False,17859.86,10
DEL-PO-RFQ-0109-V013,PO-RFQ-0109-V013,V013,2024-11-29,2024-11-29,0,True,accepted,False,18157.38,10
DEL-PO-RFQ-0109-V002,PO-RFQ-0109-V002,V002,2024-12-14,2024-12-14,0,True,accepted,False,17752.21,10
DEL-PO-RFQ-0109-V018,PO-RFQ-0109-V018,V018,2024-12-01,2024-12-01,0,True,rejected,False,19701.71,10
DEL-PO-RFQ-0110-V021,PO-RFQ-0110-V021,V021,2024-11-14,2024-11-14,0,True,accepted,False,6027.68,10
DEL-PO-RFQ-0110-V013,PO-RFQ-0110-V013,V013,2024-11-23,2024-11-23,0,True,accepted,False,5655.75,10
DEL-PO-RFQ-0110-V016,PO-RFQ-0110-V016,V016,2024-12-04,2024-12-04,0,True,accepted,False,6067.71,10
DEL-PO-RFQ-0110-V018,PO-RFQ-0110-V018,V018,2024-12-04,2024-12-04,0,True,accepted,False,6344.49,10
DEL-PO-RFQ-0111-V005,PO-RFQ-0111-V005,V005,2024-11-18,2024-11-18,0,True,accepted,False,1411.25,10
DEL-PO-RFQ-0111-V012,PO-RFQ-0111-V012,V012,2024-11-24,2024-11-24,0,True,accepted,False,1572.05,10
DEL-PO-RFQ-0111-V015,PO-RFQ-0111-V015,V015,2024-12-10,2024-12-10,0,True,accepted,True,1643.51,10
DEL-PO-RFQ-0111-V003,PO-RFQ-0111-V003,V003,2024-12-24,2024-12-24,0,True,accepted,False,1475.56,10
DEL-PO-RFQ-0111-V014,PO-RFQ-0111-V014,V014,2024-12-18,2024-12-29,11,False,accepted_with_note,False,1535.83,10
DEL-PO-RFQ-0112-V005,PO-RFQ-0112-V005,V005,2024-11-27,2024-11-27,0,True,accepted,False,87102.84,10
DEL-PO-RFQ-0112-V023,PO-RFQ-0112-V023,V023,2024-11-16,2024-11-17,1,False,accepted,False,98663.05,10
DEL-PO-RFQ-0112-V015,PO-RFQ-0112-V015,V015,2024-12-11,2024-12-11,0,True,accepted,False,94258.15,10
DEL-PO-RFQ-0112-V020,PO-RFQ-0112-V020,V020,2024-12-05,2024-12-05,0,True,accepted,False,89220.33,10
DEL-PO-RFQ-0112-V012,PO-RFQ-0112-V012,V012,2024-12-16,2024-12-16,0,True,accepted,False,98412.7,10
DEL-PO-RFQ-0113-V011,PO-RFQ-0113-V011,V011,2024-11-22,2024-11-22,0,True,accepted_with_note,False,92926.69,10
DEL-PO-RFQ-0113-V002,PO-RFQ-0113-V002,V002,2024-11-29,2024-11-29,0,True,accepted,False,99624.42,10
DEL-PO-RFQ-0113-V016,PO-RFQ-0113-V016,V016,2024-12-12,2024-12-19,7,False,accepted,False,89992.8,10
DEL-PO-RFQ-0113-V006,PO-RFQ-0113-V006,V006,2024-12-23,2024-12-23,0,True,accepted,False,93483.8,10
DEL-PO-RFQ-0114-V002,PO-RFQ-0114-V002,V002,2024-11-19,2024-11-19,0,True,accepted,False,81748.11,10
DEL-PO-RFQ-0114-V013,PO-RFQ-0114-V013,V013,2024-11-20,2024-11-20,0,True,accepted,False,77491.69,10
DEL-PO-RFQ-0114-V006,PO-RFQ-0114-V006,V006,2024-11-22,2024-11-22,0,True,accepted_with_note,False,86389.94,10
DEL-PO-RFQ-0114-V011,PO-RFQ-0114-V011,V011,2024-12-27,2024-12-27,0,True,accepted,False,73813.85,10
DEL-PO-RFQ-0114-V021,PO-RFQ-0114-V021,V021,2024-12-26,2024-12-26,0,True,accepted,False,79525.74,10
DEL-PO-RFQ-0115-V015,PO-RFQ-0115-V015,V015,2024-12-08,2024-12-08,0,True,rejected,False,95629.23,10
DEL-PO-RFQ-0115-V003,PO-RFQ-0115-V003,V003,2024-12-12,2024-12-12,0,True,accepted,True,91386.24,10
DEL-PO-RFQ-0115-V012,PO-RFQ-0115-V012,V012,2024-12-18,2024-12-18,0,True,accepted,False,99543.81,10
DEL-PO-RFQ-0115-V005,PO-RFQ-0115-V005,V005,2024-12-16,2024-12-16,0,True,accepted,False,93102.65,10
DEL-PO-RFQ-0115-V008,PO-RFQ-0115-V008,V008,2024-12-18,2025-01-01,14,False,accepted,False,96781.07,10
DEL-PO-RFQ-0116-V009,PO-RFQ-0116-V009,V009,2024-12-29,2024-12-29,0,True,accepted,False,38492.46,11
DEL-PO-RFQ-0116-V007,PO-RFQ-0116-V007,V007,2024-12-26,2024-12-26,0,True,rejected,False,39572.52,11
DEL-PO-RFQ-0116-V004,PO-RFQ-0116-V004,V004,2025-01-05,2025-01-05,0,True,accepted,False,38864.01,11
DEL-PO-RFQ-0116-V022,PO-RFQ-0116-V022,V022,2024-12-24,2024-12-24,0,True,accepted_with_note,False,35328.32,11
DEL-PO-RFQ-0116-V019,PO-RFQ-0116-V019,V019,2025-01-23,2025-01-23,0,True,accepted,False,39810.19,11
DEL-PO-RFQ-0117-V016,PO-RFQ-0117-V016,V016,2024-12-19,2024-12-19,0,True,accepted,False,128076.6,11
DEL-PO-RFQ-0117-V018,PO-RFQ-0117-V018,V018,2024-12-20,2024-12-20,0,True,accepted_with_note,False,161877.27,11
DEL-PO-RFQ-0117-V013,PO-RFQ-0117-V013,V013,2025-01-02,2025-01-02,0,True,accepted,False,150030.53,11
DEL-PO-RFQ-0117-V002,PO-RFQ-0117-V002,V002,2025-01-10,2025-01-10,0,True,accepted,False,140003.01,11
DEL-PO-RFQ-0117-V011,PO-RFQ-0117-V011,V011,2025-01-08,2025-01-14,6,False,accepted_with_note,False,144680.93,11
DEL-PO-RFQ-0118-V006,PO-RFQ-0118-V006,V006,2025-01-16,2025-01-16,0,True,accepted,False,64142.33,11
DEL-PO-RFQ-0118-V013,PO-RFQ-0118-V013,V013,2025-01-17,2025-01-17,0,True,rejected,False,71212.12,11
DEL-PO-RFQ-0118-V021,PO-RFQ-0118-V021,V021,2025-01-16,2025-01-16,0,True,accepted,False,68700.6,11
DEL-PO-RFQ-0118-V016,PO-RFQ-0118-V016,V016,2025-01-25,2025-01-26,1,False,accepted,False,67765.62,11
DEL-PO-RFQ-0118-V018,PO-RFQ-0118-V018,V018,2025-01-26,2025-01-26,0,True,accepted,True,78286.4,11
DEL-PO-RFQ-0119-V002,PO-RFQ-0119-V002,V002,2024-12-30,2024-12-30,0,True,accepted_with_note,False,204247.38,11
DEL-PO-RFQ-0119-V013,PO-RFQ-0119-V013,V013,2025-01-13,2025-01-13,0,True,accepted,False,189781.8,11
DEL-PO-RFQ-0119-V018,PO-RFQ-0119-V018,V018,2025-01-13,2025-01-29,16,False,accepted,False,207035.58,11
DEL-PO-RFQ-0120-V024,PO-RFQ-0120-V024,V024,2024-12-15,2024-12-15,0,True,accepted,False,33192.96,11
DEL-PO-RFQ-0120-V007,PO-RFQ-0120-V007,V007,2024-12-17,2024-12-17,0,True,accepted_with_note,False,35649.89,11
DEL-PO-RFQ-0120-V017,PO-RFQ-0120-V017,V017,2024-12-22,2024-12-22,0,True,accepted,False,29391.67,11
DEL-PO-RFQ-0120-V001,PO-RFQ-0120-V001,V001,2025-01-03,2025-01-03,0,True,accepted,False,34278.33,11
DEL-PO-RFQ-0120-V010,PO-RFQ-0120-V010,V010,2025-01-01,2025-01-01,0,True,accepted,False,30371.42,11
DEL-PO-RFQ-0121-V006,PO-RFQ-0121-V006,V006,2024-12-18,2024-12-18,0,True,accepted,False,144123.57,11
DEL-PO-RFQ-0121-V021,PO-RFQ-0121-V021,V021,2024-12-27,2024-12-27,0,True,accepted,False,155106.51,11
DEL-PO-RFQ-0121-V011,PO-RFQ-0121-V011,V011,2025-01-19,2025-02-04,16,False,accepted,False,131366.67,11
DEL-PO-RFQ-0121-V016,PO-RFQ-0121-V016,V016,2025-01-17,2025-01-23,6,False,accepted,False,173057.78,11
DEL-PO-RFQ-0121-V018,PO-RFQ-0121-V018,V018,2025-01-25,2025-01-25,0,True,accepted,False,162620.91,11
DEL-PO-RFQ-0122-V002,PO-RFQ-0122-V002,V002,2024-12-20,2024-12-20,0,True,accepted,False,120808.95,11
DEL-PO-RFQ-0122-V013,PO-RFQ-0122-V013,V013,2024-12-22,2024-12-22,0,True,accepted,False,126464.35,11
DEL-PO-RFQ-0122-V006,PO-RFQ-0122-V006,V006,2024-12-26,2024-12-26,0,True,accepted,False,126879.83,11
DEL-PO-RFQ-0122-V016,PO-RFQ-0122-V016,V016,2025-01-20,2025-01-20,0,True,accepted,False,103422.56,11
DEL-PO-RFQ-0122-V021,PO-RFQ-0122-V021,V021,2025-01-14,2025-01-14,0,True,rejected,False,116563.73,11
DEL-PO-RFQ-0123-V013,PO-RFQ-0123-V013,V013,2024-12-18,2024-12-18,0,True,accepted,False,74993.9,11
DEL-PO-RFQ-0123-V002,PO-RFQ-0123-V002,V002,2025-01-09,2025-01-09,0,True,accepted,False,74529.74,11
DEL-PO-RFQ-0123-V016,PO-RFQ-0123-V016,V016,2024-12-29,2024-12-29,0,True,accepted,False,67737.49,11
DEL-PO-RFQ-0123-V006,PO-RFQ-0123-V006,V006,2024-12-20,2024-12-20,0,True,accepted,False,81540.19,11
DEL-PO-RFQ-0123-V011,PO-RFQ-0123-V011,V011,2025-01-04,2025-01-04,0,True,accepted,False,79789.85,11
DEL-PO-RFQ-0124-V005,PO-RFQ-0124-V005,V005,2024-12-15,2024-12-15,0,True,accepted,False,8921.91,11
DEL-PO-RFQ-0124-V014,PO-RFQ-0124-V014,V014,2024-12-17,2024-12-17,0,True,accepted,False,10315.31,11
DEL-PO-RFQ-0124-V012,PO-RFQ-0124-V012,V012,2024-12-23,2024-12-23,0,True,accepted,False,10958.67,11
DEL-PO-RFQ-0124-V015,PO-RFQ-0124-V015,V015,2024-12-29,2024-12-29,0,True,accepted,False,10438.98,11
DEL-PO-RFQ-0124-V008,PO-RFQ-0124-V008,V008,2024-12-29,2024-12-29,0,True,accepted_with_note,True,10106.1,11
DEL-PO-RFQ-0125-V011,PO-RFQ-0125-V011,V011,2024-12-31,2025-01-01,1,False,accepted_with_note,False,78238.93,11
DEL-PO-RFQ-0125-V021,PO-RFQ-0125-V021,V021,2024-12-29,2024-12-29,0,True,accepted,False,81952.01,11
DEL-PO-RFQ-0125-V006,PO-RFQ-0125-V006,V006,2025-01-16,2025-01-16,0,True,accepted,False,70793.24,11
DEL-PO-RFQ-0125-V002,PO-RFQ-0125-V002,V002,2025-01-26,2025-01-26,0,True,accepted,False,80592.97,11
DEL-PO-RFQ-0126-V013,PO-RFQ-0126-V013,V013,2025-01-06,2025-01-26,20,False,accepted,False,46118.19,11
DEL-PO-RFQ-0126-V011,PO-RFQ-0126-V011,V011,2025-01-10,2025-01-10,0,True,accepted,False,35178.98,11
DEL-PO-RFQ-0126-V016,PO-RFQ-0126-V016,V016,2025-01-14,2025-02-02,19,False,accepted,False,42253.52,11
DEL-PO-RFQ-0126-V002,PO-RFQ-0126-V002,V002,2025-01-30,2025-01-30,0,True,accepted,False,46128.67,11
DEL-PO-RFQ-0126-V021,PO-RFQ-0126-V021,V021,2025-01-19,2025-01-19,0,True,accepted,False,44464.93,11
DEL-PO-RFQ-0127-V013,PO-RFQ-0127-V013,V013,2024-12-13,2024-12-13,0,True,accepted,False,113424.73,11
DEL-PO-RFQ-0127-V002,PO-RFQ-0127-V002,V002,2024-12-28,2024-12-28,0,True,accepted,False,109027.26,11
DEL-PO-RFQ-0127-V011,PO-RFQ-0127-V011,V011,2024-12-30,2025-01-18,19,False,accepted,False,99640.73,11
DEL-PO-RFQ-0127-V006,PO-RFQ-0127-V006,V006,2024-12-28,2024-12-28,0,True,accepted,False,108227.89,11
DEL-PO-RFQ-0127-V016,PO-RFQ-0127-V016,V016,2024-12-27,2025-01-02,6,False,accepted,False,122256.28,11
DEL-PO-RFQ-0128-V018,PO-RFQ-0128-V018,V018,2024-12-21,2024-12-21,0,True,accepted,False,14697.64,11
DEL-PO-RFQ-0128-V002,PO-RFQ-0128-V002,V002,2025-01-17,2025-01-17,0,True,accepted,False,13665.7,11
DEL-PO-RFQ-0128-V013,PO-RFQ-0128-V013,V013,2025-01-21,2025-01-21,0,True,accepted,False,13421.29,11
DEL-PO-RFQ-0128-V021,PO-RFQ-0128-V021,V021,2024-12-31,2024-12-31,0,True,accepted,False,13851.76,11
DEL-PO-RFQ-0128-V006,PO-RFQ-0128-V006,V006,2025-01-26,2025-01-26,0,True,accepted_with_note,False,11848.85,11
DEL-PO-RFQ-0129-V004,PO-RFQ-0129-V004,V004,2025-01-09,2025-01-09,0,True,accepted,False,94063.14,12
DEL-PO-RFQ-0129-V009,PO-RFQ-0129-V009,V009,2025-01-15,2025-01-15,0,True,accepted,False,95263.19,12
DEL-PO-RFQ-0129-V001,PO-RFQ-0129-V001,V001,2025-01-20,2025-01-20,0,True,accepted,False,93150.84,12
DEL-PO-RFQ-0129-V007,PO-RFQ-0129-V007,V007,2025-01-21,2025-01-21,0,True,accepted,False,100165.01,12
DEL-PO-RFQ-0129-V010,PO-RFQ-0129-V010,V010,2025-01-21,2025-01-21,0,True,accepted,False,87761.47,12
DEL-PO-RFQ-0130-V001,PO-RFQ-0130-V001,V001,2025-01-13,2025-01-13,0,True,accepted_with_note,True,51729.56,12
DEL-PO-RFQ-0130-V004,PO-RFQ-0130-V004,V004,2025-01-16,2025-01-16,0,True,accepted_with_note,False,50021.95,12
DEL-PO-RFQ-0130-V010,PO-RFQ-0130-V010,V010,2025-01-31,2025-01-31,0,True,accepted,False,47164.17,12
DEL-PO-RFQ-0130-V017,PO-RFQ-0130-V017,V017,2025-02-04,2025-02-04,0,True,rejected,False,47059.63,12
DEL-PO-RFQ-0130-V019,PO-RFQ-0130-V019,V019,2025-02-16,2025-02-16,0,True,accepted,False,54553.49,12
DEL-PO-RFQ-0131-V002,PO-RFQ-0131-V002,V002,2025-01-12,2025-01-12,0,True,accepted,False,70612.31,12
DEL-PO-RFQ-0131-V016,PO-RFQ-0131-V016,V016,2025-01-15,2025-01-15,0,True,accepted,False,59829.23,12
DEL-PO-RFQ-0131-V006,PO-RFQ-0131-V006,V006,2025-01-24,2025-01-24,0,True,accepted,False,53164.28,12
DEL-PO-RFQ-0131-V021,PO-RFQ-0131-V021,V021,2025-01-18,2025-01-18,0,True,accepted,False,73189.39,12
DEL-PO-RFQ-0131-V011,PO-RFQ-0131-V011,V011,2025-02-07,2025-02-07,0,True,accepted,False,72674.75,12
DEL-PO-RFQ-0132-V011,PO-RFQ-0132-V011,V011,2025-01-24,2025-01-24,0,True,accepted_with_note,False,152622.98,12
DEL-PO-RFQ-0132-V002,PO-RFQ-0132-V002,V002,2025-01-31,2025-01-31,0,True,accepted,False,161991.37,12
DEL-PO-RFQ-0132-V016,PO-RFQ-0132-V016,V016,2025-02-21,2025-02-21,0,True,rejected,False,127837.96,12
DEL-PO-RFQ-0132-V013,PO-RFQ-0132-V013,V013,2025-02-12,2025-02-12,0,True,accepted,False,169881.2,12
DEL-PO-RFQ-0132-V021,PO-RFQ-0132-V021,V021,2025-02-12,2025-02-12,0,True,accepted,False,167508.15,12
DEL-PO-RFQ-0133-V021,PO-RFQ-0133-V021,V021,2025-01-12,2025-01-12,0,True,accepted,False,161260.72,12
DEL-PO-RFQ-0133-V011,PO-RFQ-0133-V011,V011,2025-01-24,2025-01-24,0,True,accepted_with_note,False,155734.37,12
DEL-PO-RFQ-0133-V013,PO-RFQ-0133-V013,V013,2025-02-27,2025-02-27,0,True,accepted,False,160183.97,12
DEL-PO-RFQ-0133-V002,PO-RFQ-0133-V002,V002,2025-02-21,2025-02-21,0,True,accepted,False,168343.68,12
DEL-PO-RFQ-0133-V016,PO-RFQ-0133-V016,V016,2025-02-21,2025-02-21,0,True,accepted,False,136758.39,12
DEL-PO-RFQ-0134-V019,PO-RFQ-0134-V019,V019,2025-01-17,2025-01-17,0,True,accepted,False,52379.08,12
