so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0106-L03,SO-2024-0106,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,62,pcs,18.92,1173.04
SO-2024-0107-L01,SO-2024-0107,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,35,kg,3.17,110.95
SO-2024-0107-L02,SO-2024-0107,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,103.35,1136.85
SO-2024-0107-L03,SO-2024-0107,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,86,pcs,403.51,34701.86
SO-2024-0107-L04,SO-2024-0107,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,63,pcs,89.7,5651.1
SO-2024-0107-L05,SO-2024-0107,5,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,112,pcs,176.68,19788.16
SO-2024-0107-L06,SO-2024-0107,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,81,kg,4.06,328.86
SO-2024-0108-L01,SO-2024-0108,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,35,pcs,103.41,3619.35
SO-2024-0108-L02,SO-2024-0108,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,28,pcs,406.57,11383.96
SO-2024-0108-L03,SO-2024-0108,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,15,pcs,113.32,1699.8
SO-2024-0108-L04,SO-2024-0108,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,51,pcs,1670.3,85185.3
SO-2024-0109-L01,SO-2024-0109,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,52,pcs,390.15,20287.8
SO-2024-0109-L02,SO-2024-0109,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,7,pcs,97.64,683.48
SO-2024-0109-L03,SO-2024-0109,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,13,pcs,16.76,217.88
SO-2024-0109-L04,SO-2024-0109,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,98,m,15.94,1562.12
SO-2024-0109-L05,SO-2024-0109,5,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,18,MT,759.44,13669.92
SO-2024-0109-L06,SO-2024-0109,6,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,99,kg,4.63,458.37
SO-2024-0110-L01,SO-2024-0110,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,64,kg,4.88,312.32
SO-2024-0110-L02,SO-2024-0110,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,66,m,23.05,1521.3
SO-2024-0110-L03,SO-2024-0110,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,108,MT,702.14,75831.12
SO-2024-0111-L01,SO-2024-0111,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,118,pcs,212.1,25027.8
SO-2024-0111-L02,SO-2024-0111,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,44,pcs,400.62,17627.28
SO-2024-0111-L03,SO-2024-0111,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,109,m,22.34,2435.06
SO-2024-0111-L04,SO-2024-0111,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,37,m,12.22,452.14
SO-2024-0112-L01,SO-2024-0112,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,60,kg,4.62,277.2
SO-2024-0112-L02,SO-2024-0112,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,160.39,16039.0
SO-2024-0112-L03,SO-2024-0112,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,54,m,20.71,1118.34
SO-2024-0112-L04,SO-2024-0112,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,28,pcs,1798.86,50368.08
SO-2024-0113-L01,SO-2024-0113,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,15,m,21.44,321.6
SO-2024-0113-L02,SO-2024-0113,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,110,pcs,151.32,16645.2
SO-2024-0113-L03,SO-2024-0113,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,42,kg,3.19,133.98
SO-2024-0113-L04,SO-2024-0113,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,96.85,1452.75
SO-2024-0114-L01,SO-2024-0114,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,62,kg,2.94,182.28
SO-2024-0114-L02,SO-2024-0114,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,116,pcs,21.29,2469.64
SO-2024-0114-L03,SO-2024-0114,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,83,pcs,1949.45,161804.35
SO-2024-0115-L01,SO-2024-0115,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,56,MT,722.7,40471.2
SO-2024-0115-L02,SO-2024-0115,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,107,m,16.5,1765.5
SO-2024-0116-L01,SO-2024-0116,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,35,pcs,38.9,1361.5
SO-2024-0116-L02,SO-2024-0116,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,51,pcs,157.68,8041.68
SO-2024-0117-L01,SO-2024-0117,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,78,pcs,1691.31,131922.18
SO-2024-0117-L02,SO-2024-0117,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,51,pcs,17.18,876.18
SO-2024-0117-L03,SO-2024-0117,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,88,m,20.23,1780.24
SO-2024-0117-L04,SO-2024-0117,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,19,pcs,145.91,2772.29
SO-2024-0118-L01,SO-2024-0118,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,38,kg,4.33,164.54
SO-2024-0118-L02,SO-2024-0118,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,32,m,25.97,831.04
SO-2024-0119-L01,SO-2024-0119,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,14,pcs,34.33,480.62
SO-2024-0119-L02,SO-2024-0119,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,120,kg,4.58,549.6
SO-2024-0120-L01,SO-2024-0120,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,42,kg,3.7,155.4
SO-2024-0120-L02,SO-2024-0120,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,113,pcs,150.51,17007.63
SO-2024-0120-L03,SO-2024-0120,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,95,pcs,414.19,39348.05
SO-2024-0120-L04,SO-2024-0120,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,86,m,19.39,1667.54
SO-2024-0121-L01,SO-2024-0121,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,8,pcs,228.04,1824.32
SO-2024-0121-L02,SO-2024-0121,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,78,m,20.95,1634.1
SO-2024-0121-L03,SO-2024-0121,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,107,pcs,21.86,2339.02
SO-2024-0122-L01,SO-2024-0122,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,72,pcs,99.09,7134.48
SO-2024-0122-L02,SO-2024-0122,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,57,kg,3.64,207.48
SO-2024-0122-L03,SO-2024-0122,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,14,kg,3.94,55.16
SO-2024-0122-L04,SO-2024-0122,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,45,pcs,19.14,861.3
SO-2024-0123-L01,SO-2024-0123,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,75,m,15.84,1188.0
SO-2024-0123-L02,SO-2024-0123,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,28,kg,4.64,129.92
SO-2024-0123-L03,SO-2024-0123,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,21,m,21.46,450.66
SO-2024-0124-L01,SO-2024-0124,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,33,pcs,32.84,1083.72
SO-2024-0124-L02,SO-2024-0124,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,71,m,17.37,1233.27
SO-2024-0124-L03,SO-2024-0124,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,113,pcs,1673.66,189123.58
SO-2024-0124-L04,SO-2024-0124,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,30,kg,3.47,104.1
SO-2024-0125-L01,SO-2024-0125,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,79,pcs,352.34,27834.86
SO-2024-0125-L02,SO-2024-0125,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,89,pcs,166.86,14850.54
SO-2024-0125-L03,SO-2024-0125,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,120,m,15.63,1875.6
SO-2024-0125-L04,SO-2024-0125,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,112,MT,773.15,86592.8
SO-2024-0125-L05,SO-2024-0125,5,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,10,pcs,39.55,395.5
SO-2024-0125-L06,SO-2024-0125,6,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,8,pcs,97.84,782.72
SO-2024-0126-L01,SO-2024-0126,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,105.33,4423.86
SO-2024-0126-L02,SO-2024-0126,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,43,pcs,111.9,4811.7
SO-2024-0126-L03,SO-2024-0126,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,108,MT,762.66,82367.28
SO-2024-0126-L04,SO-2024-0126,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,56,pcs,391.9,21946.4
SO-2024-0126-L05,SO-2024-0126,5,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,14,pcs,19.51,273.14
SO-2024-0126-L06,SO-2024-0126,6,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,25,pcs,375.17,9379.25
SO-2024-0127-L01,SO-2024-0127,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,115,kg,4.18,480.7
SO-2024-0127-L02,SO-2024-0127,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,56,kg,3.02,169.12
SO-2024-0127-L03,SO-2024-0127,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,52,pcs,1804.49,93833.48
SO-2024-0127-L04,SO-2024-0127,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,18,m,13.91,250.38
SO-2024-0128-L01,SO-2024-0128,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,54,pcs,175.25,9463.5
SO-2024-0128-L02,SO-2024-0128,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,58,pcs,389.93,22615.94
SO-2024-0128-L03,SO-2024-0128,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,115,kg,4.64,533.6
SO-2024-0129-L01,SO-2024-0129,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,70,m,21.73,1521.1
SO-2024-0129-L02,SO-2024-0129,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,117,pcs,32.32,3781.44
SO-2024-0129-L03,SO-2024-0129,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,7,pcs,14.72,103.04
SO-2024-0130-L01,SO-2024-0130,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,104.85,1153.35
SO-2024-0130-L02,SO-2024-0130,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,81,pcs,1914.7,155090.7
SO-2024-0130-L03,SO-2024-0130,3,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,88,pcs,406.9,35807.2
SO-2024-0131-L01,SO-2024-0131,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,51,pcs,28.63,1460.13
SO-2024-0131-L02,SO-2024-0131,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,11,kg,4.11,45.21
SO-2024-0131-L03,SO-2024-0131,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,29,kg,3.23,93.67
SO-2024-0131-L04,SO-2024-0131,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,41,pcs,1672.06,68554.46
SO-2024-0131-L05,SO-2024-0131,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,69,pcs,100.16,6911.04
SO-2024-0132-L01,SO-2024-0132,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,106,pcs,179.54,19031.24
SO-2024-0132-L02,SO-2024-0132,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,76,pcs,113.35,8614.6
SO-2024-0132-L03,SO-2024-0132,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,101,pcs,1693.28,171021.28
SO-2024-0133-L01,SO-2024-0133,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,96,pcs,393.32,37758.72
SO-2024-0133-L02,SO-2024-0133,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,65,pcs,35.27,2292.55
SO-2024-0134-L01,SO-2024-0134,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,55,m,17.94,986.7
SO-2024-0134-L02,SO-2024-0134,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,99,pcs,124.49,12324.51
SO-2024-0134-L03,SO-2024-0134,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,80,pcs,1750.91,140072.8
SO-2024-0134-L04,SO-2024-0134,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,111,pcs,35.14,3900.54
SO-2024-0135-L01,SO-2024-0135,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,91,pcs,1682.88,153142.08
SO-2024-0135-L02,SO-2024-0135,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,58,m,15.5,899.0
SO-2024-0136-L01,SO-2024-0136,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,97,pcs,14.41,1397.77
SO-2024-0136-L02,SO-2024-0136,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,66,kg,3.47,229.02
SO-2024-0136-L03,SO-2024-0136,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,85,MT,754.91,64167.35
SO-2024-0136-L04,SO-2024-0136,4,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,104,pcs,124.44,12941.76
SO-2024-0136-L05,SO-2024-0136,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,23,kg,3.64,83.72
SO-2024-0136-L06,SO-2024-0136,6,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,36,pcs,211.58,7616.88
SO-2024-0137-L01,SO-2024-0137,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,31,pcs,99.08,3071.48
SO-2024-0137-L02,SO-2024-0137,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,104,pcs,36.56,3802.24
SO-2024-0137-L03,SO-2024-0137,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,17.24,1120.6
SO-2024-0137-L04,SO-2024-0137,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,99,kg,3.55,351.45
SO-2024-0138-L01,SO-2024-0138,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,45,MT,776.1,34924.5
SO-2024-0138-L02,SO-2024-0138,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,63,pcs,21.3,1341.9
SO-2024-0138-L03,SO-2024-0138,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,48,pcs,383.7,18417.6
SO-2024-0138-L04,SO-2024-0138,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,91,pcs,108.84,9904.44
SO-2024-0139-L01,SO-2024-0139,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,33,pcs,21.53,710.49
SO-2024-0139-L02,SO-2024-0139,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,43,pcs,248.56,10688.08
SO-2024-0139-L03,SO-2024-0139,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,95,kg,4.03,382.85
SO-2024-0139-L04,SO-2024-0139,4,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,95,kg,3.98,378.1
SO-2024-0139-L05,SO-2024-0139,5,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,66,pcs,367.9,24281.4
SO-2024-0139-L06,SO-2024-0139,6,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,106,kg,3.55,376.3
SO-2024-0140-L01,SO-2024-0140,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,10,m,13.73,137.3
SO-2024-0140-L02,SO-2024-0140,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,96,pcs,90.13,8652.48
SO-2024-0140-L03,SO-2024-0140,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,61,pcs,1846.79,112654.19
SO-2024-0140-L04,SO-2024-0140,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,100,pcs,34.71,3471.0
SO-2024-0140-L05,SO-2024-0140,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,30,kg,4.52,135.6
SO-2024-0141-L01,SO-2024-0141,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,153.37,12269.6
SO-2024-0141-L02,SO-2024-0141,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,11,pcs,118.44,1302.84
SO-2024-0141-L03,SO-2024-0141,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,72,kg,3.1,223.2
SO-2024-0142-L01,SO-2024-0142,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,75,pcs,179.23,13442.25
SO-2024-0142-L02,SO-2024-0142,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,726.62,18165.5
SO-2024-0142-L03,SO-2024-0142,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,117,m,25.03,2928.51
SO-2024-0142-L04,SO-2024-0142,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,66,pcs,37.11,2449.26
SO-2024-0142-L05,SO-2024-0142,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,101,pcs,418.56,42274.56
SO-2024-0143-L01,SO-2024-0143,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,58,pcs,254.11,14738.38
SO-2024-0143-L02,SO-2024-0143,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,27,pcs,414.71,11197.17
SO-2024-0143-L03,SO-2024-0143,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,9,kg,3.8,34.2
SO-2024-0143-L04,SO-2024-0143,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,55,m,24.3,1336.5
SO-2024-0143-L05,SO-2024-0143,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,28,pcs,417.46,11688.88
SO-2024-0143-L06,SO-2024-0143,6,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,116,pcs,40.96,4751.36
SO-2024-0144-L01,SO-2024-0144,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,72,kg,3.99,287.28
SO-2024-0144-L02,SO-2024-0144,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,22,pcs,20.81,457.82
SO-2024-0144-L03,SO-2024-0144,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,64,MT,714.56,45731.84
SO-2024-0144-L04,SO-2024-0144,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,108,pcs,349.01,37693.08
SO-2024-0145-L01,SO-2024-0145,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,106,pcs,391.8,41530.8
SO-2024-0145-L02,SO-2024-0145,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,91,kg,3.58,325.78
SO-2024-0145-L03,SO-2024-0145,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,27,pcs,1833.29,49498.83
SO-2024-0146-L01,SO-2024-0146,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,22,pcs,1793.24,39451.28
SO-2024-0146-L02,SO-2024-0146,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,36,pcs,145.24,5228.64
SO-2024-0146-L03,SO-2024-0146,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,54,pcs,94.36,5095.44
SO-2024-0146-L04,SO-2024-0146,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,101,MT,714.03,72117.03
SO-2024-0146-L05,SO-2024-0146,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,47,kg,4.13,194.11
SO-2024-0146-L06,SO-2024-0146,6,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,97,pcs,36.02,3493.94
SO-2024-0147-L01,SO-2024-0147,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,64,MT,717.61,45927.04
SO-2024-0147-L02,SO-2024-0147,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,56,pcs,169.01,9464.56
SO-2024-0148-L01,SO-2024-0148,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,22,pcs,1793.45,39455.9
SO-2024-0148-L02,SO-2024-0148,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,63,pcs,121.17,7633.71
SO-2024-0148-L03,SO-2024-0148,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,82,pcs,228.68,18751.76
SO-2024-0148-L04,SO-2024-0148,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,94,m,22.39,2104.66
SO-2024-0149-L01,SO-2024-0149,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,116,MT,760.86,88259.76
SO-2024-0149-L02,SO-2024-0149,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,72,m,21.57,1553.04
SO-2024-0149-L03,SO-2024-0149,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,95,pcs,107.66,10227.7
SO-2024-0150-L01,SO-2024-0150,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,114,pcs,236.02,26906.28
SO-2024-0150-L02,SO-2024-0150,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,19,pcs,118.81,2257.39
SO-2024-0150-L03,SO-2024-0150,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,96,pcs,386.65,37118.4
SO-2024-0150-L04,SO-2024-0150,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,16,pcs,40.58,649.28
SO-2024-0150-L05,SO-2024-0150,5,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,62,kg,3.63,225.06
SO-2024-0150-L06,SO-2024-0150,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1689.58,106443.54
SO-2024-0151-L01,SO-2024-0151,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,55,MT,712.9,39209.5
SO-2024-0151-L02,SO-2024-0151,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,5,m,23.97,119.85
SO-2024-0151-L03,SO-2024-0151,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,3.32,262.28
SO-2024-0151-L04,SO-2024-0151,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,59,kg,3.21,189.39
SO-2024-0151-L05,SO-2024-0151,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,13,pcs,401.65,5221.45
SO-2024-0152-L01,SO-2024-0152,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,28,kg,4.43,124.04
SO-2024-0152-L02,SO-2024-0152,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,103,pcs,105.32,10847.96
SO-2024-0153-L01,SO-2024-0153,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,92,pcs,21.71,1997.32
SO-2024-0153-L02,SO-2024-0153,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,4.39,509.24
SO-2024-0153-L03,SO-2024-0153,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,88,pcs,111.23,9788.24
SO-2024-0153-L04,SO-2024-0153,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,20,m,19.43,388.6
SO-2024-0153-L05,SO-2024-0153,5,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,73,pcs,158.76,11589.48
SO-2024-0154-L01,SO-2024-0154,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,91,kg,4.35,395.85
SO-2024-0154-L02,SO-2024-0154,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,59,pcs,18.26,1077.34
SO-2024-0155-L01,SO-2024-0155,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,9,pcs,250.47,2254.23
SO-2024-0155-L02,SO-2024-0155,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,58,kg,3.45,200.1
SO-2024-0155-L03,SO-2024-0155,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,118,m,25.11,2962.98
SO-2024-0155-L04,SO-2024-0155,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,35,pcs,152.21,5327.35
SO-2024-0156-L01,SO-2024-0156,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,61,kg,3.11,189.71
SO-2024-0156-L02,SO-2024-0156,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,32,pcs,410.18,13125.76
SO-2024-0156-L03,SO-2024-0156,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,104,pcs,89.52,9310.08
SO-2024-0157-L01,SO-2024-0157,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,117,pcs,100.01,11701.17
SO-2024-0157-L02,SO-2024-0157,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,89,m,22.17,1973.13
SO-2024-0157-L03,SO-2024-0157,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,57,MT,717.05,40871.85
SO-2024-0157-L04,SO-2024-0157,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,12,pcs,1817.02,21804.24
SO-2024-0157-L05,SO-2024-0157,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,80,pcs,253.99,20319.2
SO-2024-0157-L06,SO-2024-0157,6,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,27,kg,4.2,113.4
SO-2024-0158-L01,SO-2024-0158,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,57,m,19.19,1093.83
SO-2024-0158-L02,SO-2024-0158,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,53,pcs,354.71,18799.63
SO-2024-0158-L03,SO-2024-0158,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,73,pcs,1792.06,130820.38
SO-2024-0158-L04,SO-2024-0158,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,113,kg,3.1,350.3
