week_start,commodity,unit,categories,price,base_price,shock_premium_pct,shock_flag
2024-03-25,PCB FR4 Laminate,USD/SQM,Electrical Components,4.431,4.24,0.0,0
2024-04-01,PCB FR4 Laminate,USD/SQM,Electrical Components,4.686,4.244,9.0,1
2024-04-08,PCB FR4 Laminate,USD/SQM,Electrical Components,4.595,4.247,8.44,1
2024-04-15,PCB FR4 Laminate,USD/SQM,Electrical Components,4.447,4.251,7.88,1
2024-04-22,PCB FR4 Laminate,USD/SQM,Electrical Components,4.404,4.254,7.31,1
2024-04-29,PCB FR4 Laminate,USD/SQM,Electrical Components,4.385,4.257,6.75,1
2024-05-06,PCB FR4 Laminate,USD/SQM,Electrical Components,4.475,4.261,6.19,1
2024-05-13,PCB FR4 Laminate,USD/SQM,Electrical Components,4.477,4.264,5.62,1
2024-05-20,PCB FR4 Laminate,USD/SQM,Electrical Components,4.442,4.268,5.06,1
2024-05-27,PCB FR4 Laminate,USD/SQM,Electrical Components,4.477,4.271,4.5,1
2024-06-03,PCB FR4 Laminate,USD/SQM,Electrical Components,4.309,4.275,3.94,1
2024-06-10,PCB FR4 Laminate,USD/SQM,Electrical Components,4.304,4.278,3.37,1
2024-06-17,PCB FR4 Laminate,USD/SQM,Electrical Components,4.333,4.281,2.81,0
2024-06-24,PCB FR4 Laminate,USD/SQM,Electrical Components,4.217,4.285,2.25,0
2024-07-01,PCB FR4 Laminate,USD/SQM,Electrical Components,4.27,4.288,1.69,0
2024-07-08,PCB FR4 Laminate,USD/SQM,Electrical Components,4.271,4.292,1.12,0
2024-07-15,PCB FR4 Laminate,USD/SQM,Electrical Components,4.224,4.295,0.56,0
2024-07-22,PCB FR4 Laminate,USD/SQM,Electrical Components,4.244,4.299,0.0,0
2024-07-29,PCB FR4 Laminate,USD/SQM,Electrical Components,4.392,4.302,0.0,0
2024-08-05,PCB FR4 Laminate,USD/SQM,Electrical Components,4.407,4.305,0.0,0
2024-08-12,PCB FR4 Laminate,USD/SQM,Electrical Components,4.427,4.309,0.0,0
2024-08-19,PCB FR4 Laminate,USD/SQM,Electrical Components,4.4,4.312,0.0,0
2024-08-26,PCB FR4 Laminate,USD/SQM,Electrical Components,4.348,4.316,0.0,0
2024-09-02,PCB FR4 Laminate,USD/SQM,Electrical Components,4.405,4.319,0.0,0
2024-09-09,PCB FR4 Laminate,USD/SQM,Electrical Components,4.352,4.323,0.0,0
2024-09-16,PCB FR4 Laminate,USD/SQM,Electrical Components,4.36,4.326,0.0,0
2024-09-23,PCB FR4 Laminate,USD/SQM,Electrical Components,4.333,4.33,0.0,0
2024-09-30,PCB FR4 Laminate,USD/SQM,Electrical Components,4.367,4.333,0.0,0
2024-10-07,PCB FR4 Laminate,USD/SQM,Electrical Components,4.392,4.337,0.0,0
2024-10-14,PCB FR4 Laminate,USD/SQM,Electrical Components,4.732,4.34,6.0,1
2024-10-21,PCB FR4 Laminate,USD/SQM,Electrical Components,4.683,4.343,5.62,1
2024-10-28,PCB FR4 Laminate,USD/SQM,Electrical Components,4.651,4.347,5.25,1
2024-11-04,PCB FR4 Laminate,USD/SQM,Electrical Components,4.57,4.35,4.88,1
2024-11-11,PCB FR4 Laminate,USD/SQM,Electrical Components,4.527,4.354,4.5,1
2024-11-18,PCB FR4 Laminate,USD/SQM,Electrical Components,4.54,4.357,4.13,1
2024-11-25,PCB FR4 Laminate,USD/SQM,Electrical Components,4.579,4.361,3.75,1
2024-12-02,PCB FR4 Laminate,USD/SQM,Electrical Components,4.503,4.364,3.37,1
2024-12-09,PCB FR4 Laminate,USD/SQM,Electrical Components,4.549,4.368,3.0,0
2024-12-16,PCB FR4 Laminate,USD/SQM,Electrical Components,4.628,4.371,2.63,0
2024-12-23,PCB FR4 Laminate,USD/SQM,Electrical Components,4.643,4.375,2.25,0
2024-12-30,PCB FR4 Laminate,USD/SQM,Electrical Components,4.76,4.378,1.88,0
2025-01-06,PCB FR4 Laminate,USD/SQM,Electrical Components,4.691,4.382,1.5,0
2025-01-13,PCB FR4 Laminate,USD/SQM,Electrical Components,4.908,4.385,8.13,1
2025-01-20,PCB FR4 Laminate,USD/SQM,Electrical Components,4.745,4.389,7.31,1
2025-01-27,PCB FR4 Laminate,USD/SQM,Electrical Components,4.819,4.392,6.5,1
2025-02-03,PCB FR4 Laminate,USD/SQM,Electrical Components,4.833,4.396,5.69,1
2025-02-10,PCB FR4 Laminate,USD/SQM,Electrical Components,4.813,4.399,5.25,1
2025-02-17,PCB FR4 Laminate,USD/SQM,Electrical Components,4.817,4.403,4.81,1
2025-02-24,PCB FR4 Laminate,USD/SQM,Electrical Components,4.719,4.406,4.37,1
2025-03-03,PCB FR4 Laminate,USD/SQM,Electrical Components,4.876,4.41,3.94,1
2025-03-10,PCB FR4 Laminate,USD/SQM,Electrical Components,5.715,4.413,21.5,1
2025-03-17,PCB FR4 Laminate,USD/SQM,Electrical Components,5.656,4.417,19.94,1
2025-03-24,PCB FR4 Laminate,USD/SQM,Electrical Components,5.647,4.421,18.38,1
2025-03-31,PCB FR4 Laminate,USD/SQM,Electrical Components,5.617,4.424,16.81,1
2025-04-07,PCB FR4 Laminate,USD/SQM,Electrical Components,5.565,4.428,15.25,1
2025-04-14,PCB FR4 Laminate,USD/SQM,Electrical Components,5.238,4.431,9.69,1
2025-04-21,PCB FR4 Laminate,USD/SQM,Electrical Components,5.216,4.435,8.38,1
2025-04-28,PCB FR4 Laminate,USD/SQM,Electrical Components,5.303,4.438,7.06,1
2025-05-05,PCB FR4 Laminate,USD/SQM,Electrical Components,5.347,4.442,5.75,1
2025-05-12,PCB FR4 Laminate,USD/SQM,Electrical Components,5.434,4.445,4.88,1
2025-05-19,PCB FR4 Laminate,USD/SQM,Electrical Components,5.352,4.449,4.0,1
2025-05-26,PCB FR4 Laminate,USD/SQM,Electrical Components,5.232,4.452,3.12,1
2025-06-02,PCB FR4 Laminate,USD/SQM,Electrical Components,5.182,4.456,2.25,0
2025-06-09,PCB FR4 Laminate,USD/SQM,Electrical Components,5.146,4.46,1.37,0
2025-06-16,PCB FR4 Laminate,USD/SQM,Electrical Components,5.19,4.463,0.5,0
2025-06-23,PCB FR4 Laminate,USD/SQM,Electrical Components,5.018,4.467,-0.38,0
2025-06-30,PCB FR4 Laminate,USD/SQM,Electrical Components,5.092,4.47,-1.25,0
2024-01-01,Servo Motor 5kW,USD/unit,Electrical Components,1847.417,1850.0,0.0,0
2024-01-08,Servo Motor 5kW,USD/unit,Electrical Components,1838.877,1850.925,0.0,0
2024-01-15,Servo Motor 5kW,USD/unit,Electrical Components,1817.463,1851.85,0.0,0
2024-01-22,Servo Motor 5kW,USD/unit,Electrical Components,1782.28,1852.776,0.0,0
2024-01-29,Servo Motor 5kW,USD/unit,Electrical Components,1800.777,1853.703,0.0,0
2024-02-05,Servo Motor 5kW,USD/unit,Electrical Components,1803.262,1854.63,0.0,0
2024-02-12,Servo Motor 5kW,USD/unit,Electrical Components,1776.25,1855.557,0.0,0
2024-02-19,Servo Motor 5kW,USD/unit,Electrical Components,1749.533,1856.485,0.0,0
2024-02-26,Servo Motor 5kW,USD/unit,Electrical Components,1743.358,1857.413,0.0,0
2024-03-04,Servo Motor 5kW,USD/unit,Electrical Components,1779.146,1858.342,0.0,0
2024-03-11,Servo Motor 5kW,USD/unit,Electrical Components,1774.494,1859.271,0.0,0
2024-03-18,Servo Motor 5kW,USD/unit,Electrical Components,1743.373,1860.2,0.0,0
2024-03-25,Servo Motor 5kW,USD/unit,Electrical Components,1739.104,1861.131,0.0,0
2024-04-01,Servo Motor 5kW,USD/unit,Electrical Components,1890.367,1862.061,9.0,1
2024-04-08,Servo Motor 5kW,USD/unit,Electrical Components,1820.691,1862.992,8.44,1
2024-04-15,Servo Motor 5kW,USD/unit,Electrical Components,1810.972,1863.924,7.88,1
2024-04-22,Servo Motor 5kW,USD/unit,Electrical Components,1797.437,1864.856,7.31,1
2024-04-29,Servo Motor 5kW,USD/unit,Electrical Components,1803.847,1865.788,6.75,1
2024-05-06,Servo Motor 5kW,USD/unit,Electrical Components,1835.051,1866.721,6.19,1
2024-05-13,Servo Motor 5kW,USD/unit,Electrical Components,1850.919,1867.654,5.62,1
2024-05-20,Servo Motor 5kW,USD/unit,Electrical Components,1836.043,1868.588,5.06,1
2024-05-27,Servo Motor 5kW,USD/unit,Electrical Components,1802.877,1869.522,4.5,1
2024-06-03,Servo Motor 5kW,USD/unit,Electrical Components,1849.442,1870.457,3.94,1
2024-06-10,Servo Motor 5kW,USD/unit,Electrical Components,1841.66,1871.392,3.37,1
2024-06-17,Servo Motor 5kW,USD/unit,Electrical Components,1832.861,1872.328,2.81,0
2024-06-24,Servo Motor 5kW,USD/unit,Electrical Components,1823.217,1873.264,2.25,0
2024-07-01,Servo Motor 5kW,USD/unit,Electrical Components,1818.404,1874.201,1.69,0
2024-07-08,Servo Motor 5kW,USD/unit,Electrical Components,1806.116,1875.138,1.12,0
2024-07-15,Servo Motor 5kW,USD/unit,Electrical Components,1784.604,1876.076,0.56,0
2024-07-22,Servo Motor 5kW,USD/unit,Electrical Components,1763.863,1877.014,0.0,0
2024-07-29,Servo Motor 5kW,USD/unit,Electrical Components,1764.052,1877.952,0.0,0
2024-08-05,Servo Motor 5kW,USD/unit,Electrical Components,1753.431,1878.891,0.0,0
2024-08-12,Servo Motor 5kW,USD/unit,Electrical Components,1739.308,1879.831,0.0,0
2024-08-19,Servo Motor 5kW,USD/unit,Electrical Components,1742.399,1880.77,0.0,0
2024-08-26,Servo Motor 5kW,USD/unit,Electrical Components,1737.939,1881.711,0.0,0
2024-09-02,Servo Motor 5kW,USD/unit,Electrical Components,1770.174,1882.652,0.0,0
2024-09-09,Servo Motor 5kW,USD/unit,Electrical Components,1714.747,1883.593,0.0,0
2024-09-16,Servo Motor 5kW,USD/unit,Electrical Components,1738.064,1884.535,0.0,0
2024-09-23,Servo Motor 5kW,USD/unit,Electrical Components,1764.923,1885.477,0.0,0
2024-09-30,Servo Motor 5kW,USD/unit,Electrical Components,1721.893,1886.42,0.0,0
2024-10-07,Servo Motor 5kW,USD/unit,Electrical Components,1715.673,1887.363,0.0,0
2024-10-14,Servo Motor 5kW,USD/unit,Electrical Components,1811.416,1888.307,6.0,1
2024-10-21,Servo Motor 5kW,USD/unit,Electrical Components,1775.424,1889.251,5.62,1
2024-10-28,Servo Motor 5kW,USD/unit,Electrical Components,1753.492,1890.196,5.25,1
2024-11-04,Servo Motor 5kW,USD/unit,Electrical Components,1724.833,1891.141,4.88,1
2024-11-11,Servo Motor 5kW,USD/unit,Electrical Components,1755.664,1892.086,4.5,1
2024-11-18,Servo Motor 5kW,USD/unit,Electrical Components,1769.88,1893.032,4.13,1
2024-11-25,Servo Motor 5kW,USD/unit,Electrical Components,1791.297,1893.979,3.75,1
2024-12-02,Servo Motor 5kW,USD/unit,Electrical Components,1801.171,1894.926,3.37,1
2024-12-09,Servo Motor 5kW,USD/unit,Electrical Components,1771.22,1895.873,3.0,0
2024-12-16,Servo Motor 5kW,USD/unit,Electrical Components,1754.546,1896.821,2.63,0
2024-12-23,Servo Motor 5kW,USD/unit,Electrical Components,1759.274,1897.77,2.25,0
2024-12-30,Servo Motor 5kW,USD/unit,Electrical Components,1727.993,1898.718,1.88,0
2025-01-06,Servo Motor 5kW,USD/unit,Electrical Components,1737.223,1899.668,1.5,0
2025-01-13,Servo Motor 5kW,USD/unit,Electrical Components,1846.202,1900.618,8.13,1
2025-01-20,Servo Motor 5kW,USD/unit,Electrical Components,1825.003,1901.568,7.31,1
2025-01-27,Servo Motor 5kW,USD/unit,Electrical Components,1827.543,1902.519,6.5,1
2025-02-03,Servo Motor 5kW,USD/unit,Electrical Components,1824.176,1903.47,5.69,1
2025-02-10,Servo Motor 5kW,USD/unit,Electrical Components,1809.664,1904.422,5.25,1
2025-02-17,Servo Motor 5kW,USD/unit,Electrical Components,1828.114,1905.374,4.81,1
2025-02-24,Servo Motor 5kW,USD/unit,Electrical Components,1797.777,1906.327,4.37,1
2025-03-03,Servo Motor 5kW,USD/unit,Electrical Components,1804.368,1907.28,3.94,1
2025-03-10,Servo Motor 5kW,USD/unit,Electrical Components,2125.322,1908.233,21.5,1
2025-03-17,Servo Motor 5kW,USD/unit,Electrical Components,2091.246,1909.188,19.94,1
2025-03-24,Servo Motor 5kW,USD/unit,Electrical Components,2073.112,1910.142,18.38,1
2025-03-31,Servo Motor 5kW,USD/unit,Electrical Components,2016.057,1911.097,16.81,1
2025-04-07,Servo Motor 5kW,USD/unit,Electrical Components,2012.14,1912.053,15.25,1
2025-04-14,Servo Motor 5kW,USD/unit,Electrical Components,1911.734,1913.009,9.69,1
2025-04-21,Servo Motor 5kW,USD/unit,Electrical Components,1877.954,1913.965,8.38,1
2025-04-28,Servo Motor 5kW,USD/unit,Electrical Components,1879.492,1914.922,7.06,1
2025-05-05,Servo Motor 5kW,USD/unit,Electrical Components,1841.688,1915.88,5.75,1
2025-05-12,Servo Motor 5kW,USD/unit,Electrical Components,1796.493,1916.838,4.88,1
2025-05-19,Servo Motor 5kW,USD/unit,Electrical Components,1749.118,1917.796,4.0,1
2025-05-26,Servo Motor 5kW,USD/unit,Electrical Components,1747.882,1918.755,3.12,1
2025-06-02,Servo Motor 5kW,USD/unit,Electrical Components,1707.289,1919.714,2.25,0
2025-06-09,Servo Motor 5kW,USD/unit,Electrical Components,1729.169,1920.674,1.37,0
2025-06-16,Servo Motor 5kW,USD/unit,Electrical Components,1672.274,1921.635,0.5,0
2025-06-23,Servo Motor 5kW,USD/unit,Electrical Components,1692.29,1922.595,-0.38,0
2025-06-30,Servo Motor 5kW,USD/unit,Electrical Components,1682.513,1923.557,-1.25,0
2024-01-01,Ball Bearing 6205,USD/unit,Mechanical Parts,3.797,3.8,0.0,0
2024-01-08,Ball Bearing 6205,USD/unit,Mechanical Parts,3.778,3.801,0.0,0
2024-01-15,Ball Bearing 6205,USD/unit,Mechanical Parts,3.794,3.802,0.0,0
2024-01-22,Ball Bearing 6205,USD/unit,Mechanical Parts,3.794,3.803,0.0,0
2024-01-29,Ball Bearing 6205,USD/unit,Mechanical Parts,3.837,3.805,0.0,0
2024-02-05,Ball Bearing 6205,USD/unit,Mechanical Parts,3.842,3.806,0.0,0
2024-02-12,Ball Bearing 6205,USD/unit,Mechanical Parts,3.849,3.807,0.0,0
2024-02-19,Ball Bearing 6205,USD/unit,Mechanical Parts,3.836,3.808,0.0,0
2024-02-26,Ball Bearing 6205,USD/unit,Mechanical Parts,3.835,3.809,0.0,0
2024-03-04,Ball Bearing 6205,USD/unit,Mechanical Parts,3.848,3.81,0.0,0
2024-03-11,Ball Bearing 6205,USD/unit,Mechanical Parts,3.784,3.811,0.0,0
2024-03-18,Ball Bearing 6205,USD/unit,Mechanical Parts,3.734,3.813,0.0,0
2024-03-25,Ball Bearing 6205,USD/unit,Mechanical Parts,3.763,3.814,0.0,0
2024-04-01,Ball Bearing 6205,USD/unit,Mechanical Parts,3.77,3.815,0.0,0
2024-04-08,Ball Bearing 6205,USD/unit,Mechanical Parts,3.764,3.816,0.0,0
2024-04-15,Ball Bearing 6205,USD/unit,Mechanical Parts,3.766,3.817,0.0,0
2024-04-22,Ball Bearing 6205,USD/unit,Mechanical Parts,3.781,3.818,0.0,0
2024-04-29,Ball Bearing 6205,USD/unit,Mechanical Parts,3.761,3.819,0.0,0
2024-05-06,Ball Bearing 6205,USD/unit,Mechanical Parts,3.733,3.821,0.0,0
2024-05-13,Ball Bearing 6205,USD/unit,Mechanical Parts,3.742,3.822,0.0,0
2024-05-20,Ball Bearing 6205,USD/unit,Mechanical Parts,3.706,3.823,0.0,0
2024-05-27,Ball Bearing 6205,USD/unit,Mechanical Parts,3.722,3.824,0.0,0
2024-06-03,Ball Bearing 6205,USD/unit,Mechanical Parts,3.66,3.825,0.0,0
2024-06-10,Ball Bearing 6205,USD/unit,Mechanical Parts,3.699,3.826,0.0,0
2024-06-17,Ball Bearing 6205,USD/unit,Mechanical Parts,3.717,3.827,0.0,0
2024-06-24,Ball Bearing 6205,USD/unit,Mechanical Parts,3.728,3.829,0.0,0
2024-07-01,Ball Bearing 6205,USD/unit,Mechanical Parts,3.766,3.83,0.0,0
2024-07-08,Ball Bearing 6205,USD/unit,Mechanical Parts,4.021,3.831,5.0,1
2024-07-15,Ball Bearing 6205,USD/unit,Mechanical Parts,4.051,3.832,4.69,1
2024-07-22,Ball Bearing 6205,USD/unit,Mechanical Parts,3.966,3.833,4.37,1
2024-07-29,Ball Bearing 6205,USD/unit,Mechanical Parts,3.904,3.834,4.06,1
2024-08-05,Ball Bearing 6205,USD/unit,Mechanical Parts,3.87,3.835,3.75,1
2024-08-12,Ball Bearing 6205,USD/unit,Mechanical Parts,3.86,3.837,3.44,1
2024-08-19,Ball Bearing 6205,USD/unit,Mechanical Parts,3.87,3.838,3.12,1
2024-08-26,Ball Bearing 6205,USD/unit,Mechanical Parts,3.831,3.839,2.81,0
2024-09-02,Ball Bearing 6205,USD/unit,Mechanical Parts,4.276,3.84,14.5,1
2024-09-09,Ball Bearing 6205,USD/unit,Mechanical Parts,4.205,3.841,13.44,1
2024-09-16,Ball Bearing 6205,USD/unit,Mechanical Parts,4.142,3.842,12.38,1
2024-09-23,Ball Bearing 6205,USD/unit,Mechanical Parts,4.046,3.844,11.31,1
2024-09-30,Ball Bearing 6205,USD/unit,Mechanical Parts,3.972,3.845,10.25,1
2024-10-07,Ball Bearing 6205,USD/unit,Mechanical Parts,3.881,3.846,9.19,1
2024-10-14,Ball Bearing 6205,USD/unit,Mechanical Parts,3.807,3.847,8.13,1
2024-10-21,Ball Bearing 6205,USD/unit,Mechanical Parts,3.811,3.848,7.06,1
2024-10-28,Ball Bearing 6205,USD/unit,Mechanical Parts,3.738,3.849,6.0,1
2024-11-04,Ball Bearing 6205,USD/unit,Mechanical Parts,3.811,3.85,5.25,1
2024-11-11,Ball Bearing 6205,USD/unit,Mechanical Parts,3.803,3.852,4.5,1
2024-11-18,Ball Bearing 6205,USD/unit,Mechanical Parts,3.784,3.853,3.75,1
2024-11-25,Ball Bearing 6205,USD/unit,Mechanical Parts,3.726,3.854,3.0,0
2024-12-02,Ball Bearing 6205,USD/unit,Mechanical Parts,3.725,3.855,2.25,0
2024-12-09,Ball Bearing 6205,USD/unit,Mechanical Parts,3.678,3.856,1.5,0
2024-12-16,Ball Bearing 6205,USD/unit,Mechanical Parts,3.656,3.857,0.75,0
2024-12-23,Ball Bearing 6205,USD/unit,Mechanical Parts,3.723,3.859,0.0,0
2024-12-30,Ball Bearing 6205,USD/unit,Mechanical Parts,3.721,3.86,0.0,0
2025-01-06,Ball Bearing 6205,USD/unit,Mechanical Parts,3.764,3.861,0.0,0
2025-01-13,Ball Bearing 6205,USD/unit,Mechanical Parts,4.001,3.862,7.0,1
2025-01-20,Ball Bearing 6205,USD/unit,Mechanical Parts,3.984,3.863,6.56,1
2025-01-27,Ball Bearing 6205,USD/unit,Mechanical Parts,4.039,3.864,6.13,1
2025-02-03,Ball Bearing 6205,USD/unit,Mechanical Parts,3.999,3.866,5.69,1
2025-02-10,Ball Bearing 6205,USD/unit,Mechanical Parts,4.056,3.867,5.25,1
2025-02-17,Ball Bearing 6205,USD/unit,Mechanical Parts,4.069,3.868,4.81,1
2025-02-24,Ball Bearing 6205,USD/unit,Mechanical Parts,4.03,3.869,4.37,1
2025-03-03,Ball Bearing 6205,USD/unit,Mechanical Parts,4.04,3.87,3.94,1
2025-03-10,Ball Bearing 6205,USD/unit,Mechanical Parts,4.063,3.871,3.5,1
2025-03-17,Ball Bearing 6205,USD/unit,Mechanical Parts,4.072,3.872,3.06,1
2025-03-24,Ball Bearing 6205,USD/unit,Mechanical Parts,3.992,3.874,2.63,0
2025-03-31,Ball Bearing 6205,USD/unit,Mechanical Parts,3.948,3.875,2.19,0
2025-04-07,Ball Bearing 6205,USD/unit,Mechanical Parts,3.922,3.876,1.75,0
2025-04-14,Ball Bearing 6205,USD/unit,Mechanical Parts,3.904,3.877,1.31,0
2025-04-21,Ball Bearing 6205,USD/unit,Mechanical Parts,3.912,3.878,0.88,0
2025-04-28,Ball Bearing 6205,USD/unit,Mechanical Parts,3.903,3.879,0.44,0
2025-05-05,Ball Bearing 6205,USD/unit,Mechanical Parts,3.835,3.881,0.0,0
2025-05-12,Ball Bearing 6205,USD/unit,Mechanical Parts,3.851,3.882,0.0,0
2025-05-19,Ball Bearing 6205,USD/unit,Mechanical Parts,3.876,3.883,0.0,0
2025-05-26,Ball Bearing 6205,USD/unit,Mechanical Parts,3.899,3.884,0.0,0
2025-06-02,Ball Bearing 6205,USD/unit,Mechanical Parts,3.942,3.885,0.0,0
2025-06-09,Ball Bearing 6205,USD/unit,Mechanical Parts,3.976,3.886,0.0,0
2025-06-16,Ball Bearing 6205,USD/unit,Mechanical Parts,3.996,3.888,0.0,0
2025-06-23,Ball Bearing 6205,USD/unit,Mechanical Parts,3.994,3.889,0.0,0
2025-06-30,Ball Bearing 6205,USD/unit,Mechanical Parts,3.929,3.89,0.0,0
